# model=snn-ae encoding=direct architecture=dense v_th=1.5 alpha=0.8 run=4
epoch train_loss val_loss
1 0.083105 0.001042
2 0.001282 0.001239
3 0.001256 0.001022
4 0.001299 0.005888
5 0.001355 0.001252
6 0.001279 0.000996
7 0.001311 0.001199
8 0.001321 0.000900
9 0.001270 0.000652
10 0.001005 0.002948
11 0.000782 0.000592
12 0.000665 0.000541
13 0.000737 0.000480
14 0.001044 0.000644
15 0.000554 0.005008
16 0.000685 0.000395
17 0.000598 0.002360
18 0.000904 0.000534
19 0.000712 0.000394
20 0.000417 0.000415
21 0.000704 0.002154
22 0.000595 0.000427
23 0.000580 0.000307
24 0.000464 0.000329
25 0.000889 0.000529
26 0.000648 0.000850
27 0.000614 0.000377
28 0.000721 0.000357
