# Batch convergence for: model=snn-ae encoding=direct architecture=dense v_th=0.5 alpha=0.99 run=2
batch_num epoch batch_loss
0 1 1.418837
1 1 1.218806
2 1 1.274126
3 1 1.456743
4 1 1.101669
5 1 1.211654
6 1 1.233280
7 1 1.101163
8 1 1.123696
9 1 1.056788
10 1 1.034259
11 1 1.135268
12 1 1.029623
13 1 1.014089
14 1 1.025425
15 1 1.034967
16 1 1.031507
17 1 1.064571
18 1 0.999149
19 1 1.104488
20 1 1.022618
21 1 1.046520
22 1 1.061634
23 1 0.972289
24 1 1.089684
25 1 1.023382
26 1 0.976253
27 1 1.073931
28 1 1.012825
29 1 1.085088
30 1 0.980324
31 1 0.931910
32 1 0.995520
33 1 0.935591
34 1 0.942027
35 1 0.991547
36 1 0.974048
37 1 0.971947
38 1 0.915071
39 1 0.884938
40 1 1.000022
41 1 0.894197
42 1 0.957936
43 1 0.888890
44 1 0.939707
45 1 0.873490
46 1 0.898578
47 1 0.845515
48 1 0.884884
49 1 0.798157
50 1 0.816379
51 1 0.941086
52 1 0.831684
53 1 0.859661
54 1 0.789042
55 1 0.791116
56 1 0.747448
57 1 0.876934
58 1 0.769534
59 1 0.729467
60 1 0.709910
61 1 0.709258
62 1 0.739935
63 1 0.634287
64 1 0.760311
65 1 0.653403
66 1 0.785285
67 1 0.638156
68 1 0.664420
69 1 0.636748
70 1 0.666587
71 1 0.670784
72 1 0.743374
73 1 0.601594
74 1 0.603494
75 1 0.579485
76 1 0.594826
77 1 0.643746
78 1 0.598798
79 1 0.613176
80 1 0.559269
81 1 0.506188
82 1 0.567916
83 1 0.492531
84 1 0.530238
85 1 0.445304
86 1 0.487157
87 1 0.426566
88 1 0.437301
89 1 0.702538
90 1 0.408595
91 1 0.400576
92 1 0.403955
93 1 0.447773
94 1 0.347671
95 1 0.457941
96 1 0.339005
97 1 0.366314
98 1 0.318100
99 1 0.477405
100 1 0.304396
101 1 0.325943
102 1 0.293879
103 1 0.299221
104 1 0.381857
105 1 0.279238
106 1 0.290278
107 1 0.269497
108 1 0.358511
109 1 0.285701
110 1 0.249459
111 1 0.349342
112 1 0.245081
113 1 0.304040
114 1 0.234147
115 1 0.274842
116 1 0.247043
117 1 0.277003
118 1 0.415853
119 1 0.219377
120 1 0.372294
121 1 0.219235
122 1 0.201087
123 1 0.199992
124 1 0.196534
125 1 0.198780
126 1 0.189387
127 1 0.180840
128 1 0.204130
129 1 0.185173
130 1 0.177565
131 1 0.200133
132 1 0.176696
133 1 0.193102
134 1 0.209588
135 1 0.193145
136 1 0.175044
137 1 0.155092
138 1 0.183770
139 1 0.157152
140 1 0.191137
141 1 0.153649
142 1 0.158898
143 1 0.150781
144 1 0.262102
145 1 0.413747
146 1 0.138708
147 1 0.142494
148 1 0.133835
149 1 0.134724
150 1 0.132830
151 1 0.161633
152 1 0.136938
153 1 0.273984
154 1 0.143515
155 1 0.113218
156 1 0.115342
157 1 0.114341
158 1 0.106816
159 1 0.128171
160 1 0.139994
161 1 0.101742
162 1 0.101698
163 1 0.138235
164 1 0.192377
165 1 0.095162
166 1 0.089895
167 1 0.103920
168 1 0.090260
169 1 0.089043
170 1 0.129387
171 1 0.767151
172 1 0.097626
173 1 0.087524
174 1 0.452503
175 1 0.103980
176 1 0.131172
177 1 0.083225
178 1 0.087668
179 1 0.084561
180 1 0.099879
181 1 0.108495
182 1 0.080419
183 1 0.071059
184 1 0.079066
185 1 0.065653
186 1 0.066159
187 1 0.072731
188 1 0.066366
189 1 0.355421
190 1 0.107987
191 1 0.483874
192 1 0.477196
193 1 0.057575
194 1 0.057489
195 1 0.077658
196 1 0.080213
197 1 0.053951
198 1 0.145401
199 1 0.150221
200 1 0.119450
201 1 0.072925
202 1 0.076665
203 1 0.109878
204 1 0.051022
205 1 0.046867
206 1 0.066003
207 1 0.070660
208 1 0.044667
209 1 0.062624
210 1 0.052228
211 1 0.063301
212 1 0.119265
213 1 0.048633
214 1 0.039734
215 1 0.110265
216 1 0.043865
217 1 0.036069
218 1 0.050483
219 1 0.288688
220 1 0.046949
221 1 0.076034
222 1 0.456535
223 1 0.040519
224 1 0.073235
225 1 0.085156
226 1 0.080065
227 1 0.033886
228 1 0.651961
229 1 0.067870
230 1 0.290113
231 1 0.033141
232 1 0.109831
233 1 0.376590
234 1 0.043393
235 1 0.035621
236 1 0.030523
237 1 0.029304
238 1 0.029190
239 1 0.431378
240 1 0.031457
241 1 0.027529
242 1 0.066901
243 1 0.030543
244 1 0.034963
245 1 0.025804
246 1 0.041325
247 1 0.080742
248 1 0.072749
249 1 0.110813
250 1 0.023247
251 1 0.027131
252 1 0.023345
253 1 0.025717
254 1 0.038418
255 1 0.021038
256 1 0.042937
257 1 0.032102
258 1 0.020446
259 1 0.022087
260 1 0.020628
261 1 0.018577
262 1 0.032619
263 1 0.037251
264 1 0.080307
265 1 0.677926
266 1 0.046896
267 1 0.027122
268 1 0.016512
269 1 0.304991
270 1 0.015727
271 1 0.043309
272 1 0.019078
273 1 0.064739
274 1 0.036848
275 1 0.097482
276 1 0.141318
277 1 0.038125
278 1 0.020109
279 1 0.019525
280 1 0.041133
281 1 0.017991
282 1 0.018448
283 1 0.016010
284 1 0.034916
285 1 0.020471
286 1 0.015169
287 1 0.055960
288 1 0.021125
289 1 0.012641
290 1 0.012712
291 1 0.020257
292 1 0.024729
293 1 0.035900
294 1 0.046547
295 1 0.032325
296 1 0.010978
297 1 0.042346
298 1 0.011978
299 1 0.010347
300 1 0.040788
301 1 0.011661
302 1 0.227425
303 1 0.237943
304 1 0.010869
305 1 0.008628
306 1 0.033556
307 1 0.009669
308 1 0.008760
309 1 0.644796
310 1 0.023172
311 1 0.010929
312 1 0.010919
313 1 0.188925
314 1 0.009621
315 1 0.065940
316 1 0.069432
317 1 0.011031
318 1 0.049105
319 1 0.014281
320 1 0.013324
321 1 0.028274
322 1 0.011899
323 1 0.016879
324 1 0.010691
325 1 0.016803
326 1 0.038855
327 1 0.009312
328 1 0.008947
329 1 0.048994
330 1 0.693793
331 1 0.016237
332 1 0.141735
333 1 0.008258
334 1 0.010262
335 1 0.007202
336 1 0.458568
337 1 0.013453
338 1 0.016636
339 1 0.042395
340 1 0.012996
341 1 0.089193
342 1 0.017936
343 1 0.009682
344 1 0.009833
345 1 0.163354
346 1 0.011890
347 1 0.013827
348 1 0.009949
349 1 0.020369
350 1 0.008411
351 1 0.028965
352 1 0.009170
353 1 0.009388
354 1 0.010226
355 1 0.040446
356 1 0.009162
357 1 0.061385
358 1 0.027292
359 1 0.011076
360 1 0.009225
361 1 0.006686
362 1 0.109145
363 1 0.010233
364 1 0.009026
365 1 0.006192
366 1 0.005386
367 1 0.085478
368 1 0.004395
369 1 0.005121
370 1 0.206522
371 1 0.461304
372 1 0.013911
373 1 0.067310
374 1 0.273340
375 1 0.007892
376 1 0.007418
377 1 0.038632
378 1 0.023289
379 1 0.009096
380 1 0.291710
381 1 0.115795
382 1 0.010694
383 1 0.005932
384 1 0.103767
385 1 0.008112
386 1 0.006369
387 1 0.005853
388 1 0.007932
389 1 0.014890
390 1 0.005877
391 1 0.064992
392 1 0.036270
393 1 0.008798
394 1 0.008372
395 1 0.007548
396 1 0.006805
397 1 0.009090
398 1 0.009618
399 1 0.037162
400 1 0.012608
401 1 0.368785
402 1 0.060729
403 1 0.005625
404 1 0.010385
405 1 0.356382
406 1 0.633547
407 1 0.269122
408 1 0.010331
409 1 0.060379
410 1 0.038392
411 1 0.005564
412 1 0.009676
413 1 0.007189
414 1 0.374678
415 1 0.016013
416 1 0.013333
417 1 0.086792
418 1 0.025680
419 1 0.006244
420 1 0.013792
421 1 0.017625
422 1 0.027729
423 1 0.091704
424 1 0.022102
425 1 0.028547
426 1 0.006005
427 1 0.009390
428 1 0.009260
429 1 0.032929
430 1 0.022807
431 1 0.074348
432 1 0.006552
433 1 0.004453
434 1 0.003939
435 1 0.102022
436 1 0.321840
437 1 0.012245
438 1 0.007501
439 1 0.006316
440 1 0.004100
441 1 0.007582
442 1 0.060292
443 1 0.016028
444 1 0.008865
445 1 0.004873
446 1 0.014683
447 1 0.013017
448 1 0.031354
449 1 0.004254
450 1 0.003285
451 1 0.005061
452 1 0.003376
453 1 0.061962
454 1 0.031361
455 1 0.279118
456 1 0.004979
457 1 0.021012
458 1 0.005249
459 1 0.002875
460 1 0.003642
461 1 0.006283
462 1 0.011405
463 1 0.003789
464 1 0.014303
465 1 0.005843
466 1 0.014201
467 1 0.006035
468 1 0.019759
469 1 0.008298
470 1 0.048704
471 1 0.094939
472 1 0.002368
473 1 0.002264
474 1 0.115838
475 1 0.012260
476 1 0.002182
477 1 0.005108
478 1 0.002016
479 1 0.004729
480 1 0.003147
481 1 0.010452
482 1 0.007394
483 1 0.021600
484 1 0.001551
485 1 0.078061
486 1 0.001926
487 1 0.218080
488 1 0.060844
489 1 0.002289
490 1 0.013675
491 1 0.024356
492 1 0.291518
493 1 0.029811
494 1 0.002517
495 1 0.034271
496 1 0.005268
497 1 0.004182
498 1 0.048248
499 1 0.004462
500 1 0.012251
501 1 0.038942
502 1 0.005923
503 1 0.007059
504 1 0.002901
505 1 0.017207
506 1 0.016705
507 1 0.034516
508 1 0.003949
509 1 0.043344
510 1 0.005351
511 1 0.003561
512 1 0.010878
513 1 0.006138
514 1 0.099600
515 1 0.052640
516 1 0.005131
517 1 0.038863
518 1 0.004662
519 1 0.016095
520 1 0.228248
521 1 0.009229
522 1 0.002847
523 1 0.003814
524 1 0.005246
525 1 0.047221
526 1 0.014104
527 1 0.028229
528 1 0.002739
529 1 0.003004
530 1 0.009835
531 1 0.306286
532 1 0.319645
533 1 0.197603
534 1 0.048988
535 1 0.008459
536 1 0.010302
537 1 0.018916
538 1 0.082843
539 1 0.626764
540 1 0.044716
541 1 0.005406
542 1 0.330201
543 1 0.004867
544 1 0.012486
545 1 0.005147
546 1 0.005184
547 1 0.237342
548 1 0.009360
549 1 0.005117
550 1 0.008616
551 1 0.034152
552 1 0.022493
553 1 0.037346
554 1 0.126714
555 1 0.005024
556 1 0.009163
557 1 0.046340
558 1 0.007534
559 1 0.005971
560 1 0.006864
561 1 0.008413
562 1 0.004397
563 1 0.031109
564 1 0.048614
565 1 0.005267
566 1 0.043120
567 1 0.514858
568 1 0.004331
569 1 0.002660
570 1 0.017378
571 1 0.203939
572 1 0.002825
573 1 0.002704
574 1 0.054355
575 1 0.475130
576 1 0.004825
577 1 0.126016
578 1 0.060605
579 1 0.006747
580 1 0.011403
581 1 0.053302
582 1 0.016300
583 1 0.014099
584 1 0.006875
585 1 0.006493
586 1 0.021045
587 1 0.092246
588 1 0.015044
589 1 0.004138
590 1 0.041404
591 1 0.004006
592 1 0.006009
593 1 0.004073
594 1 0.150787
595 1 0.012866
596 1 0.008964
597 1 0.005780
598 1 0.005821
599 1 0.007004
600 1 0.087730
601 1 0.021658
602 1 0.003601
603 1 0.440623
604 1 0.002170
605 1 0.004189
606 1 0.009431
607 1 0.006331
608 1 0.007685
609 1 0.027847
610 1 0.031586
611 1 0.002828
612 1 0.349314
