# model=snn-ae encoding=poisson architecture=dense v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.217314 0.147362
2 0.178700 0.129439
3 0.170183 0.133872
4 0.161942 0.129998
5 0.159657 0.131221
6 0.153747 0.131839
7 0.150843 0.126125
8 0.144529 0.126559
9 0.140343 0.129579
10 0.139248 0.125006
11 0.138592 0.131559
12 0.137711 0.129589
13 0.139902 0.125495
14 0.142316 0.119980
15 0.143179 0.122772
16 0.140010 0.126393
17 0.135315 0.122471
18 0.135822 0.124102
19 0.135328 0.117398
20 0.134008 0.134092
21 0.143957 0.126729
22 0.135503 0.116071
23 0.133476 0.119642
24 0.133208 0.115989
25 0.136165 0.116156
26 0.140946 0.121408
27 0.136260 0.116948
28 0.144858 0.116807
29 0.138382 0.116706
