# model=snn-ae encoding=poisson architecture=recurrent v_th=0.5 alpha=0.9 run=3
epoch train_loss val_loss
1 0.293325 0.220828
2 0.249508 0.208752
3 0.235568 0.205862
4 0.218527 0.203211
5 0.206983 0.190863
6 0.196560 0.199035
7 0.196291 0.187687
8 0.189512 0.181186
9 0.187171 0.187791
10 0.185415 0.176890
11 0.178935 0.168987
12 0.177067 0.175783
13 0.174829 0.174349
14 0.174898 0.172383
15 0.171973 0.170845
16 0.168170 0.167701
17 0.169806 0.162101
18 0.168233 0.164716
19 0.166066 0.170427
20 0.166564 0.173551
21 0.164497 0.165736
22 0.165158 0.165616
