# model=snn-ae encoding=poisson architecture=conv1d v_th=0.5 alpha=0.8 run=5
epoch train_loss val_loss
1 0.021946 0.008744
2 0.005713 0.004547
3 0.003829 0.003187
4 0.003200 0.002751
5 0.002698 0.002314
6 0.002191 0.002145
7 0.002402 0.001866
8 0.001739 0.001652
9 0.001624 0.001614
10 0.001658 0.001471
11 0.001430 0.001428
12 0.001398 0.001348
13 0.001623 0.001275
14 0.001416 0.001411
15 0.001469 0.001226
16 0.001465 0.001488
17 0.001693 0.001668
18 0.001611 0.001413
19 0.001755 0.001582
20 0.001634 0.001523
