# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.9 run=4
epoch train_loss val_loss
1 0.016345 0.004532
2 0.001964 0.000323
3 0.000594 0.000397
4 0.000274 0.000231
5 0.000398 0.000039
6 0.000331 0.000041
7 0.000135 0.002525
8 0.000211 0.000007
9 0.000039 0.000037
10 0.000218 0.000001
11 0.000077 0.000108
12 0.000141 0.000014
13 0.000093 0.000004
14 0.000099 0.000003
15 0.000068 0.000000
16 0.000015 0.000015
17 0.000016 0.000001
18 0.000176 0.000001
19 0.000018 0.000042
20 0.000129 0.000001
