# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.99 run=2
epoch train_loss val_loss
1 0.499232 0.281210
2 0.206752 0.141251
3 0.150398 0.121861
4 0.139477 0.117725
5 0.132656 0.117084
6 0.130031 0.115478
7 0.127106 0.107671
8 0.129703 0.108026
9 0.125804 0.103909
10 0.126895 0.102956
11 0.124312 0.108198
12 0.127646 0.106725
13 0.125320 0.110507
14 0.127698 0.102975
15 0.124303 0.102759
16 0.122257 0.115005
17 0.122452 0.106156
18 0.121037 0.109200
19 0.121794 0.109257
20 0.121366 0.103943
