# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.242075 0.191496
2 0.191673 0.163546
3 0.189032 0.162339
4 0.183633 0.158513
5 0.174767 0.153112
6 0.173840 0.149352
7 0.166138 0.147972
8 0.166114 0.144452
9 0.161164 0.140816
10 0.156732 0.136427
11 0.157247 0.140122
12 0.152147 0.139278
13 0.153094 0.133460
14 0.146176 0.135335
15 0.143325 0.133210
16 0.143560 0.126008
17 0.139394 0.124151
18 0.136042 0.125782
19 0.135563 0.131035
20 0.137818 0.120556
21 0.132713 0.125448
22 0.131086 0.124235
23 0.132732 0.125376
24 0.129084 0.125243
25 0.128172 0.122233
