# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.8 run=5
epoch train_loss val_loss
1 0.018707 0.007289
2 0.005168 0.003462
3 0.003792 0.003177
4 0.003241 0.002800
5 0.002967 0.003182
6 0.002491 0.002389
7 0.001945 0.001596
8 0.001596 0.001638
9 0.001523 0.001224
10 0.001212 0.001169
11 0.001274 0.001092
12 0.001161 0.001555
13 0.001153 0.001212
14 0.001238 0.001071
15 0.001152 0.001036
16 0.001145 0.001207
17 0.001380 0.001068
18 0.001112 0.001088
19 0.001258 0.001092
20 0.001194 0.001096
