# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.8 run=5
epoch train_loss val_loss
1 0.063388 0.020142
2 0.026809 0.013355
3 0.018029 0.016972
4 0.015201 0.008291
5 0.013819 0.005668
6 0.013378 0.007022
7 0.012889 0.007033
8 0.012803 0.004623
9 0.012513 0.004155
10 0.012503 0.003986
11 0.012448 0.005895
12 0.012585 0.007704
13 0.012520 0.003859
14 0.012295 0.004325
15 0.012532 0.004652
16 0.012335 0.004497
17 0.012407 0.005047
18 0.012291 0.003778
19 0.012308 0.004588
20 0.012306 0.004054
21 0.011968 0.006031
22 0.012152 0.004662
23 0.012106 0.003586
24 0.012080 0.007286
25 0.011859 0.006857
26 0.011945 0.004362
27 0.011918 0.004411
28 0.011945 0.004409
