Rank,Profile,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error
461,20260413_033214_audio-window-snn_grid_086_lr0_0003_bs8_hs128_ls32_mse,audio-window,mse,0.0003,8,128,32,0.997631,0.999106,0.999106,0.999106,8,Success,
462,20260413_030626_eeg-window-snn_grid_000_lr0_0001_bs8_mse,eeg-window,mse,0.0001,8,32,16,0.998025,0.999958,0.999958,0.999958,8,Success,
463,20260413_081735_eeg-window-snn_grid_000_lr0_0001_bs8_mse,eeg-window,mse,0.0001,8,32,16,0.998025,0.999958,0.999958,0.999958,8,Success,
464,20260413_015749_audio-window-snn_grid_076_lr0_0003_bs8_hs32_ls64_mse,audio-window,mse,0.0003,8,32,64,0.999960,1.000380,1.000380,1.000380,8,Success,
465,20260413_015937_audio-window-snn_grid_082_lr0_0003_bs8_hs64_ls64_mse,audio-window,mse,0.0003,8,64,64,0.999960,1.000380,1.000380,1.000380,8,Success,
466,20260413_020045_audio-window-snn_grid_088_lr0_0003_bs8_hs128_ls64_mse,audio-window,mse,0.0003,8,128,64,0.999960,1.000380,1.000380,1.000380,8,Success,
467,20260413_032221_audio-window-snn_grid_076_lr0_0003_bs8_hs32_ls64_mse,audio-window,mse,0.0003,8,32,64,0.999960,1.000380,1.000380,1.000380,8,Success,
468,20260413_032816_audio-window-snn_grid_082_lr0_0003_bs8_hs64_ls64_mse,audio-window,mse,0.0003,8,64,64,0.999960,1.000380,1.000380,1.000380,8,Success,
469,20260413_033412_audio-window-snn_grid_088_lr0_0003_bs8_hs128_ls64_mse,audio-window,mse,0.0003,8,128,64,0.999960,1.000380,1.000380,1.000380,8,Success,
470,20260413_024434_audio-window-snn_grid_216_lr0_0010_bs8_hs32_ls16_mse,audio-window,mse,0.0010,8,32,16,0.999946,1.001110,1.001110,1.001110,8,Success,
471,20260413_024706_audio-window-snn_grid_222_lr0_0010_bs8_hs64_ls16_mse,audio-window,mse,0.0010,8,64,16,0.999946,1.001110,1.001110,1.001110,8,Success,
472,20260413_024821_audio-window-snn_grid_228_lr0_0010_bs8_hs128_ls16_mse,audio-window,mse,0.0010,8,128,16,0.999946,1.001110,1.001110,1.001110,8,Success,
473,20260413_063816_audio-window-snn_grid_216_lr0_0010_bs8_hs32_ls16_mse,audio-window,mse,0.0010,8,32,16,0.999946,1.001110,1.001110,1.001110,8,Success,
474,20260413_064412_audio-window-snn_grid_222_lr0_0010_bs8_hs64_ls16_mse,audio-window,mse,0.0010,8,64,16,0.999946,1.001110,1.001110,1.001110,8,Success,
475,20260413_065007_audio-window-snn_grid_228_lr0_0010_bs8_hs128_ls16_mse,audio-window,mse,0.0010,8,128,16,0.999946,1.001110,1.001110,1.001110,8,Success,
476,20260413_030819_eeg-window-snn_grid_010_lr0_0003_bs32_mse,eeg-window,mse,0.0003,32,32,16,1.001250,1.001530,1.001530,1.001530,8,Success,
477,20260413_081932_eeg-window-snn_grid_010_lr0_0003_bs32_mse,eeg-window,mse,0.0003,32,32,16,1.001250,1.001530,1.001530,1.001530,8,Success,
478,20260413_024545_audio-window-snn_grid_218_lr0_0010_bs8_hs32_ls32_mse,audio-window,mse,0.0010,8,32,32,0.997041,1.002590,1.002590,1.002590,8,Success,
479,20260413_024722_audio-window-snn_grid_224_lr0_0010_bs8_hs64_ls32_mse,audio-window,mse,0.0010,8,64,32,0.997041,1.002590,1.002590,1.002590,8,Success,
480,20260413_024858_audio-window-snn_grid_230_lr0_0010_bs8_hs128_ls32_mse,audio-window,mse,0.0010,8,128,32,0.997041,1.002590,1.002590,1.002590,8,Success,
481,20260413_064015_audio-window-snn_grid_218_lr0_0010_bs8_hs32_ls32_mse,audio-window,mse,0.0010,8,32,32,0.997041,1.002590,1.002590,1.002590,8,Success,
482,20260413_064610_audio-window-snn_grid_224_lr0_0010_bs8_hs64_ls32_mse,audio-window,mse,0.0010,8,64,32,0.997041,1.002590,1.002590,1.002590,8,Success,
483,20260413_065206_audio-window-snn_grid_230_lr0_0010_bs8_hs128_ls32_mse,audio-window,mse,0.0010,8,128,32,0.997041,1.002590,1.002590,1.002590,8,Success,
484,20260413_030739_eeg-window-snn_grid_006_lr0_0003_bs8_mse,eeg-window,mse,0.0003,8,32,16,1.001940,1.003000,1.003000,1.003000,8,Success,
485,20260413_081846_eeg-window-snn_grid_006_lr0_0003_bs8_mse,eeg-window,mse,0.0003,8,32,16,1.001940,1.003000,1.003000,1.003000,8,Success,
486,20260413_030850_eeg-window-snn_grid_016_lr0_0005_bs32_mse,eeg-window,mse,0.0005,32,32,16,1.002180,1.003110,1.003110,1.003110,8,Success,
487,20260413_082044_eeg-window-snn_grid_016_lr0_0005_bs32_mse,eeg-window,mse,0.0005,32,32,16,1.002180,1.003110,1.003110,1.003110,8,Success,
488,20260413_030813_eeg-window-snn_grid_012_lr0_0005_bs8_mse,eeg-window,mse,0.0005,8,32,16,1.004340,1.003190,1.003190,1.003190,8,Success,
489,20260413_081957_eeg-window-snn_grid_012_lr0_0005_bs8_mse,eeg-window,mse,0.0005,8,32,16,1.004340,1.003190,1.003190,1.003190,8,Success,
490,20260413_022204_audio-window-snn_grid_148_lr0_0005_bs8_hs32_ls64_mse,audio-window,mse,0.0005,8,32,64,0.997808,1.003480,1.003480,1.003480,8,Success,
491,20260413_022358_audio-window-snn_grid_154_lr0_0005_bs8_hs64_ls64_mse,audio-window,mse,0.0005,8,64,64,0.997808,1.003480,1.003480,1.003480,8,Success,
492,20260413_022524_audio-window-snn_grid_160_lr0_0005_bs8_hs128_ls64_mse,audio-window,mse,0.0005,8,128,64,0.997808,1.003480,1.003480,1.003480,8,Success,
493,20260413_050218_audio-window-snn_grid_148_lr0_0005_bs8_hs32_ls64_mse,audio-window,mse,0.0005,8,32,64,0.997808,1.003480,1.003480,1.003480,8,Success,
494,20260413_050812_audio-window-snn_grid_154_lr0_0005_bs8_hs64_ls64_mse,audio-window,mse,0.0005,8,64,64,0.997808,1.003480,1.003480,1.003480,8,Success,
495,20260413_051407_audio-window-snn_grid_160_lr0_0005_bs8_hs128_ls64_mse,audio-window,mse,0.0005,8,128,64,0.997808,1.003480,1.003480,1.003480,8,Success,
496,20260413_010011_audio-window-snn_grid_018_lr0_0001_bs16_hs32_ls16_mse,audio-window,mse,0.0001,16,32,16,1.005450,1.005400,1.005400,1.005400,8,Success,
497,20260413_010236_audio-window-snn_grid_020_lr0_0001_bs16_hs32_ls32_mse,audio-window,mse,0.0001,16,32,32,1.005770,1.005400,1.005400,1.005400,8,Success,
498,20260413_010729_audio-window-snn_grid_024_lr0_0001_bs16_hs64_ls16_mse,audio-window,mse,0.0001,16,64,16,1.005450,1.005400,1.005400,1.005400,8,Success,
499,20260413_010956_audio-window-snn_grid_026_lr0_0001_bs16_hs64_ls32_mse,audio-window,mse,0.0001,16,64,32,1.005770,1.005400,1.005400,1.005400,8,Success,
500,20260413_011448_audio-window-snn_grid_030_lr0_0001_bs16_hs128_ls16_mse,audio-window,mse,0.0001,16,128,16,1.005450,1.005400,1.005400,1.005400,8,Success,
501,20260413_011714_audio-window-snn_grid_032_lr0_0001_bs16_hs128_ls32_mse,audio-window,mse,0.0001,16,128,32,1.005770,1.005400,1.005400,1.005400,8,Success,
502,20260413_022725_audio-window-snn_grid_166_lr0_0005_bs16_hs32_ls64_mse,audio-window,mse,0.0005,16,32,64,1.006480,1.005400,1.005400,1.005400,8,Success,
503,20260413_022840_audio-window-snn_grid_172_lr0_0005_bs16_hs64_ls64_mse,audio-window,mse,0.0005,16,64,64,1.006480,1.005400,1.005400,1.005400,8,Success,
504,20260413_023057_audio-window-snn_grid_178_lr0_0005_bs16_hs128_ls64_mse,audio-window,mse,0.0005,16,128,64,1.006480,1.005400,1.005400,1.005400,8,Success,
505,20260413_025041_audio-window-snn_grid_236_lr0_0010_bs16_hs32_ls32_mse,audio-window,mse,0.0010,16,32,32,1.007100,1.005400,1.005400,1.005400,8,Success,
506,20260413_025216_audio-window-snn_grid_242_lr0_0010_bs16_hs64_ls32_mse,audio-window,mse,0.0010,16,64,32,1.007100,1.005400,1.005400,1.005400,8,Success,
507,20260413_025416_audio-window-snn_grid_248_lr0_0010_bs16_hs128_ls32_mse,audio-window,mse,0.0010,16,128,32,1.007100,1.005400,1.005400,1.005400,8,Success,
508,20260413_052110_audio-window-snn_grid_166_lr0_0005_bs16_hs32_ls64_mse,audio-window,mse,0.0005,16,32,64,1.006480,1.005400,1.005400,1.005400,8,Success,
509,20260413_052828_audio-window-snn_grid_172_lr0_0005_bs16_hs64_ls64_mse,audio-window,mse,0.0005,16,64,64,1.006480,1.005400,1.005400,1.005400,8,Success,
510,20260413_053546_audio-window-snn_grid_178_lr0_0005_bs16_hs128_ls64_mse,audio-window,mse,0.0005,16,128,64,1.006480,1.005400,1.005400,1.005400,8,Success,
511,20260413_065841_audio-window-snn_grid_236_lr0_0010_bs16_hs32_ls32_mse,audio-window,mse,0.0010,16,32,32,1.007100,1.005400,1.005400,1.005400,8,Success,
512,20260413_070600_audio-window-snn_grid_242_lr0_0010_bs16_hs64_ls32_mse,audio-window,mse,0.0010,16,64,32,1.007100,1.005400,1.005400,1.005400,8,Success,
513,20260413_071320_audio-window-snn_grid_248_lr0_0010_bs16_hs128_ls32_mse,audio-window,mse,0.0010,16,128,32,1.007100,1.005400,1.005400,1.005400,8,Success,
514,20260413_022648_audio-window-snn_grid_164_lr0_0005_bs16_hs32_ls32_mse,audio-window,mse,0.0005,16,32,32,1.007210,1.006170,1.006170,1.006170,8,Success,
515,20260413_022815_audio-window-snn_grid_170_lr0_0005_bs16_hs64_ls32_mse,audio-window,mse,0.0005,16,64,32,1.007210,1.006170,1.006170,1.006170,8,Success,
516,20260413_023023_audio-window-snn_grid_176_lr0_0005_bs16_hs128_ls32_mse,audio-window,mse,0.0005,16,128,32,1.007210,1.006170,1.006170,1.006170,8,Success,
517,20260413_051843_audio-window-snn_grid_164_lr0_0005_bs16_hs32_ls32_mse,audio-window,mse,0.0005,16,32,32,1.007210,1.006170,1.006170,1.006170,8,Success,
518,20260413_052602_audio-window-snn_grid_170_lr0_0005_bs16_hs64_ls32_mse,audio-window,mse,0.0005,16,64,32,1.007210,1.006170,1.006170,1.006170,8,Success,
519,20260413_053320_audio-window-snn_grid_176_lr0_0005_bs16_hs128_ls32_mse,audio-window,mse,0.0005,16,128,32,1.007210,1.006170,1.006170,1.006170,8,Success,
520,20260413_010503_audio-window-snn_grid_022_lr0_0001_bs16_hs32_ls64_mse,audio-window,mse,0.0001,16,32,64,1.005850,1.006380,1.006380,1.006380,8,Success,
521,20260413_011221_audio-window-snn_grid_028_lr0_0001_bs16_hs64_ls64_mse,audio-window,mse,0.0001,16,64,64,1.005850,1.006380,1.006380,1.006380,8,Success,
522,20260413_011940_audio-window-snn_grid_034_lr0_0001_bs16_hs128_ls64_mse,audio-window,mse,0.0001,16,128,64,1.005850,1.006380,1.006380,1.006380,8,Success,
523,20260413_022603_audio-window-snn_grid_162_lr0_0005_bs16_hs32_ls16_mse,audio-window,mse,0.0005,16,32,16,1.005520,1.007420,1.007420,1.007420,8,Success,
524,20260413_022744_audio-window-snn_grid_168_lr0_0005_bs16_hs64_ls16_mse,audio-window,mse,0.0005,16,64,16,1.005520,1.007420,1.007420,1.007420,8,Success,
525,20260413_022922_audio-window-snn_grid_174_lr0_0005_bs16_hs128_ls16_mse,audio-window,mse,0.0005,16,128,16,1.005520,1.007420,1.007420,1.007420,8,Success,
526,20260413_051617_audio-window-snn_grid_162_lr0_0005_bs16_hs32_ls16_mse,audio-window,mse,0.0005,16,32,16,1.005520,1.007420,1.007420,1.007420,8,Success,
527,20260413_052336_audio-window-snn_grid_168_lr0_0005_bs16_hs64_ls16_mse,audio-window,mse,0.0005,16,64,16,1.005520,1.007420,1.007420,1.007420,8,Success,
528,20260413_053054_audio-window-snn_grid_174_lr0_0005_bs16_hs128_ls16_mse,audio-window,mse,0.0005,16,128,16,1.005520,1.007420,1.007420,1.007420,8,Success,
529,20260413_030806_eeg-window-snn_grid_008_lr0_0003_bs16_mse,eeg-window,mse,0.0003,16,32,16,1.004040,1.008050,1.008050,1.008050,8,Success,
530,20260413_081907_eeg-window-snn_grid_008_lr0_0003_bs16_mse,eeg-window,mse,0.0003,16,32,16,1.004040,1.008050,1.008050,1.008050,8,Success,
531,20260413_030834_eeg-window-snn_grid_014_lr0_0005_bs16_mse,eeg-window,mse,0.0005,16,32,16,1.017740,1.008220,1.008220,1.008220,8,Success,
532,20260413_082018_eeg-window-snn_grid_014_lr0_0005_bs16_mse,eeg-window,mse,0.0005,16,32,16,1.017740,1.008220,1.008220,1.008220,8,Success,
533,20260413_020225_audio-window-snn_grid_092_lr0_0003_bs16_hs32_ls32_mse,audio-window,mse,0.0003,16,32,32,1.009350,1.011040,1.011040,1.011040,8,Success,
534,20260413_020332_audio-window-snn_grid_098_lr0_0003_bs16_hs64_ls32_mse,audio-window,mse,0.0003,16,64,32,1.009350,1.011040,1.011040,1.011040,8,Success,
535,20260413_020604_audio-window-snn_grid_104_lr0_0003_bs16_hs128_ls32_mse,audio-window,mse,0.0003,16,128,32,1.009350,1.011040,1.011040,1.011040,8,Success,
536,20260413_033848_audio-window-snn_grid_092_lr0_0003_bs16_hs32_ls32_mse,audio-window,mse,0.0003,16,32,32,1.009350,1.011040,1.011040,1.011040,8,Success,
537,20260413_034608_audio-window-snn_grid_098_lr0_0003_bs16_hs64_ls32_mse,audio-window,mse,0.0003,16,64,32,1.009350,1.011040,1.011040,1.011040,8,Success,
538,20260413_035327_audio-window-snn_grid_104_lr0_0003_bs16_hs128_ls32_mse,audio-window,mse,0.0003,16,128,32,1.009350,1.011040,1.011040,1.011040,8,Success,
539,20260413_025020_audio-window-snn_grid_234_lr0_0010_bs16_hs32_ls16_mse,audio-window,mse,0.0010,16,32,16,1.009070,1.011130,1.011130,1.011130,8,Success,
540,20260413_025134_audio-window-snn_grid_240_lr0_0010_bs16_hs64_ls16_mse,audio-window,mse,0.0010,16,64,16,1.009070,1.011130,1.011130,1.011130,8,Success,
541,20260413_025333_audio-window-snn_grid_246_lr0_0010_bs16_hs128_ls16_mse,audio-window,mse,0.0010,16,128,16,1.009070,1.011130,1.011130,1.011130,8,Success,
542,20260413_065615_audio-window-snn_grid_234_lr0_0010_bs16_hs32_ls16_mse,audio-window,mse,0.0010,16,32,16,1.009070,1.011130,1.011130,1.011130,8,Success,
543,20260413_070334_audio-window-snn_grid_240_lr0_0010_bs16_hs64_ls16_mse,audio-window,mse,0.0010,16,64,16,1.009070,1.011130,1.011130,1.011130,8,Success,
544,20260413_071054_audio-window-snn_grid_246_lr0_0010_bs16_hs128_ls16_mse,audio-window,mse,0.0010,16,128,16,1.009070,1.011130,1.011130,1.011130,8,Success,
545,20260413_020202_audio-window-snn_grid_090_lr0_0003_bs16_hs32_ls16_mse,audio-window,mse,0.0003,16,32,16,1.007940,1.011460,1.011460,1.011460,8,Success,
546,20260413_020319_audio-window-snn_grid_096_lr0_0003_bs16_hs64_ls16_mse,audio-window,mse,0.0003,16,64,16,1.007940,1.011460,1.011460,1.011460,8,Success,
547,20260413_020515_audio-window-snn_grid_102_lr0_0003_bs16_hs128_ls16_mse,audio-window,mse,0.0003,16,128,16,1.007940,1.011460,1.011460,1.011460,8,Success,
548,20260413_033622_audio-window-snn_grid_090_lr0_0003_bs16_hs32_ls16_mse,audio-window,mse,0.0003,16,32,16,1.007940,1.011460,1.011460,1.011460,8,Success,
549,20260413_034341_audio-window-snn_grid_096_lr0_0003_bs16_hs64_ls16_mse,audio-window,mse,0.0003,16,64,16,1.007940,1.011460,1.011460,1.011460,8,Success,
550,20260413_035101_audio-window-snn_grid_102_lr0_0003_bs16_hs128_ls16_mse,audio-window,mse,0.0003,16,128,16,1.007940,1.011460,1.011460,1.011460,8,Success,
551,20260413_020302_audio-window-snn_grid_094_lr0_0003_bs16_hs32_ls64_mse,audio-window,mse,0.0003,16,32,64,1.007650,1.014480,1.014480,1.014480,8,Success,
552,20260413_020400_audio-window-snn_grid_100_lr0_0003_bs16_hs64_ls64_mse,audio-window,mse,0.0003,16,64,64,1.007650,1.014480,1.014480,1.014480,8,Success,
553,20260413_020634_audio-window-snn_grid_106_lr0_0003_bs16_hs128_ls64_mse,audio-window,mse,0.0003,16,128,64,1.007650,1.014480,1.014480,1.014480,8,Success,
554,20260413_034115_audio-window-snn_grid_094_lr0_0003_bs16_hs32_ls64_mse,audio-window,mse,0.0003,16,32,64,1.007650,1.014480,1.014480,1.014480,8,Success,
555,20260413_034834_audio-window-snn_grid_100_lr0_0003_bs16_hs64_ls64_mse,audio-window,mse,0.0003,16,64,64,1.007650,1.014480,1.014480,1.014480,8,Success,
556,20260413_035553_audio-window-snn_grid_106_lr0_0003_bs16_hs128_ls64_mse,audio-window,mse,0.0003,16,128,64,1.007650,1.014480,1.014480,1.014480,8,Success,
557,20260413_025131_audio-window-snn_grid_238_lr0_0010_bs16_hs32_ls64_mse,audio-window,mse,0.0010,16,32,64,1.011420,1.015340,1.015340,1.015340,8,Success,
558,20260413_025231_audio-window-snn_grid_244_lr0_0010_bs16_hs64_ls64_mse,audio-window,mse,0.0010,16,64,64,1.011420,1.015340,1.015340,1.015340,8,Success,
559,20260413_025447_audio-window-snn_grid_250_lr0_0010_bs16_hs128_ls64_mse,audio-window,mse,0.0010,16,128,64,1.011420,1.015340,1.015340,1.015340,8,Success,
560,20260413_070107_audio-window-snn_grid_238_lr0_0010_bs16_hs32_ls64_mse,audio-window,mse,0.0010,16,32,64,1.011420,1.015340,1.015340,1.015340,8,Success,
561,20260413_070827_audio-window-snn_grid_244_lr0_0010_bs16_hs64_ls64_mse,audio-window,mse,0.0010,16,64,64,1.011420,1.015340,1.015340,1.015340,8,Success,
562,20260413_071547_audio-window-snn_grid_250_lr0_0010_bs16_hs128_ls64_mse,audio-window,mse,0.0010,16,128,64,1.011420,1.015340,1.015340,1.015340,8,Success,
563,20260413_030824_fused-window-snn_grid_000_lr0_0001_bs4_hs64_ls32_mse,fused-window,mse,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
564,20260413_030825_fused-window-snn_grid_001_lr0_0001_bs4_hs64_ls32_mae,fused-window,mae,0.0001,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
565,20260413_030829_fused-window-snn_grid_002_lr0_0001_bs4_hs64_ls64_mse,fused-window,mse,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
566,20260413_030829_fused-window-snn_grid_003_lr0_0001_bs4_hs64_ls64_mae,fused-window,mae,0.0001,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
567,20260413_030833_fused-window-snn_grid_004_lr0_0001_bs4_hs128_ls32_mse,fused-window,mse,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
568,20260413_030833_fused-window-snn_grid_005_lr0_0001_bs4_hs128_ls32_mae,fused-window,mae,0.0001,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
569,20260413_030835_fused-window-snn_grid_006_lr0_0001_bs4_hs128_ls64_mse,fused-window,mse,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
570,20260413_030836_fused-window-snn_grid_007_lr0_0001_bs4_hs128_ls64_mae,fused-window,mae,0.0001,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
571,20260413_030838_fused-window-snn_grid_008_lr0_0001_bs8_hs64_ls32_mse,fused-window,mse,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
572,20260413_030839_fused-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,fused-window,mae,0.0001,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
573,20260413_030839_fused-window-snn_grid_010_lr0_0001_bs8_hs64_ls64_mse,fused-window,mse,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
574,20260413_030839_fused-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,fused-window,mae,0.0001,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
575,20260413_030841_fused-window-snn_grid_012_lr0_0001_bs8_hs128_ls32_mse,fused-window,mse,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
576,20260413_030843_fused-window-snn_grid_013_lr0_0001_bs8_hs128_ls32_mae,fused-window,mae,0.0001,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
577,20260413_030843_fused-window-snn_grid_014_lr0_0001_bs8_hs128_ls64_mse,fused-window,mse,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
578,20260413_030844_fused-window-snn_grid_015_lr0_0001_bs8_hs128_ls64_mae,fused-window,mae,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
579,20260413_030844_fused-window-snn_grid_016_lr0_0001_bs16_hs64_ls32_mse,fused-window,mse,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
580,20260413_030845_fused-window-snn_grid_017_lr0_0001_bs16_hs64_ls32_mae,fused-window,mae,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
581,20260413_030846_fused-window-snn_grid_018_lr0_0001_bs16_hs64_ls64_mse,fused-window,mse,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
582,20260413_030847_fused-window-snn_grid_019_lr0_0001_bs16_hs64_ls64_mae,fused-window,mae,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
583,20260413_030848_fused-window-snn_grid_020_lr0_0001_bs16_hs128_ls32_mse,fused-window,mse,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
584,20260413_030849_fused-window-snn_grid_021_lr0_0001_bs16_hs128_ls32_mae,fused-window,mae,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
585,20260413_030849_fused-window-snn_grid_022_lr0_0001_bs16_hs128_ls64_mse,fused-window,mse,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
586,20260413_030849_fused-window-snn_grid_023_lr0_0001_bs16_hs128_ls64_mae,fused-window,mae,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
587,20260413_030851_fused-window-snn_grid_024_lr0_0001_bs32_hs64_ls32_mse,fused-window,mse,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
588,20260413_030853_fused-window-snn_grid_025_lr0_0001_bs32_hs64_ls32_mae,fused-window,mae,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
589,20260413_030854_fused-window-snn_grid_026_lr0_0001_bs32_hs64_ls64_mse,fused-window,mse,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
590,20260413_030854_fused-window-snn_grid_027_lr0_0001_bs32_hs64_ls64_mae,fused-window,mae,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
591,20260413_030854_fused-window-snn_grid_028_lr0_0001_bs32_hs128_ls32_mse,fused-window,mse,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
592,20260413_030855_fused-window-snn_grid_029_lr0_0001_bs32_hs128_ls32_mae,fused-window,mae,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
593,20260413_030856_fused-window-snn_grid_030_lr0_0001_bs32_hs128_ls64_mse,fused-window,mse,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
594,20260413_030857_fused-window-snn_grid_031_lr0_0001_bs32_hs128_ls64_mae,fused-window,mae,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
595,20260413_030857_fused-window-snn_grid_032_lr0_0003_bs4_hs64_ls32_mse,fused-window,mse,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
596,20260413_030858_fused-window-snn_grid_033_lr0_0003_bs4_hs64_ls32_mae,fused-window,mae,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
597,20260413_030859_fused-window-snn_grid_034_lr0_0003_bs4_hs64_ls64_mse,fused-window,mse,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
598,20260413_030859_fused-window-snn_grid_035_lr0_0003_bs4_hs64_ls64_mae,fused-window,mae,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
599,20260413_030859_fused-window-snn_grid_036_lr0_0003_bs4_hs128_ls32_mse,fused-window,mse,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
600,20260413_030900_fused-window-snn_grid_037_lr0_0003_bs4_hs128_ls32_mae,fused-window,mae,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
601,20260413_030901_fused-window-snn_grid_038_lr0_0003_bs4_hs128_ls64_mse,fused-window,mse,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
602,20260413_030902_fused-window-snn_grid_039_lr0_0003_bs4_hs128_ls64_mae,fused-window,mae,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
603,20260413_030903_fused-window-snn_grid_040_lr0_0003_bs8_hs64_ls32_mse,fused-window,mse,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
604,20260413_030903_fused-window-snn_grid_041_lr0_0003_bs8_hs64_ls32_mae,fused-window,mae,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
605,20260413_030903_fused-window-snn_grid_042_lr0_0003_bs8_hs64_ls64_mse,fused-window,mse,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
606,20260413_030904_fused-window-snn_grid_043_lr0_0003_bs8_hs64_ls64_mae,fused-window,mae,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
607,20260413_030905_fused-window-snn_grid_044_lr0_0003_bs8_hs128_ls32_mse,fused-window,mse,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
608,20260413_030906_fused-window-snn_grid_045_lr0_0003_bs8_hs128_ls32_mae,fused-window,mae,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace
609,20260413_030907_fused-window-snn_grid_046_lr0_0003_bs8_hs128_ls64_mse,fused-window,mse,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error
