Rank,Profile,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error
148,20260413_011605_audio-window-snn_grid_031_lr0_0001_bs16_hs128_ls16_mae,audio-window,mae,0.0001,16,128,16,0.713725,0.713596,0.713596,0.713596,8,Success,
149,20260413_011831_audio-window-snn_grid_033_lr0_0001_bs16_hs128_ls32_mae,audio-window,mae,0.0001,16,128,32,0.713725,0.713596,0.713596,0.713596,8,Success,
150,20260413_010620_audio-window-snn_grid_023_lr0_0001_bs16_hs32_ls64_mae,audio-window,mae,0.0001,16,32,64,0.716761,0.714128,0.714128,0.714128,8,Success,
151,20260413_011339_audio-window-snn_grid_029_lr0_0001_bs16_hs64_ls64_mae,audio-window,mae,0.0001,16,64,64,0.716761,0.714128,0.714128,0.714128,8,Success,
152,20260413_012057_audio-window-snn_grid_035_lr0_0001_bs16_hs128_ls64_mae,audio-window,mae,0.0001,16,128,64,0.716761,0.714128,0.714128,0.714128,8,Success,
153,20260413_022804_audio-window-snn_grid_167_lr0_0005_bs16_hs32_ls64_mae,audio-window,mae,0.0005,16,32,64,0.713921,0.715054,0.715054,0.715054,8,Success,
154,20260413_022928_audio-window-snn_grid_173_lr0_0005_bs16_hs64_ls64_mae,audio-window,mae,0.0005,16,64,64,0.713921,0.715054,0.715054,0.715054,8,Success,
155,20260413_023122_audio-window-snn_grid_179_lr0_0005_bs16_hs128_ls64_mae,audio-window,mae,0.0005,16,128,64,0.713921,0.715054,0.715054,0.715054,8,Success,
156,20260413_052227_audio-window-snn_grid_167_lr0_0005_bs16_hs32_ls64_mae,audio-window,mae,0.0005,16,32,64,0.713921,0.715054,0.715054,0.715054,8,Success,
157,20260413_052944_audio-window-snn_grid_173_lr0_0005_bs16_hs64_ls64_mae,audio-window,mae,0.0005,16,64,64,0.713921,0.715054,0.715054,0.715054,8,Success,
158,20260413_053704_audio-window-snn_grid_179_lr0_0005_bs16_hs128_ls64_mae,audio-window,mae,0.0005,16,128,64,0.713921,0.715054,0.715054,0.715054,8,Success,
159,20260413_023339_audio-window-snn_grid_181_lr0_0005_bs32_hs32_ls16_mae,audio-window,mae,0.0005,32,32,16,0.705480,0.715500,0.715500,0.715500,8,Success,
160,20260413_023543_audio-window-snn_grid_187_lr0_0005_bs32_hs64_ls16_mae,audio-window,mae,0.0005,32,64,16,0.705480,0.715500,0.715500,0.715500,8,Success,
161,20260413_023820_audio-window-snn_grid_193_lr0_0005_bs32_hs128_ls16_mae,audio-window,mae,0.0005,32,128,16,0.705480,0.715500,0.715500,0.715500,8,Success,
162,20260413_024016_audio-window-snn_grid_199_lr0_0005_bs64_hs32_ls16_mae,audio-window,mae,0.0005,64,32,16,0.705480,0.715500,0.715500,0.715500,8,Success,
163,20260413_024306_audio-window-snn_grid_205_lr0_0005_bs64_hs64_ls16_mae,audio-window,mae,0.0005,64,64,16,0.705480,0.715500,0.715500,0.715500,8,Success,
164,20260413_024522_audio-window-snn_grid_211_lr0_0005_bs64_hs128_ls16_mae,audio-window,mae,0.0005,64,128,16,0.705480,0.715500,0.715500,0.715500,8,Success,
165,20260413_054025_audio-window-snn_grid_181_lr0_0005_bs32_hs32_ls16_mae,audio-window,mae,0.0005,32,32,16,0.705480,0.715500,0.715500,0.715500,8,Success,
166,20260413_055028_audio-window-snn_grid_187_lr0_0005_bs32_hs64_ls16_mae,audio-window,mae,0.0005,32,64,16,0.705480,0.715500,0.715500,0.715500,8,Success,
167,20260413_060030_audio-window-snn_grid_193_lr0_0005_bs32_hs128_ls16_mae,audio-window,mae,0.0005,32,128,16,0.705480,0.715500,0.715500,0.715500,8,Success,
168,20260413_061032_audio-window-snn_grid_199_lr0_0005_bs64_hs32_ls16_mae,audio-window,mae,0.0005,64,32,16,0.705480,0.715500,0.715500,0.715500,8,Success,
169,20260413_062033_audio-window-snn_grid_205_lr0_0005_bs64_hs64_ls16_mae,audio-window,mae,0.0005,64,64,16,0.705480,0.715500,0.715500,0.715500,8,Success,
170,20260413_063037_audio-window-snn_grid_211_lr0_0005_bs64_hs128_ls16_mae,audio-window,mae,0.0005,64,128,16,0.705480,0.715500,0.715500,0.715500,8,Success,
171,20260413_021006_audio-window-snn_grid_113_lr0_0003_bs32_hs32_ls64_mae,audio-window,mae,0.0003,32,32,64,0.710808,0.715608,0.715608,0.715608,8,Success,
172,20260413_021216_audio-window-snn_grid_119_lr0_0003_bs32_hs64_ls64_mae,audio-window,mae,0.0003,32,64,64,0.710808,0.715608,0.715608,0.715608,8,Success,
173,20260413_021501_audio-window-snn_grid_125_lr0_0003_bs32_hs128_ls64_mae,audio-window,mae,0.0003,32,128,64,0.710808,0.715608,0.715608,0.715608,8,Success,
174,20260413_021737_audio-window-snn_grid_131_lr0_0003_bs64_hs32_ls64_mae,audio-window,mae,0.0003,64,32,64,0.710808,0.715608,0.715608,0.715608,8,Success,
175,20260413_021959_audio-window-snn_grid_137_lr0_0003_bs64_hs64_ls64_mae,audio-window,mae,0.0003,64,64,64,0.710808,0.715608,0.715608,0.715608,8,Success,
176,20260413_022247_audio-window-snn_grid_143_lr0_0003_bs64_hs128_ls64_mae,audio-window,mae,0.0003,64,128,64,0.710808,0.715608,0.715608,0.715608,8,Success,
177,20260413_040712_audio-window-snn_grid_113_lr0_0003_bs32_hs32_ls64_mae,audio-window,mae,0.0003,32,32,64,0.710808,0.715608,0.715608,0.715608,8,Success,
178,20260413_041714_audio-window-snn_grid_119_lr0_0003_bs32_hs64_ls64_mae,audio-window,mae,0.0003,32,64,64,0.710808,0.715608,0.715608,0.715608,8,Success,
179,20260413_042715_audio-window-snn_grid_125_lr0_0003_bs32_hs128_ls64_mae,audio-window,mae,0.0003,32,128,64,0.710808,0.715608,0.715608,0.715608,8,Success,
180,20260413_043720_audio-window-snn_grid_131_lr0_0003_bs64_hs32_ls64_mae,audio-window,mae,0.0003,64,32,64,0.710808,0.715608,0.715608,0.715608,8,Success,
181,20260413_044723_audio-window-snn_grid_137_lr0_0003_bs64_hs64_ls64_mae,audio-window,mae,0.0003,64,64,64,0.710808,0.715608,0.715608,0.715608,8,Success,
182,20260413_045723_audio-window-snn_grid_143_lr0_0003_bs64_hs128_ls64_mae,audio-window,mae,0.0003,64,128,64,0.710808,0.715608,0.715608,0.715608,8,Success,
183,20260413_023446_audio-window-snn_grid_185_lr0_0005_bs32_hs32_ls64_mae,audio-window,mae,0.0005,32,32,64,0.706671,0.715827,0.715827,0.715827,8,Success,
184,20260413_023637_audio-window-snn_grid_191_lr0_0005_bs32_hs64_ls64_mae,audio-window,mae,0.0005,32,64,64,0.706671,0.715827,0.715827,0.715827,8,Success,
185,20260413_023920_audio-window-snn_grid_197_lr0_0005_bs32_hs128_ls64_mae,audio-window,mae,0.0005,32,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,
186,20260413_024157_audio-window-snn_grid_203_lr0_0005_bs64_hs32_ls64_mae,audio-window,mae,0.0005,64,32,64,0.706671,0.715827,0.715827,0.715827,8,Success,
187,20260413_024428_audio-window-snn_grid_209_lr0_0005_bs64_hs64_ls64_mae,audio-window,mae,0.0005,64,64,64,0.706671,0.715827,0.715827,0.715827,8,Success,
188,20260413_024646_audio-window-snn_grid_215_lr0_0005_bs64_hs128_ls64_mae,audio-window,mae,0.0005,64,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,
189,20260413_054707_audio-window-snn_grid_185_lr0_0005_bs32_hs32_ls64_mae,audio-window,mae,0.0005,32,32,64,0.706671,0.715827,0.715827,0.715827,8,Success,
190,20260413_055710_audio-window-snn_grid_191_lr0_0005_bs32_hs64_ls64_mae,audio-window,mae,0.0005,32,64,64,0.706671,0.715827,0.715827,0.715827,8,Success,
191,20260413_060711_audio-window-snn_grid_197_lr0_0005_bs32_hs128_ls64_mae,audio-window,mae,0.0005,32,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,
192,20260413_061713_audio-window-snn_grid_203_lr0_0005_bs64_hs32_ls64_mae,audio-window,mae,0.0005,64,32,64,0.706671,0.715827,0.715827,0.715827,8,Success,
193,20260413_062716_audio-window-snn_grid_209_lr0_0005_bs64_hs64_ls64_mae,audio-window,mae,0.0005,64,64,64,0.706671,0.715827,0.715827,0.715827,8,Success,
194,20260413_063719_audio-window-snn_grid_215_lr0_0005_bs64_hs128_ls64_mae,audio-window,mae,0.0005,64,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,
195,20260413_020330_audio-window-snn_grid_095_lr0_0003_bs16_hs32_ls64_mae,audio-window,mae,0.0003,16,32,64,0.717536,0.716703,0.716703,0.716703,8,Success,
196,20260413_020443_audio-window-snn_grid_101_lr0_0003_bs16_hs64_ls64_mae,audio-window,mae,0.0003,16,64,64,0.717536,0.716703,0.716703,0.716703,8,Success,
197,20260413_020659_audio-window-snn_grid_107_lr0_0003_bs16_hs128_ls64_mae,audio-window,mae,0.0003,16,128,64,0.717536,0.716703,0.716703,0.716703,8,Success,
198,20260413_034232_audio-window-snn_grid_095_lr0_0003_bs16_hs32_ls64_mae,audio-window,mae,0.0003,16,32,64,0.717536,0.716703,0.716703,0.716703,8,Success,
199,20260413_034951_audio-window-snn_grid_101_lr0_0003_bs16_hs64_ls64_mae,audio-window,mae,0.0003,16,64,64,0.717536,0.716703,0.716703,0.716703,8,Success,
200,20260413_035710_audio-window-snn_grid_107_lr0_0003_bs16_hs128_ls64_mae,audio-window,mae,0.0003,16,128,64,0.717536,0.716703,0.716703,0.716703,8,Success,
201,20260413_030756_eeg-window-snn_grid_005_lr0_0001_bs32_mae,eeg-window,mae,0.0001,32,32,16,0.753283,0.753174,0.753174,0.753174,8,Success,
202,20260413_081838_eeg-window-snn_grid_005_lr0_0001_bs32_mae,eeg-window,mae,0.0001,32,32,16,0.753283,0.753174,0.753174,0.753174,8,Success,
203,20260413_030830_eeg-window-snn_grid_011_lr0_0003_bs32_mae,eeg-window,mae,0.0003,32,32,16,0.753828,0.754291,0.754291,0.754291,8,Success,
204,20260413_081948_eeg-window-snn_grid_011_lr0_0003_bs32_mae,eeg-window,mae,0.0003,32,32,16,0.753828,0.754291,0.754291,0.754291,8,Success,
205,20260413_030903_eeg-window-snn_grid_017_lr0_0005_bs32_mae,eeg-window,mae,0.0005,32,32,16,0.755071,0.755298,0.755298,0.755298,8,Success,
206,20260413_082100_eeg-window-snn_grid_017_lr0_0005_bs32_mae,eeg-window,mae,0.0005,32,32,16,0.755071,0.755298,0.755298,0.755298,8,Success,
207,20260413_030724_eeg-window-snn_grid_003_lr0_0001_bs16_mae,eeg-window,mae,0.0001,16,32,16,0.755593,0.755511,0.755511,0.755511,8,Success,
208,20260413_081807_eeg-window-snn_grid_003_lr0_0001_bs16_mae,eeg-window,mae,0.0001,16,32,16,0.755593,0.755511,0.755511,0.755511,8,Success,
209,20260413_030840_eeg-window-snn_grid_015_lr0_0005_bs16_mae,eeg-window,mae,0.0005,16,32,16,0.756214,0.757218,0.757218,0.757218,8,Success,
210,20260413_082029_eeg-window-snn_grid_015_lr0_0005_bs16_mae,eeg-window,mae,0.0005,16,32,16,0.756214,0.757218,0.757218,0.757218,8,Success,
211,20260413_030808_eeg-window-snn_grid_009_lr0_0003_bs16_mae,eeg-window,mae,0.0003,16,32,16,0.755863,0.758917,0.758917,0.758917,8,Success,
212,20260413_081918_eeg-window-snn_grid_009_lr0_0003_bs16_mae,eeg-window,mae,0.0003,16,32,16,0.755863,0.758917,0.758917,0.758917,8,Success,
213,20260413_030653_eeg-window-snn_grid_001_lr0_0001_bs8_mae,eeg-window,mae,0.0001,8,32,16,0.767122,0.767068,0.767068,0.767068,8,Success,
214,20260413_081745_eeg-window-snn_grid_001_lr0_0001_bs8_mae,eeg-window,mae,0.0001,8,32,16,0.767122,0.767068,0.767068,0.767068,8,Success,
215,20260413_030749_eeg-window-snn_grid_007_lr0_0003_bs8_mae,eeg-window,mae,0.0003,8,32,16,0.768649,0.767943,0.767943,0.767943,8,Success,
216,20260413_081856_eeg-window-snn_grid_007_lr0_0003_bs8_mae,eeg-window,mae,0.0003,8,32,16,0.768649,0.767943,0.767943,0.767943,8,Success,
217,20260413_030820_eeg-window-snn_grid_013_lr0_0005_bs8_mae,eeg-window,mae,0.0005,8,32,16,0.772685,0.768809,0.768809,0.768809,8,Success,
218,20260413_082007_eeg-window-snn_grid_013_lr0_0005_bs8_mae,eeg-window,mae,0.0005,8,32,16,0.772685,0.768809,0.768809,0.768809,8,Success,
219,20260413_024618_audio-window-snn_grid_219_lr0_0010_bs8_hs32_ls32_mae,audio-window,mae,0.0010,8,32,32,0.775781,0.775442,0.775442,0.775442,8,Success,
220,20260413_024814_audio-window-snn_grid_225_lr0_0010_bs8_hs64_ls32_mae,audio-window,mae,0.0010,8,64,32,0.775781,0.775442,0.775442,0.775442,8,Success,
221,20260413_024912_audio-window-snn_grid_231_lr0_0010_bs8_hs128_ls32_mae,audio-window,mae,0.0010,8,128,32,0.775781,0.775442,0.775442,0.775442,8,Success,
222,20260413_064116_audio-window-snn_grid_219_lr0_0010_bs8_hs32_ls32_mae,audio-window,mae,0.0010,8,32,32,0.775781,0.775442,0.775442,0.775442,8,Success,
223,20260413_064711_audio-window-snn_grid_225_lr0_0010_bs8_hs64_ls32_mae,audio-window,mae,0.0010,8,64,32,0.775781,0.775442,0.775442,0.775442,8,Success,
224,20260413_065307_audio-window-snn_grid_231_lr0_0010_bs8_hs128_ls32_mae,audio-window,mae,0.0010,8,128,32,0.775781,0.775442,0.775442,0.775442,8,Success,
225,20260413_024527_audio-window-snn_grid_217_lr0_0010_bs8_hs32_ls16_mae,audio-window,mae,0.0010,8,32,16,0.778541,0.775477,0.775477,0.775477,8,Success,
226,20260413_024725_audio-window-snn_grid_223_lr0_0010_bs8_hs64_ls16_mae,audio-window,mae,0.0010,8,64,16,0.778541,0.775477,0.775477,0.775477,8,Success,
227,20260413_024904_audio-window-snn_grid_229_lr0_0010_bs8_hs128_ls16_mae,audio-window,mae,0.0010,8,128,16,0.778541,0.775477,0.775477,0.775477,8,Success,
228,20260413_063917_audio-window-snn_grid_217_lr0_0010_bs8_hs32_ls16_mae,audio-window,mae,0.0010,8,32,16,0.778541,0.775477,0.775477,0.775477,8,Success,
229,20260413_064513_audio-window-snn_grid_223_lr0_0010_bs8_hs64_ls16_mae,audio-window,mae,0.0010,8,64,16,0.778541,0.775477,0.775477,0.775477,8,Success,
230,20260413_065109_audio-window-snn_grid_229_lr0_0010_bs8_hs128_ls16_mae,audio-window,mae,0.0010,8,128,16,0.778541,0.775477,0.775477,0.775477,8,Success,
231,20260413_015622_audio-window-snn_grid_073_lr0_0003_bs8_hs32_ls16_mae,audio-window,mae,0.0003,8,32,16,0.778320,0.777306,0.777306,0.777306,8,Success,
232,20260413_015910_audio-window-snn_grid_079_lr0_0003_bs8_hs64_ls16_mae,audio-window,mae,0.0003,8,64,16,0.778320,0.777306,0.777306,0.777306,8,Success,
233,20260413_020009_audio-window-snn_grid_085_lr0_0003_bs8_hs128_ls16_mae,audio-window,mae,0.0003,8,128,16,0.778320,0.777306,0.777306,0.777306,8,Success,
234,20260413_031925_audio-window-snn_grid_073_lr0_0003_bs8_hs32_ls16_mae,audio-window,mae,0.0003,8,32,16,0.778320,0.777306,0.777306,0.777306,8,Success,
235,20260413_032521_audio-window-snn_grid_079_lr0_0003_bs8_hs64_ls16_mae,audio-window,mae,0.0003,8,64,16,0.778320,0.777306,0.777306,0.777306,8,Success,
236,20260413_033116_audio-window-snn_grid_085_lr0_0003_bs8_hs128_ls16_mae,audio-window,mae,0.0003,8,128,16,0.778320,0.777306,0.777306,0.777306,8,Success,
237,20260413_022242_audio-window-snn_grid_149_lr0_0005_bs8_hs32_ls64_mae,audio-window,mae,0.0005,8,32,64,0.782283,0.777369,0.777369,0.777369,8,Success,
238,20260413_022424_audio-window-snn_grid_155_lr0_0005_bs8_hs64_ls64_mae,audio-window,mae,0.0005,8,64,64,0.782283,0.777369,0.777369,0.777369,8,Success,
239,20260413_022541_audio-window-snn_grid_161_lr0_0005_bs8_hs128_ls64_mae,audio-window,mae,0.0005,8,128,64,0.782283,0.777369,0.777369,0.777369,8,Success,
240,20260413_050319_audio-window-snn_grid_149_lr0_0005_bs8_hs32_ls64_mae,audio-window,mae,0.0005,8,32,64,0.782283,0.777369,0.777369,0.777369,8,Success,
241,20260413_050913_audio-window-snn_grid_155_lr0_0005_bs8_hs64_ls64_mae,audio-window,mae,0.0005,8,64,64,0.782283,0.777369,0.777369,0.777369,8,Success,
242,20260413_051509_audio-window-snn_grid_161_lr0_0005_bs8_hs128_ls64_mae,audio-window,mae,0.0005,8,128,64,0.782283,0.777369,0.777369,0.777369,8,Success,
243,20260413_022202_audio-window-snn_grid_147_lr0_0005_bs8_hs32_ls32_mae,audio-window,mae,0.0005,8,32,32,0.779519,0.777447,0.777447,0.777447,8,Success,
244,20260413_022409_audio-window-snn_grid_153_lr0_0005_bs8_hs64_ls32_mae,audio-window,mae,0.0005,8,64,32,0.779519,0.777447,0.777447,0.777447,8,Success,
245,20260413_022504_audio-window-snn_grid_159_lr0_0005_bs8_hs128_ls32_mae,audio-window,mae,0.0005,8,128,32,0.779519,0.777447,0.777447,0.777447,8,Success,
246,20260413_050120_audio-window-snn_grid_147_lr0_0005_bs8_hs32_ls32_mae,audio-window,mae,0.0005,8,32,32,0.779519,0.777447,0.777447,0.777447,8,Success,
247,20260413_050715_audio-window-snn_grid_153_lr0_0005_bs8_hs64_ls32_mae,audio-window,mae,0.0005,8,64,32,0.779519,0.777447,0.777447,0.777447,8,Success,
248,20260413_051310_audio-window-snn_grid_159_lr0_0005_bs8_hs128_ls32_mae,audio-window,mae,0.0005,8,128,32,0.779519,0.777447,0.777447,0.777447,8,Success,
249,20260413_015713_audio-window-snn_grid_075_lr0_0003_bs8_hs32_ls32_mae,audio-window,mae,0.0003,8,32,32,0.778467,0.778089,0.778089,0.778089,8,Success,
250,20260413_015949_audio-window-snn_grid_081_lr0_0003_bs8_hs64_ls32_mae,audio-window,mae,0.0003,8,64,32,0.778467,0.778089,0.778089,0.778089,8,Success,
251,20260413_020039_audio-window-snn_grid_087_lr0_0003_bs8_hs128_ls32_mae,audio-window,mae,0.0003,8,128,32,0.778467,0.778089,0.778089,0.778089,8,Success,
252,20260413_032124_audio-window-snn_grid_075_lr0_0003_bs8_hs32_ls32_mae,audio-window,mae,0.0003,8,32,32,0.778467,0.778089,0.778089,0.778089,8,Success,
253,20260413_032719_audio-window-snn_grid_081_lr0_0003_bs8_hs64_ls32_mae,audio-window,mae,0.0003,8,64,32,0.778467,0.778089,0.778089,0.778089,8,Success,
254,20260413_033315_audio-window-snn_grid_087_lr0_0003_bs8_hs128_ls32_mae,audio-window,mae,0.0003,8,128,32,0.778467,0.778089,0.778089,0.778089,8,Success,
255,20260413_005305_audio-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,audio-window,mae,0.0001,8,64,64,0.779666,0.778640,0.778640,0.778640,8,Success,
256,20260413_005901_audio-window-snn_grid_017_lr0_0001_bs8_hs128_ls64_mae,audio-window,mae,0.0001,8,128,64,0.779666,0.778640,0.778640,0.778640,8,Success,
257,20260413_014720_audio-window-snn_grid_005_lr0_0001_bs8_hs32_ls64_mae,audio-window,mae,0.0001,8,32,64,0.779666,0.778640,0.778640,0.778640,8,Success,
258,20260413_005106_audio-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,audio-window,mae,0.0001,8,64,32,0.778735,0.778847,0.778847,0.778847,8,Success,
259,20260413_005702_audio-window-snn_grid_015_lr0_0001_bs8_hs128_ls32_mae,audio-window,mae,0.0001,8,128,32,0.778735,0.778847,0.778847,0.778847,8,Success,
260,20260413_014718_audio-window-snn_grid_003_lr0_0001_bs8_hs32_ls32_mae,audio-window,mae,0.0001,8,32,32,0.778735,0.778847,0.778847,0.778847,8,Success,
261,20260413_015809_audio-window-snn_grid_077_lr0_0003_bs8_hs32_ls64_mae,audio-window,mae,0.0003,8,32,64,0.780269,0.779355,0.779355,0.779355,8,Success,
262,20260413_020001_audio-window-snn_grid_083_lr0_0003_bs8_hs64_ls64_mae,audio-window,mae,0.0003,8,64,64,0.780269,0.779355,0.779355,0.779355,8,Success,
263,20260413_020102_audio-window-snn_grid_089_lr0_0003_bs8_hs128_ls64_mae,audio-window,mae,0.0003,8,128,64,0.780269,0.779355,0.779355,0.779355,8,Success,
264,20260413_032322_audio-window-snn_grid_077_lr0_0003_bs8_hs32_ls64_mae,audio-window,mae,0.0003,8,32,64,0.780269,0.779355,0.779355,0.779355,8,Success,
265,20260413_032918_audio-window-snn_grid_083_lr0_0003_bs8_hs64_ls64_mae,audio-window,mae,0.0003,8,64,64,0.780269,0.779355,0.779355,0.779355,8,Success,
266,20260413_033513_audio-window-snn_grid_089_lr0_0003_bs8_hs128_ls64_mae,audio-window,mae,0.0003,8,128,64,0.780269,0.779355,0.779355,0.779355,8,Success,
267,20260413_005504_audio-window-snn_grid_013_lr0_0001_bs8_hs128_ls16_mae,audio-window,mae,0.0001,8,128,16,0.778705,0.779579,0.779579,0.779579,8,Success,
268,20260413_014710_audio-window-snn_grid_007_lr0_0001_bs8_hs64_ls16_mae,audio-window,mae,0.0001,8,64,16,0.778705,0.779579,0.779579,0.779579,8,Success,
269,20260413_014721_audio-window-snn_grid_001_lr0_0001_bs8_hs32_ls16_mae,audio-window,mae,0.0001,8,32,16,0.778705,0.779579,0.779579,0.779579,8,Success,
270,20260413_024635_audio-window-snn_grid_221_lr0_0010_bs8_hs32_ls64_mae,audio-window,mae,0.0010,8,32,64,0.781903,0.780374,0.780374,0.780374,8,Success,
271,20260413_024823_audio-window-snn_grid_227_lr0_0010_bs8_hs64_ls64_mae,audio-window,mae,0.0010,8,64,64,0.781903,0.780374,0.780374,0.780374,8,Success,
272,20260413_024937_audio-window-snn_grid_233_lr0_0010_bs8_hs128_ls64_mae,audio-window,mae,0.0010,8,128,64,0.781903,0.780374,0.780374,0.780374,8,Success,
273,20260413_064315_audio-window-snn_grid_221_lr0_0010_bs8_hs32_ls64_mae,audio-window,mae,0.0010,8,32,64,0.781903,0.780374,0.780374,0.780374,8,Success,
274,20260413_064910_audio-window-snn_grid_227_lr0_0010_bs8_hs64_ls64_mae,audio-window,mae,0.0010,8,64,64,0.781903,0.780374,0.780374,0.780374,8,Success,
275,20260413_065506_audio-window-snn_grid_233_lr0_0010_bs8_hs128_ls64_mae,audio-window,mae,0.0010,8,128,64,0.781903,0.780374,0.780374,0.780374,8,Success,
276,20260413_022112_audio-window-snn_grid_145_lr0_0005_bs8_hs32_ls16_mae,audio-window,mae,0.0005,8,32,16,0.776961,0.781300,0.781300,0.781300,8,Success,
277,20260413_022324_audio-window-snn_grid_151_lr0_0005_bs8_hs64_ls16_mae,audio-window,mae,0.0005,8,64,16,0.776961,0.781300,0.781300,0.781300,8,Success,
278,20260413_022456_audio-window-snn_grid_157_lr0_0005_bs8_hs128_ls16_mae,audio-window,mae,0.0005,8,128,16,0.776961,0.781300,0.781300,0.781300,8,Success,
279,20260413_045922_audio-window-snn_grid_145_lr0_0005_bs8_hs32_ls16_mae,audio-window,mae,0.0005,8,32,16,0.776961,0.781300,0.781300,0.781300,8,Success,
280,20260413_050517_audio-window-snn_grid_151_lr0_0005_bs8_hs64_ls16_mae,audio-window,mae,0.0005,8,64,16,0.776961,0.781300,0.781300,0.781300,8,Success,
281,20260413_051112_audio-window-snn_grid_157_lr0_0005_bs8_hs128_ls16_mae,audio-window,mae,0.0005,8,128,16,0.776961,0.781300,0.781300,0.781300,8,Success,
282,20260413_012552_audio-window-snn_grid_038_lr0_0001_bs32_hs32_ls32_mse,audio-window,mse,0.0001,32,32,32,0.955355,0.954851,0.954851,0.954851,8,Success,
283,20260413_013557_audio-window-snn_grid_044_lr0_0001_bs32_hs64_ls32_mse,audio-window,mse,0.0001,32,64,32,0.955355,0.954851,0.954851,0.954851,8,Success,
284,20260413_014813_audio-window-snn_grid_050_lr0_0001_bs32_hs128_ls32_mse,audio-window,mse,0.0001,32,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,
285,20260413_014901_audio-window-snn_grid_050_lr0_0001_bs32_hs128_ls32_mse,audio-window,mse,0.0001,32,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,
286,20260413_015137_audio-window-snn_grid_056_lr0_0001_bs64_hs32_ls32_mse,audio-window,mse,0.0001,64,32,32,0.955355,0.954851,0.954851,0.954851,8,Success,
287,20260413_015333_audio-window-snn_grid_062_lr0_0001_bs64_hs64_ls32_mse,audio-window,mse,0.0001,64,64,32,0.955355,0.954851,0.954851,0.954851,8,Success,
288,20260413_015620_audio-window-snn_grid_068_lr0_0001_bs64_hs128_ls32_mse,audio-window,mse,0.0001,64,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,
289,20260413_021803_audio-window-snn_grid_056_lr0_0001_bs64_hs32_ls32_mse,audio-window,mse,0.0001,64,32,32,0.955355,0.954851,0.954851,0.954851,8,Success,
290,20260413_024807_audio-window-snn_grid_062_lr0_0001_bs64_hs64_ls32_mse,audio-window,mse,0.0001,64,64,32,0.955355,0.954851,0.954851,0.954851,8,Success,
291,20260413_031218_audio-window-snn_grid_068_lr0_0001_bs64_hs128_ls32_mse,audio-window,mse,0.0001,64,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,
292,20260413_012230_audio-window-snn_grid_036_lr0_0001_bs32_hs32_ls16_mse,audio-window,mse,0.0001,32,32,16,0.955268,0.954894,0.954894,0.954894,8,Success,
293,20260413_013236_audio-window-snn_grid_042_lr0_0001_bs32_hs64_ls16_mse,audio-window,mse,0.0001,32,64,16,0.955268,0.954894,0.954894,0.954894,8,Success,
294,20260413_014239_audio-window-snn_grid_048_lr0_0001_bs32_hs128_ls16_mse,audio-window,mse,0.0001,32,128,16,0.955268,0.954894,0.954894,0.954894,8,Success,
295,20260413_015136_audio-window-snn_grid_054_lr0_0001_bs64_hs32_ls16_mse,audio-window,mse,0.0001,64,32,16,0.955268,0.954894,0.954894,0.954894,8,Success,
296,20260413_015148_audio-window-snn_grid_060_lr0_0001_bs64_hs64_ls16_mse,audio-window,mse,0.0001,64,64,16,0.955268,0.954894,0.954894,0.954894,8,Success,
297,20260413_015608_audio-window-snn_grid_066_lr0_0001_bs64_hs128_ls16_mse,audio-window,mse,0.0001,64,128,16,0.955268,0.954894,0.954894,0.954894,8,Success,
298,20260413_020809_audio-window-snn_grid_054_lr0_0001_bs64_hs32_ls16_mse,audio-window,mse,0.0001,64,32,16,0.955268,0.954894,0.954894,0.954894,8,Success,
299,20260413_023816_audio-window-snn_grid_060_lr0_0001_bs64_hs64_ls16_mse,audio-window,mse,0.0001,64,64,16,0.955268,0.954894,0.954894,0.954894,8,Success,
300,20260413_030754_audio-window-snn_grid_066_lr0_0001_bs64_hs128_ls16_mse,audio-window,mse,0.0001,64,128,16,0.955268,0.954894,0.954894,0.954894,8,Success,
301,20260413_023235_audio-window-snn_grid_180_lr0_0005_bs32_hs32_ls16_mse,audio-window,mse,0.0005,32,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,
302,20260413_023351_audio-window-snn_grid_186_lr0_0005_bs32_hs64_ls16_mse,audio-window,mse,0.0005,32,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,
303,20260413_023700_audio-window-snn_grid_192_lr0_0005_bs32_hs128_ls16_mse,audio-window,mse,0.0005,32,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,
304,20260413_023908_audio-window-snn_grid_198_lr0_0005_bs64_hs32_ls16_mse,audio-window,mse,0.0005,64,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,
