Rank,Loss Type,LR,BS,HS,LS,Final Train Loss,Mean Val Loss,Best Val Loss,Epochs
410,mse,0.0005,8,32,32,0.998492,0.996443,0.996443,8
411,mse,0.0005,8,64,32,0.998492,0.996443,0.996443,8
412,mse,0.0005,8,128,32,0.998492,0.996443,0.996443,8
413,mse,0.0001,8,128,16,0.996779,0.996448,0.996448,8
414,mse,0.0001,8,32,16,0.996779,0.996448,0.996448,8
415,mse,0.0001,8,64,16,0.996779,0.996448,0.996448,8
416,mse,0.0005,8,32,16,0.997649,0.997169,0.997169,8
417,mse,0.0005,8,64,16,0.997649,0.997169,0.997169,8
418,mse,0.0005,8,128,16,0.997649,0.997169,0.997169,8
419,mse,0.0005,8,32,16,0.997649,0.997169,0.997169,8
420,mse,0.0005,8,64,16,0.997649,0.997169,0.997169,8
421,mse,0.0005,8,128,16,0.997649,0.997169,0.997169,8
422,mse,0.0001,8,64,32,0.996495,0.997307,0.997307,8
423,mse,0.0001,8,128,32,0.996495,0.997307,0.997307,8
424,mse,0.0001,8,32,32,0.996495,0.997307,0.997307,8
425,mse,0.0010,8,32,64,0.998978,0.997369,0.997369,8
426,mse,0.0010,8,64,64,0.998978,0.997369,0.997369,8
427,mse,0.0010,8,128,64,0.998978,0.997369,0.997369,8
428,mse,0.0010,8,32,64,0.998978,0.997369,0.997369,8
429,mse,0.0010,8,64,64,0.998978,0.997369,0.997369,8
430,mse,0.0010,8,128,64,0.998978,0.997369,0.997369,8
431,mse,0.0001,8,64,64,0.996496,0.997534,0.997534,8
432,mse,0.0001,8,128,64,0.996496,0.997534,0.997534,8
433,mse,0.0001,8,32,64,0.996496,0.997534,0.997534,8
434,mse,0.0003,8,32,32,0.997631,0.999106,0.999106,8
435,mse,0.0003,8,64,32,0.997631,0.999106,0.999106,8
436,mse,0.0003,8,128,32,0.997631,0.999106,0.999106,8
437,mse,0.0003,8,32,32,0.997631,0.999106,0.999106,8
438,mse,0.0003,8,64,32,0.997631,0.999106,0.999106,8
439,mse,0.0003,8,128,32,0.997631,0.999106,0.999106,8
440,mse,0.0003,8,32,64,0.999960,1.000380,1.000380,8
441,mse,0.0003,8,64,64,0.999960,1.000380,1.000380,8
442,mse,0.0003,8,128,64,0.999960,1.000380,1.000380,8
443,mse,0.0003,8,32,64,0.999960,1.000380,1.000380,8
444,mse,0.0003,8,64,64,0.999960,1.000380,1.000380,8
445,mse,0.0003,8,128,64,0.999960,1.000380,1.000380,8
446,mse,0.0010,8,32,16,0.999946,1.001110,1.001110,8
447,mse,0.0010,8,64,16,0.999946,1.001110,1.001110,8
448,mse,0.0010,8,128,16,0.999946,1.001110,1.001110,8
449,mse,0.0010,8,32,16,0.999946,1.001110,1.001110,8
450,mse,0.0010,8,64,16,0.999946,1.001110,1.001110,8
451,mse,0.0010,8,128,16,0.999946,1.001110,1.001110,8
452,mse,0.0010,8,32,32,0.997041,1.002590,1.002590,8
453,mse,0.0010,8,64,32,0.997041,1.002590,1.002590,8
454,mse,0.0010,8,128,32,0.997041,1.002590,1.002590,8
455,mse,0.0010,8,32,32,0.997041,1.002590,1.002590,8
456,mse,0.0010,8,64,32,0.997041,1.002590,1.002590,8
457,mse,0.0010,8,128,32,0.997041,1.002590,1.002590,8
458,mse,0.0005,8,32,64,0.997808,1.003480,1.003480,8
459,mse,0.0005,8,64,64,0.997808,1.003480,1.003480,8
460,mse,0.0005,8,128,64,0.997808,1.003480,1.003480,8
461,mse,0.0005,8,32,64,0.997808,1.003480,1.003480,8
462,mse,0.0005,8,64,64,0.997808,1.003480,1.003480,8
463,mse,0.0005,8,128,64,0.997808,1.003480,1.003480,8
464,mse,0.0001,16,32,16,1.005450,1.005400,1.005400,8
465,mse,0.0001,16,32,32,1.005770,1.005400,1.005400,8
466,mse,0.0001,16,64,16,1.005450,1.005400,1.005400,8
467,mse,0.0001,16,64,32,1.005770,1.005400,1.005400,8
468,mse,0.0001,16,128,16,1.005450,1.005400,1.005400,8
469,mse,0.0001,16,128,32,1.005770,1.005400,1.005400,8
470,mse,0.0005,16,32,64,1.006480,1.005400,1.005400,8
471,mse,0.0005,16,64,64,1.006480,1.005400,1.005400,8
472,mse,0.0005,16,128,64,1.006480,1.005400,1.005400,8
473,mse,0.0010,16,32,32,1.007100,1.005400,1.005400,8
474,mse,0.0010,16,64,32,1.007100,1.005400,1.005400,8
475,mse,0.0010,16,128,32,1.007100,1.005400,1.005400,8
476,mse,0.0005,16,32,64,1.006480,1.005400,1.005400,8
477,mse,0.0005,16,64,64,1.006480,1.005400,1.005400,8
478,mse,0.0005,16,128,64,1.006480,1.005400,1.005400,8
479,mse,0.0010,16,32,32,1.007100,1.005400,1.005400,8
480,mse,0.0010,16,64,32,1.007100,1.005400,1.005400,8
481,mse,0.0010,16,128,32,1.007100,1.005400,1.005400,8
482,mse,0.0005,16,32,32,1.007210,1.006170,1.006170,8
483,mse,0.0005,16,64,32,1.007210,1.006170,1.006170,8
484,mse,0.0005,16,128,32,1.007210,1.006170,1.006170,8
485,mse,0.0005,16,32,32,1.007210,1.006170,1.006170,8
486,mse,0.0005,16,64,32,1.007210,1.006170,1.006170,8
487,mse,0.0005,16,128,32,1.007210,1.006170,1.006170,8
488,mse,0.0001,16,32,64,1.005850,1.006380,1.006380,8
489,mse,0.0001,16,64,64,1.005850,1.006380,1.006380,8
490,mse,0.0001,16,128,64,1.005850,1.006380,1.006380,8
491,mse,0.0005,16,32,16,1.005520,1.007420,1.007420,8
492,mse,0.0005,16,64,16,1.005520,1.007420,1.007420,8
493,mse,0.0005,16,128,16,1.005520,1.007420,1.007420,8
494,mse,0.0005,16,32,16,1.005520,1.007420,1.007420,8
495,mse,0.0005,16,64,16,1.005520,1.007420,1.007420,8
496,mse,0.0005,16,128,16,1.005520,1.007420,1.007420,8
497,mse,0.0003,16,32,32,1.009350,1.011040,1.011040,8
498,mse,0.0003,16,64,32,1.009350,1.011040,1.011040,8
499,mse,0.0003,16,128,32,1.009350,1.011040,1.011040,8
500,mse,0.0003,16,32,32,1.009350,1.011040,1.011040,8
501,mse,0.0003,16,64,32,1.009350,1.011040,1.011040,8
502,mse,0.0003,16,128,32,1.009350,1.011040,1.011040,8
503,mse,0.0010,16,32,16,1.009070,1.011130,1.011130,8
504,mse,0.0010,16,64,16,1.009070,1.011130,1.011130,8
505,mse,0.0010,16,128,16,1.009070,1.011130,1.011130,8
506,mse,0.0010,16,32,16,1.009070,1.011130,1.011130,8
507,mse,0.0010,16,64,16,1.009070,1.011130,1.011130,8
508,mse,0.0010,16,128,16,1.009070,1.011130,1.011130,8
509,mse,0.0003,16,32,16,1.007940,1.011460,1.011460,8
510,mse,0.0003,16,64,16,1.007940,1.011460,1.011460,8
511,mse,0.0003,16,128,16,1.007940,1.011460,1.011460,8
512,mse,0.0003,16,32,16,1.007940,1.011460,1.011460,8
513,mse,0.0003,16,64,16,1.007940,1.011460,1.011460,8
514,mse,0.0003,16,128,16,1.007940,1.011460,1.011460,8
515,mse,0.0003,16,32,64,1.007650,1.014480,1.014480,8
516,mse,0.0003,16,64,64,1.007650,1.014480,1.014480,8
517,mse,0.0003,16,128,64,1.007650,1.014480,1.014480,8
518,mse,0.0003,16,32,64,1.007650,1.014480,1.014480,8
519,mse,0.0003,16,64,64,1.007650,1.014480,1.014480,8
520,mse,0.0003,16,128,64,1.007650,1.014480,1.014480,8
521,mse,0.0010,16,32,64,1.011420,1.015340,1.015340,8
522,mse,0.0010,16,64,64,1.011420,1.015340,1.015340,8
523,mse,0.0010,16,128,64,1.011420,1.015340,1.015340,8
524,mse,0.0010,16,32,64,1.011420,1.015340,1.015340,8
525,mse,0.0010,16,64,64,1.011420,1.015340,1.015340,8
526,mse,0.0010,16,128,64,1.011420,1.015340,1.015340,8
