Rank,Profile,Profile Signature,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error,Duplicate Runs
102,20260413_023920_audio-window-snn_grid_197_lr0_0005_bs32_hs128_ls64_mae,audio-window-snn_grid_197_lr0_0005_bs32_hs128_ls64_mae,audio-window,mae,0.0005,32,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,,2
103,20260413_024157_audio-window-snn_grid_203_lr0_0005_bs64_hs32_ls64_mae,audio-window-snn_grid_203_lr0_0005_bs64_hs32_ls64_mae,audio-window,mae,0.0005,64,32,64,0.706671,0.715827,0.715827,0.715827,8,Success,,2
104,20260413_024428_audio-window-snn_grid_209_lr0_0005_bs64_hs64_ls64_mae,audio-window-snn_grid_209_lr0_0005_bs64_hs64_ls64_mae,audio-window,mae,0.0005,64,64,64,0.706671,0.715827,0.715827,0.715827,8,Success,,2
105,20260413_024646_audio-window-snn_grid_215_lr0_0005_bs64_hs128_ls64_mae,audio-window-snn_grid_215_lr0_0005_bs64_hs128_ls64_mae,audio-window,mae,0.0005,64,128,64,0.706671,0.715827,0.715827,0.715827,8,Success,,2
106,20260413_020330_audio-window-snn_grid_095_lr0_0003_bs16_hs32_ls64_mae,audio-window-snn_grid_095_lr0_0003_bs16_hs32_ls64_mae,audio-window,mae,0.0003,16,32,64,0.717536,0.716703,0.716703,0.716703,8,Success,,2
107,20260413_020443_audio-window-snn_grid_101_lr0_0003_bs16_hs64_ls64_mae,audio-window-snn_grid_101_lr0_0003_bs16_hs64_ls64_mae,audio-window,mae,0.0003,16,64,64,0.717536,0.716703,0.716703,0.716703,8,Success,,2
108,20260413_020659_audio-window-snn_grid_107_lr0_0003_bs16_hs128_ls64_mae,audio-window-snn_grid_107_lr0_0003_bs16_hs128_ls64_mae,audio-window,mae,0.0003,16,128,64,0.717536,0.716703,0.716703,0.716703,8,Success,,2
109,20260413_030756_eeg-window-snn_grid_005_lr0_0001_bs32_mae,eeg-window-snn_grid_005_lr0_0001_bs32_mae,eeg-window,mae,0.0001,32,32,16,0.753283,0.753174,0.753174,0.753174,8,Success,,2
110,20260413_030830_eeg-window-snn_grid_011_lr0_0003_bs32_mae,eeg-window-snn_grid_011_lr0_0003_bs32_mae,eeg-window,mae,0.0003,32,32,16,0.753828,0.754291,0.754291,0.754291,8,Success,,2
111,20260413_030903_eeg-window-snn_grid_017_lr0_0005_bs32_mae,eeg-window-snn_grid_017_lr0_0005_bs32_mae,eeg-window,mae,0.0005,32,32,16,0.755071,0.755298,0.755298,0.755298,8,Success,,2
112,20260413_030724_eeg-window-snn_grid_003_lr0_0001_bs16_mae,eeg-window-snn_grid_003_lr0_0001_bs16_mae,eeg-window,mae,0.0001,16,32,16,0.755593,0.755511,0.755511,0.755511,8,Success,,2
113,20260413_030840_eeg-window-snn_grid_015_lr0_0005_bs16_mae,eeg-window-snn_grid_015_lr0_0005_bs16_mae,eeg-window,mae,0.0005,16,32,16,0.756214,0.757218,0.757218,0.757218,8,Success,,2
114,20260413_030808_eeg-window-snn_grid_009_lr0_0003_bs16_mae,eeg-window-snn_grid_009_lr0_0003_bs16_mae,eeg-window,mae,0.0003,16,32,16,0.755863,0.758917,0.758917,0.758917,8,Success,,2
115,20260413_030653_eeg-window-snn_grid_001_lr0_0001_bs8_mae,eeg-window-snn_grid_001_lr0_0001_bs8_mae,eeg-window,mae,0.0001,8,32,16,0.767122,0.767068,0.767068,0.767068,8,Success,,2
116,20260413_030749_eeg-window-snn_grid_007_lr0_0003_bs8_mae,eeg-window-snn_grid_007_lr0_0003_bs8_mae,eeg-window,mae,0.0003,8,32,16,0.768649,0.767943,0.767943,0.767943,8,Success,,2
117,20260413_030820_eeg-window-snn_grid_013_lr0_0005_bs8_mae,eeg-window-snn_grid_013_lr0_0005_bs8_mae,eeg-window,mae,0.0005,8,32,16,0.772685,0.768809,0.768809,0.768809,8,Success,,2
118,20260413_024618_audio-window-snn_grid_219_lr0_0010_bs8_hs32_ls32_mae,audio-window-snn_grid_219_lr0_0010_bs8_hs32_ls32_mae,audio-window,mae,0.0010,8,32,32,0.775781,0.775442,0.775442,0.775442,8,Success,,2
119,20260413_024814_audio-window-snn_grid_225_lr0_0010_bs8_hs64_ls32_mae,audio-window-snn_grid_225_lr0_0010_bs8_hs64_ls32_mae,audio-window,mae,0.0010,8,64,32,0.775781,0.775442,0.775442,0.775442,8,Success,,2
120,20260413_024912_audio-window-snn_grid_231_lr0_0010_bs8_hs128_ls32_mae,audio-window-snn_grid_231_lr0_0010_bs8_hs128_ls32_mae,audio-window,mae,0.0010,8,128,32,0.775781,0.775442,0.775442,0.775442,8,Success,,2
121,20260413_024527_audio-window-snn_grid_217_lr0_0010_bs8_hs32_ls16_mae,audio-window-snn_grid_217_lr0_0010_bs8_hs32_ls16_mae,audio-window,mae,0.0010,8,32,16,0.778541,0.775477,0.775477,0.775477,8,Success,,2
122,20260413_024725_audio-window-snn_grid_223_lr0_0010_bs8_hs64_ls16_mae,audio-window-snn_grid_223_lr0_0010_bs8_hs64_ls16_mae,audio-window,mae,0.0010,8,64,16,0.778541,0.775477,0.775477,0.775477,8,Success,,2
123,20260413_024904_audio-window-snn_grid_229_lr0_0010_bs8_hs128_ls16_mae,audio-window-snn_grid_229_lr0_0010_bs8_hs128_ls16_mae,audio-window,mae,0.0010,8,128,16,0.778541,0.775477,0.775477,0.775477,8,Success,,2
124,20260413_015622_audio-window-snn_grid_073_lr0_0003_bs8_hs32_ls16_mae,audio-window-snn_grid_073_lr0_0003_bs8_hs32_ls16_mae,audio-window,mae,0.0003,8,32,16,0.778320,0.777306,0.777306,0.777306,8,Success,,2
125,20260413_015910_audio-window-snn_grid_079_lr0_0003_bs8_hs64_ls16_mae,audio-window-snn_grid_079_lr0_0003_bs8_hs64_ls16_mae,audio-window,mae,0.0003,8,64,16,0.778320,0.777306,0.777306,0.777306,8,Success,,2
126,20260413_020009_audio-window-snn_grid_085_lr0_0003_bs8_hs128_ls16_mae,audio-window-snn_grid_085_lr0_0003_bs8_hs128_ls16_mae,audio-window,mae,0.0003,8,128,16,0.778320,0.777306,0.777306,0.777306,8,Success,,2
127,20260413_022242_audio-window-snn_grid_149_lr0_0005_bs8_hs32_ls64_mae,audio-window-snn_grid_149_lr0_0005_bs8_hs32_ls64_mae,audio-window,mae,0.0005,8,32,64,0.782283,0.777369,0.777369,0.777369,8,Success,,2
128,20260413_022424_audio-window-snn_grid_155_lr0_0005_bs8_hs64_ls64_mae,audio-window-snn_grid_155_lr0_0005_bs8_hs64_ls64_mae,audio-window,mae,0.0005,8,64,64,0.782283,0.777369,0.777369,0.777369,8,Success,,2
129,20260413_022541_audio-window-snn_grid_161_lr0_0005_bs8_hs128_ls64_mae,audio-window-snn_grid_161_lr0_0005_bs8_hs128_ls64_mae,audio-window,mae,0.0005,8,128,64,0.782283,0.777369,0.777369,0.777369,8,Success,,2
130,20260413_022202_audio-window-snn_grid_147_lr0_0005_bs8_hs32_ls32_mae,audio-window-snn_grid_147_lr0_0005_bs8_hs32_ls32_mae,audio-window,mae,0.0005,8,32,32,0.779519,0.777447,0.777447,0.777447,8,Success,,2
131,20260413_022409_audio-window-snn_grid_153_lr0_0005_bs8_hs64_ls32_mae,audio-window-snn_grid_153_lr0_0005_bs8_hs64_ls32_mae,audio-window,mae,0.0005,8,64,32,0.779519,0.777447,0.777447,0.777447,8,Success,,2
132,20260413_022504_audio-window-snn_grid_159_lr0_0005_bs8_hs128_ls32_mae,audio-window-snn_grid_159_lr0_0005_bs8_hs128_ls32_mae,audio-window,mae,0.0005,8,128,32,0.779519,0.777447,0.777447,0.777447,8,Success,,2
133,20260413_015713_audio-window-snn_grid_075_lr0_0003_bs8_hs32_ls32_mae,audio-window-snn_grid_075_lr0_0003_bs8_hs32_ls32_mae,audio-window,mae,0.0003,8,32,32,0.778467,0.778089,0.778089,0.778089,8,Success,,2
134,20260413_015949_audio-window-snn_grid_081_lr0_0003_bs8_hs64_ls32_mae,audio-window-snn_grid_081_lr0_0003_bs8_hs64_ls32_mae,audio-window,mae,0.0003,8,64,32,0.778467,0.778089,0.778089,0.778089,8,Success,,2
135,20260413_020039_audio-window-snn_grid_087_lr0_0003_bs8_hs128_ls32_mae,audio-window-snn_grid_087_lr0_0003_bs8_hs128_ls32_mae,audio-window,mae,0.0003,8,128,32,0.778467,0.778089,0.778089,0.778089,8,Success,,2
136,20260413_005305_audio-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,audio-window-snn_grid_011_lr0_0001_bs8_hs64_ls64_mae,audio-window,mae,0.0001,8,64,64,0.779666,0.778640,0.778640,0.778640,8,Success,,1
137,20260413_005901_audio-window-snn_grid_017_lr0_0001_bs8_hs128_ls64_mae,audio-window-snn_grid_017_lr0_0001_bs8_hs128_ls64_mae,audio-window,mae,0.0001,8,128,64,0.779666,0.778640,0.778640,0.778640,8,Success,,1
138,20260413_014720_audio-window-snn_grid_005_lr0_0001_bs8_hs32_ls64_mae,audio-window-snn_grid_005_lr0_0001_bs8_hs32_ls64_mae,audio-window,mae,0.0001,8,32,64,0.779666,0.778640,0.778640,0.778640,8,Success,,1
139,20260413_005106_audio-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,audio-window-snn_grid_009_lr0_0001_bs8_hs64_ls32_mae,audio-window,mae,0.0001,8,64,32,0.778735,0.778847,0.778847,0.778847,8,Success,,1
140,20260413_005702_audio-window-snn_grid_015_lr0_0001_bs8_hs128_ls32_mae,audio-window-snn_grid_015_lr0_0001_bs8_hs128_ls32_mae,audio-window,mae,0.0001,8,128,32,0.778735,0.778847,0.778847,0.778847,8,Success,,1
141,20260413_014718_audio-window-snn_grid_003_lr0_0001_bs8_hs32_ls32_mae,audio-window-snn_grid_003_lr0_0001_bs8_hs32_ls32_mae,audio-window,mae,0.0001,8,32,32,0.778735,0.778847,0.778847,0.778847,8,Success,,1
142,20260413_015809_audio-window-snn_grid_077_lr0_0003_bs8_hs32_ls64_mae,audio-window-snn_grid_077_lr0_0003_bs8_hs32_ls64_mae,audio-window,mae,0.0003,8,32,64,0.780269,0.779355,0.779355,0.779355,8,Success,,2
143,20260413_020001_audio-window-snn_grid_083_lr0_0003_bs8_hs64_ls64_mae,audio-window-snn_grid_083_lr0_0003_bs8_hs64_ls64_mae,audio-window,mae,0.0003,8,64,64,0.780269,0.779355,0.779355,0.779355,8,Success,,2
144,20260413_020102_audio-window-snn_grid_089_lr0_0003_bs8_hs128_ls64_mae,audio-window-snn_grid_089_lr0_0003_bs8_hs128_ls64_mae,audio-window,mae,0.0003,8,128,64,0.780269,0.779355,0.779355,0.779355,8,Success,,2
145,20260413_005504_audio-window-snn_grid_013_lr0_0001_bs8_hs128_ls16_mae,audio-window-snn_grid_013_lr0_0001_bs8_hs128_ls16_mae,audio-window,mae,0.0001,8,128,16,0.778705,0.779579,0.779579,0.779579,8,Success,,1
146,20260413_014710_audio-window-snn_grid_007_lr0_0001_bs8_hs64_ls16_mae,audio-window-snn_grid_007_lr0_0001_bs8_hs64_ls16_mae,audio-window,mae,0.0001,8,64,16,0.778705,0.779579,0.779579,0.779579,8,Success,,1
147,20260413_014721_audio-window-snn_grid_001_lr0_0001_bs8_hs32_ls16_mae,audio-window-snn_grid_001_lr0_0001_bs8_hs32_ls16_mae,audio-window,mae,0.0001,8,32,16,0.778705,0.779579,0.779579,0.779579,8,Success,,1
148,20260413_024635_audio-window-snn_grid_221_lr0_0010_bs8_hs32_ls64_mae,audio-window-snn_grid_221_lr0_0010_bs8_hs32_ls64_mae,audio-window,mae,0.0010,8,32,64,0.781903,0.780374,0.780374,0.780374,8,Success,,2
149,20260413_024823_audio-window-snn_grid_227_lr0_0010_bs8_hs64_ls64_mae,audio-window-snn_grid_227_lr0_0010_bs8_hs64_ls64_mae,audio-window,mae,0.0010,8,64,64,0.781903,0.780374,0.780374,0.780374,8,Success,,2
150,20260413_024937_audio-window-snn_grid_233_lr0_0010_bs8_hs128_ls64_mae,audio-window-snn_grid_233_lr0_0010_bs8_hs128_ls64_mae,audio-window,mae,0.0010,8,128,64,0.781903,0.780374,0.780374,0.780374,8,Success,,2
151,20260413_022112_audio-window-snn_grid_145_lr0_0005_bs8_hs32_ls16_mae,audio-window-snn_grid_145_lr0_0005_bs8_hs32_ls16_mae,audio-window,mae,0.0005,8,32,16,0.776961,0.781300,0.781300,0.781300,8,Success,,2
152,20260413_022324_audio-window-snn_grid_151_lr0_0005_bs8_hs64_ls16_mae,audio-window-snn_grid_151_lr0_0005_bs8_hs64_ls16_mae,audio-window,mae,0.0005,8,64,16,0.776961,0.781300,0.781300,0.781300,8,Success,,2
153,20260413_022456_audio-window-snn_grid_157_lr0_0005_bs8_hs128_ls16_mae,audio-window-snn_grid_157_lr0_0005_bs8_hs128_ls16_mae,audio-window,mae,0.0005,8,128,16,0.776961,0.781300,0.781300,0.781300,8,Success,,2
154,20260413_012552_audio-window-snn_grid_038_lr0_0001_bs32_hs32_ls32_mse,audio-window-snn_grid_038_lr0_0001_bs32_hs32_ls32_mse,audio-window,mse,0.0001,32,32,32,0.955355,0.954851,0.954851,0.954851,8,Success,,1
155,20260413_013557_audio-window-snn_grid_044_lr0_0001_bs32_hs64_ls32_mse,audio-window-snn_grid_044_lr0_0001_bs32_hs64_ls32_mse,audio-window,mse,0.0001,32,64,32,0.955355,0.954851,0.954851,0.954851,8,Success,,1
156,20260413_014813_audio-window-snn_grid_050_lr0_0001_bs32_hs128_ls32_mse,audio-window-snn_grid_050_lr0_0001_bs32_hs128_ls32_mse,audio-window,mse,0.0001,32,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,,2
157,20260413_015137_audio-window-snn_grid_056_lr0_0001_bs64_hs32_ls32_mse,audio-window-snn_grid_056_lr0_0001_bs64_hs32_ls32_mse,audio-window,mse,0.0001,64,32,32,0.955355,0.954851,0.954851,0.954851,8,Success,,2
158,20260413_015333_audio-window-snn_grid_062_lr0_0001_bs64_hs64_ls32_mse,audio-window-snn_grid_062_lr0_0001_bs64_hs64_ls32_mse,audio-window,mse,0.0001,64,64,32,0.955355,0.954851,0.954851,0.954851,8,Success,,2
159,20260413_015620_audio-window-snn_grid_068_lr0_0001_bs64_hs128_ls32_mse,audio-window-snn_grid_068_lr0_0001_bs64_hs128_ls32_mse,audio-window,mse,0.0001,64,128,32,0.955355,0.954851,0.954851,0.954851,8,Success,,2
160,20260413_012230_audio-window-snn_grid_036_lr0_0001_bs32_hs32_ls16_mse,audio-window-snn_grid_036_lr0_0001_bs32_hs32_ls16_mse,audio-window,mse,0.0001,32,32,16,0.955268,0.954894,0.954894,0.954894,8,Success,,1
161,20260413_013236_audio-window-snn_grid_042_lr0_0001_bs32_hs64_ls16_mse,audio-window-snn_grid_042_lr0_0001_bs32_hs64_ls16_mse,audio-window,mse,0.0001,32,64,16,0.955268,0.954894,0.954894,0.954894,8,Success,,1
162,20260413_014239_audio-window-snn_grid_048_lr0_0001_bs32_hs128_ls16_mse,audio-window-snn_grid_048_lr0_0001_bs32_hs128_ls16_mse,audio-window,mse,0.0001,32,128,16,0.955268,0.954894,0.954894,0.954894,8,Success,,1
163,20260413_015136_audio-window-snn_grid_054_lr0_0001_bs64_hs32_ls16_mse,audio-window-snn_grid_054_lr0_0001_bs64_hs32_ls16_mse,audio-window,mse,0.0001,64,32,16,0.955268,0.954894,0.954894,0.954894,8,Success,,2
164,20260413_015148_audio-window-snn_grid_060_lr0_0001_bs64_hs64_ls16_mse,audio-window-snn_grid_060_lr0_0001_bs64_hs64_ls16_mse,audio-window,mse,0.0001,64,64,16,0.955268,0.954894,0.954894,0.954894,8,Success,,2
165,20260413_015608_audio-window-snn_grid_066_lr0_0001_bs64_hs128_ls16_mse,audio-window-snn_grid_066_lr0_0001_bs64_hs128_ls16_mse,audio-window,mse,0.0001,64,128,16,0.955268,0.954894,0.954894,0.954894,8,Success,,2
166,20260413_023235_audio-window-snn_grid_180_lr0_0005_bs32_hs32_ls16_mse,audio-window-snn_grid_180_lr0_0005_bs32_hs32_ls16_mse,audio-window,mse,0.0005,32,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
167,20260413_023351_audio-window-snn_grid_186_lr0_0005_bs32_hs64_ls16_mse,audio-window-snn_grid_186_lr0_0005_bs32_hs64_ls16_mse,audio-window,mse,0.0005,32,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
168,20260413_023700_audio-window-snn_grid_192_lr0_0005_bs32_hs128_ls16_mse,audio-window-snn_grid_192_lr0_0005_bs32_hs128_ls16_mse,audio-window,mse,0.0005,32,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
169,20260413_023908_audio-window-snn_grid_198_lr0_0005_bs64_hs32_ls16_mse,audio-window-snn_grid_198_lr0_0005_bs64_hs32_ls16_mse,audio-window,mse,0.0005,64,32,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
170,20260413_024127_audio-window-snn_grid_204_lr0_0005_bs64_hs64_ls16_mse,audio-window-snn_grid_204_lr0_0005_bs64_hs64_ls16_mse,audio-window,mse,0.0005,64,64,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
171,20260413_024342_audio-window-snn_grid_210_lr0_0005_bs64_hs128_ls16_mse,audio-window-snn_grid_210_lr0_0005_bs64_hs128_ls16_mse,audio-window,mse,0.0005,64,128,16,0.955587,0.955223,0.955223,0.955223,8,Success,,2
172,20260413_020822_audio-window-snn_grid_110_lr0_0003_bs32_hs32_ls32_mse,audio-window-snn_grid_110_lr0_0003_bs32_hs32_ls32_mse,audio-window,mse,0.0003,32,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
173,20260413_021037_audio-window-snn_grid_116_lr0_0003_bs32_hs64_ls32_mse,audio-window-snn_grid_116_lr0_0003_bs32_hs64_ls32_mse,audio-window,mse,0.0003,32,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
174,20260413_021321_audio-window-snn_grid_122_lr0_0003_bs32_hs128_ls32_mse,audio-window-snn_grid_122_lr0_0003_bs32_hs128_ls32_mse,audio-window,mse,0.0003,32,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
175,20260413_021531_audio-window-snn_grid_128_lr0_0003_bs64_hs32_ls32_mse,audio-window-snn_grid_128_lr0_0003_bs64_hs32_ls32_mse,audio-window,mse,0.0003,64,32,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
176,20260413_021809_audio-window-snn_grid_134_lr0_0003_bs64_hs64_ls32_mse,audio-window-snn_grid_134_lr0_0003_bs64_hs64_ls32_mse,audio-window,mse,0.0003,64,64,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
177,20260413_022042_audio-window-snn_grid_140_lr0_0003_bs64_hs128_ls32_mse,audio-window-snn_grid_140_lr0_0003_bs64_hs128_ls32_mse,audio-window,mse,0.0003,64,128,32,0.958458,0.955240,0.955240,0.955240,8,Success,,2
178,20260413_023257_audio-window-snn_grid_182_lr0_0005_bs32_hs32_ls32_mse,audio-window-snn_grid_182_lr0_0005_bs32_hs32_ls32_mse,audio-window,mse,0.0005,32,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
179,20260413_023459_audio-window-snn_grid_188_lr0_0005_bs32_hs64_ls32_mse,audio-window-snn_grid_188_lr0_0005_bs32_hs64_ls32_mse,audio-window,mse,0.0005,32,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
180,20260413_023742_audio-window-snn_grid_194_lr0_0005_bs32_hs128_ls32_mse,audio-window-snn_grid_194_lr0_0005_bs32_hs128_ls32_mse,audio-window,mse,0.0005,32,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
181,20260413_023956_audio-window-snn_grid_200_lr0_0005_bs64_hs32_ls32_mse,audio-window-snn_grid_200_lr0_0005_bs64_hs32_ls32_mse,audio-window,mse,0.0005,64,32,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
182,20260413_024240_audio-window-snn_grid_206_lr0_0005_bs64_hs64_ls32_mse,audio-window-snn_grid_206_lr0_0005_bs64_hs64_ls32_mse,audio-window,mse,0.0005,64,64,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
183,20260413_024442_audio-window-snn_grid_212_lr0_0005_bs64_hs128_ls32_mse,audio-window-snn_grid_212_lr0_0005_bs64_hs128_ls32_mse,audio-window,mse,0.0005,64,128,32,0.955580,0.955535,0.955535,0.955535,8,Success,,2
184,20260413_025629_audio-window-snn_grid_252_lr0_0010_bs32_hs32_ls16_mse,audio-window-snn_grid_252_lr0_0010_bs32_hs32_ls16_mse,audio-window,mse,0.0010,32,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
185,20260413_025756_audio-window-snn_grid_258_lr0_0010_bs32_hs64_ls16_mse,audio-window-snn_grid_258_lr0_0010_bs32_hs64_ls16_mse,audio-window,mse,0.0010,32,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
186,20260413_030056_audio-window-snn_grid_264_lr0_0010_bs32_hs128_ls16_mse,audio-window-snn_grid_264_lr0_0010_bs32_hs128_ls16_mse,audio-window,mse,0.0010,32,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
187,20260413_030255_audio-window-snn_grid_270_lr0_0010_bs64_hs32_ls16_mse,audio-window-snn_grid_270_lr0_0010_bs64_hs32_ls16_mse,audio-window,mse,0.0010,64,32,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
188,20260413_030524_audio-window-snn_grid_276_lr0_0010_bs64_hs64_ls16_mse,audio-window-snn_grid_276_lr0_0010_bs64_hs64_ls16_mse,audio-window,mse,0.0010,64,64,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
189,20260413_030737_audio-window-snn_grid_282_lr0_0010_bs64_hs128_ls16_mse,audio-window-snn_grid_282_lr0_0010_bs64_hs128_ls16_mse,audio-window,mse,0.0010,64,128,16,0.954957,0.955740,0.955740,0.955740,8,Success,,2
190,20260413_012914_audio-window-snn_grid_040_lr0_0001_bs32_hs32_ls64_mse,audio-window-snn_grid_040_lr0_0001_bs32_hs32_ls64_mse,audio-window,mse,0.0001,32,32,64,0.956027,0.955838,0.955838,0.955838,8,Success,,1
191,20260413_013918_audio-window-snn_grid_046_lr0_0001_bs32_hs64_ls64_mse,audio-window-snn_grid_046_lr0_0001_bs32_hs64_ls64_mse,audio-window,mse,0.0001,32,64,64,0.956027,0.955838,0.955838,0.955838,8,Success,,1
192,20260413_014904_audio-window-snn_grid_052_lr0_0001_bs32_hs128_ls64_mse,audio-window-snn_grid_052_lr0_0001_bs32_hs128_ls64_mse,audio-window,mse,0.0001,32,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,,2
193,20260413_015147_audio-window-snn_grid_058_lr0_0001_bs64_hs32_ls64_mse,audio-window-snn_grid_058_lr0_0001_bs64_hs32_ls64_mse,audio-window,mse,0.0001,64,32,64,0.956027,0.955838,0.955838,0.955838,8,Success,,2
194,20260413_015421_audio-window-snn_grid_064_lr0_0001_bs64_hs64_ls64_mse,audio-window-snn_grid_064_lr0_0001_bs64_hs64_ls64_mse,audio-window,mse,0.0001,64,64,64,0.956027,0.955838,0.955838,0.955838,8,Success,,2
195,20260413_015705_audio-window-snn_grid_070_lr0_0001_bs64_hs128_ls64_mse,audio-window-snn_grid_070_lr0_0001_bs64_hs128_ls64_mse,audio-window,mse,0.0001,64,128,64,0.956027,0.955838,0.955838,0.955838,8,Success,,2
196,20260413_025657_audio-window-snn_grid_254_lr0_0010_bs32_hs32_ls32_mse,audio-window-snn_grid_254_lr0_0010_bs32_hs32_ls32_mse,audio-window,mse,0.0010,32,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
197,20260413_025847_audio-window-snn_grid_260_lr0_0010_bs32_hs64_ls32_mse,audio-window-snn_grid_260_lr0_0010_bs32_hs64_ls32_mse,audio-window,mse,0.0010,32,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
198,20260413_030146_audio-window-snn_grid_266_lr0_0010_bs32_hs128_ls32_mse,audio-window-snn_grid_266_lr0_0010_bs32_hs128_ls32_mse,audio-window,mse,0.0010,32,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
199,20260413_030400_audio-window-snn_grid_272_lr0_0010_bs64_hs32_ls32_mse,audio-window-snn_grid_272_lr0_0010_bs64_hs32_ls32_mse,audio-window,mse,0.0010,64,32,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
200,20260413_030642_audio-window-snn_grid_278_lr0_0010_bs64_hs64_ls32_mse,audio-window-snn_grid_278_lr0_0010_bs64_hs64_ls32_mse,audio-window,mse,0.0010,64,64,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
201,20260413_030831_audio-window-snn_grid_284_lr0_0010_bs64_hs128_ls32_mse,audio-window-snn_grid_284_lr0_0010_bs64_hs128_ls32_mse,audio-window,mse,0.0010,64,128,32,0.956193,0.956602,0.956602,0.956602,8,Success,,2
202,20260413_025720_audio-window-snn_grid_256_lr0_0010_bs32_hs32_ls64_mse,audio-window-snn_grid_256_lr0_0010_bs32_hs32_ls64_mse,audio-window,mse,0.0010,32,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
203,20260413_025938_audio-window-snn_grid_262_lr0_0010_bs32_hs64_ls64_mse,audio-window-snn_grid_262_lr0_0010_bs32_hs64_ls64_mse,audio-window,mse,0.0010,32,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
204,20260413_030222_audio-window-snn_grid_268_lr0_0010_bs32_hs128_ls64_mse,audio-window-snn_grid_268_lr0_0010_bs32_hs128_ls64_mse,audio-window,mse,0.0010,32,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
205,20260413_030436_audio-window-snn_grid_274_lr0_0010_bs64_hs32_ls64_mse,audio-window-snn_grid_274_lr0_0010_bs64_hs32_ls64_mse,audio-window,mse,0.0010,64,32,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
206,20260413_030716_audio-window-snn_grid_280_lr0_0010_bs64_hs64_ls64_mse,audio-window-snn_grid_280_lr0_0010_bs64_hs64_ls64_mse,audio-window,mse,0.0010,64,64,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
207,20260413_030919_audio-window-snn_grid_286_lr0_0010_bs64_hs128_ls64_mse,audio-window-snn_grid_286_lr0_0010_bs64_hs128_ls64_mse,audio-window,mse,0.0010,64,128,64,0.956908,0.957292,0.957292,0.957292,8,Success,,2
208,20260413_020806_audio-window-snn_grid_108_lr0_0003_bs32_hs32_ls16_mse,audio-window-snn_grid_108_lr0_0003_bs32_hs32_ls16_mse,audio-window,mse,0.0003,32,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
209,20260413_020943_audio-window-snn_grid_114_lr0_0003_bs32_hs64_ls16_mse,audio-window-snn_grid_114_lr0_0003_bs32_hs64_ls16_mse,audio-window,mse,0.0003,32,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
210,20260413_021233_audio-window-snn_grid_120_lr0_0003_bs32_hs128_ls16_mse,audio-window-snn_grid_120_lr0_0003_bs32_hs128_ls16_mse,audio-window,mse,0.0003,32,128,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
211,20260413_021433_audio-window-snn_grid_126_lr0_0003_bs64_hs32_ls16_mse,audio-window-snn_grid_126_lr0_0003_bs64_hs32_ls16_mse,audio-window,mse,0.0003,64,32,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
212,20260413_021702_audio-window-snn_grid_132_lr0_0003_bs64_hs64_ls16_mse,audio-window-snn_grid_132_lr0_0003_bs64_hs64_ls16_mse,audio-window,mse,0.0003,64,64,16,0.956830,0.957860,0.957860,0.957860,8,Success,,2
