Rank,Profile,Profile Signature,Modality,Loss Type,LR,BS,HS,LS,Final Train Loss,Final Val Loss,Mean Val Loss,Best Val Loss,Epochs,Status,Error,Duplicate Runs
322,20260413_030844_fused-window-snn_grid_015_lr0_0001_bs8_hs128_ls64_mae,fused-window-snn_grid_015_lr0_0001_bs8_hs128_ls64_mae,fused-window,mae,0.0001,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
323,20260413_030844_fused-window-snn_grid_016_lr0_0001_bs16_hs64_ls32_mse,fused-window-snn_grid_016_lr0_0001_bs16_hs64_ls32_mse,fused-window,mse,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
324,20260413_030845_fused-window-snn_grid_017_lr0_0001_bs16_hs64_ls32_mae,fused-window-snn_grid_017_lr0_0001_bs16_hs64_ls32_mae,fused-window,mae,0.0001,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
325,20260413_030846_fused-window-snn_grid_018_lr0_0001_bs16_hs64_ls64_mse,fused-window-snn_grid_018_lr0_0001_bs16_hs64_ls64_mse,fused-window,mse,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
326,20260413_030847_fused-window-snn_grid_019_lr0_0001_bs16_hs64_ls64_mae,fused-window-snn_grid_019_lr0_0001_bs16_hs64_ls64_mae,fused-window,mae,0.0001,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
327,20260413_030848_fused-window-snn_grid_020_lr0_0001_bs16_hs128_ls32_mse,fused-window-snn_grid_020_lr0_0001_bs16_hs128_ls32_mse,fused-window,mse,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
328,20260413_030849_fused-window-snn_grid_021_lr0_0001_bs16_hs128_ls32_mae,fused-window-snn_grid_021_lr0_0001_bs16_hs128_ls32_mae,fused-window,mae,0.0001,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
329,20260413_030849_fused-window-snn_grid_022_lr0_0001_bs16_hs128_ls64_mse,fused-window-snn_grid_022_lr0_0001_bs16_hs128_ls64_mse,fused-window,mse,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
330,20260413_030849_fused-window-snn_grid_023_lr0_0001_bs16_hs128_ls64_mae,fused-window-snn_grid_023_lr0_0001_bs16_hs128_ls64_mae,fused-window,mae,0.0001,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
331,20260413_030851_fused-window-snn_grid_024_lr0_0001_bs32_hs64_ls32_mse,fused-window-snn_grid_024_lr0_0001_bs32_hs64_ls32_mse,fused-window,mse,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
332,20260413_030853_fused-window-snn_grid_025_lr0_0001_bs32_hs64_ls32_mae,fused-window-snn_grid_025_lr0_0001_bs32_hs64_ls32_mae,fused-window,mae,0.0001,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
333,20260413_030854_fused-window-snn_grid_026_lr0_0001_bs32_hs64_ls64_mse,fused-window-snn_grid_026_lr0_0001_bs32_hs64_ls64_mse,fused-window,mse,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
334,20260413_030854_fused-window-snn_grid_027_lr0_0001_bs32_hs64_ls64_mae,fused-window-snn_grid_027_lr0_0001_bs32_hs64_ls64_mae,fused-window,mae,0.0001,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
335,20260413_030854_fused-window-snn_grid_028_lr0_0001_bs32_hs128_ls32_mse,fused-window-snn_grid_028_lr0_0001_bs32_hs128_ls32_mse,fused-window,mse,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
336,20260413_030855_fused-window-snn_grid_029_lr0_0001_bs32_hs128_ls32_mae,fused-window-snn_grid_029_lr0_0001_bs32_hs128_ls32_mae,fused-window,mae,0.0001,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
337,20260413_030856_fused-window-snn_grid_030_lr0_0001_bs32_hs128_ls64_mse,fused-window-snn_grid_030_lr0_0001_bs32_hs128_ls64_mse,fused-window,mse,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
338,20260413_030857_fused-window-snn_grid_031_lr0_0001_bs32_hs128_ls64_mae,fused-window-snn_grid_031_lr0_0001_bs32_hs128_ls64_mae,fused-window,mae,0.0001,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
339,20260413_030857_fused-window-snn_grid_032_lr0_0003_bs4_hs64_ls32_mse,fused-window-snn_grid_032_lr0_0003_bs4_hs64_ls32_mse,fused-window,mse,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
340,20260413_030858_fused-window-snn_grid_033_lr0_0003_bs4_hs64_ls32_mae,fused-window-snn_grid_033_lr0_0003_bs4_hs64_ls32_mae,fused-window,mae,0.0003,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
341,20260413_030859_fused-window-snn_grid_034_lr0_0003_bs4_hs64_ls64_mse,fused-window-snn_grid_034_lr0_0003_bs4_hs64_ls64_mse,fused-window,mse,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
342,20260413_030859_fused-window-snn_grid_035_lr0_0003_bs4_hs64_ls64_mae,fused-window-snn_grid_035_lr0_0003_bs4_hs64_ls64_mae,fused-window,mae,0.0003,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
343,20260413_030859_fused-window-snn_grid_036_lr0_0003_bs4_hs128_ls32_mse,fused-window-snn_grid_036_lr0_0003_bs4_hs128_ls32_mse,fused-window,mse,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
344,20260413_030900_fused-window-snn_grid_037_lr0_0003_bs4_hs128_ls32_mae,fused-window-snn_grid_037_lr0_0003_bs4_hs128_ls32_mae,fused-window,mae,0.0003,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
345,20260413_030901_fused-window-snn_grid_038_lr0_0003_bs4_hs128_ls64_mse,fused-window-snn_grid_038_lr0_0003_bs4_hs128_ls64_mse,fused-window,mse,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
346,20260413_030902_fused-window-snn_grid_039_lr0_0003_bs4_hs128_ls64_mae,fused-window-snn_grid_039_lr0_0003_bs4_hs128_ls64_mae,fused-window,mae,0.0003,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
347,20260413_030903_fused-window-snn_grid_040_lr0_0003_bs8_hs64_ls32_mse,fused-window-snn_grid_040_lr0_0003_bs8_hs64_ls32_mse,fused-window,mse,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
348,20260413_030903_fused-window-snn_grid_041_lr0_0003_bs8_hs64_ls32_mae,fused-window-snn_grid_041_lr0_0003_bs8_hs64_ls32_mae,fused-window,mae,0.0003,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
349,20260413_030903_fused-window-snn_grid_042_lr0_0003_bs8_hs64_ls64_mse,fused-window-snn_grid_042_lr0_0003_bs8_hs64_ls64_mse,fused-window,mse,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
350,20260413_030904_fused-window-snn_grid_043_lr0_0003_bs8_hs64_ls64_mae,fused-window-snn_grid_043_lr0_0003_bs8_hs64_ls64_mae,fused-window,mae,0.0003,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
351,20260413_030905_fused-window-snn_grid_044_lr0_0003_bs8_hs128_ls32_mse,fused-window-snn_grid_044_lr0_0003_bs8_hs128_ls32_mse,fused-window,mse,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
352,20260413_030906_fused-window-snn_grid_045_lr0_0003_bs8_hs128_ls32_mae,fused-window-snn_grid_045_lr0_0003_bs8_hs128_ls32_mae,fused-window,mae,0.0003,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
353,20260413_030907_fused-window-snn_grid_046_lr0_0003_bs8_hs128_ls64_mse,fused-window-snn_grid_046_lr0_0003_bs8_hs128_ls64_mse,fused-window,mse,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
354,20260413_030908_fused-window-snn_grid_047_lr0_0003_bs8_hs128_ls64_mae,fused-window-snn_grid_047_lr0_0003_bs8_hs128_ls64_mae,fused-window,mae,0.0003,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
355,20260413_030908_fused-window-snn_grid_048_lr0_0003_bs16_hs64_ls32_mse,fused-window-snn_grid_048_lr0_0003_bs16_hs64_ls32_mse,fused-window,mse,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
356,20260413_030908_fused-window-snn_grid_049_lr0_0003_bs16_hs64_ls32_mae,fused-window-snn_grid_049_lr0_0003_bs16_hs64_ls32_mae,fused-window,mae,0.0003,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
357,20260413_030908_fused-window-snn_grid_050_lr0_0003_bs16_hs64_ls64_mse,fused-window-snn_grid_050_lr0_0003_bs16_hs64_ls64_mse,fused-window,mse,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
358,20260413_030908_fused-window-snn_grid_051_lr0_0003_bs16_hs64_ls64_mae,fused-window-snn_grid_051_lr0_0003_bs16_hs64_ls64_mae,fused-window,mae,0.0003,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
359,20260413_030909_fused-window-snn_grid_052_lr0_0003_bs16_hs128_ls32_mse,fused-window-snn_grid_052_lr0_0003_bs16_hs128_ls32_mse,fused-window,mse,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
360,20260413_030910_fused-window-snn_grid_053_lr0_0003_bs16_hs128_ls32_mae,fused-window-snn_grid_053_lr0_0003_bs16_hs128_ls32_mae,fused-window,mae,0.0003,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
361,20260413_030911_fused-window-snn_grid_054_lr0_0003_bs16_hs128_ls64_mse,fused-window-snn_grid_054_lr0_0003_bs16_hs128_ls64_mse,fused-window,mse,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
362,20260413_030912_fused-window-snn_grid_055_lr0_0003_bs16_hs128_ls64_mae,fused-window-snn_grid_055_lr0_0003_bs16_hs128_ls64_mae,fused-window,mae,0.0003,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
363,20260413_030913_fused-window-snn_grid_056_lr0_0003_bs32_hs64_ls32_mse,fused-window-snn_grid_056_lr0_0003_bs32_hs64_ls32_mse,fused-window,mse,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
364,20260413_030913_fused-window-snn_grid_057_lr0_0003_bs32_hs64_ls32_mae,fused-window-snn_grid_057_lr0_0003_bs32_hs64_ls32_mae,fused-window,mae,0.0003,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
365,20260413_030913_fused-window-snn_grid_058_lr0_0003_bs32_hs64_ls64_mse,fused-window-snn_grid_058_lr0_0003_bs32_hs64_ls64_mse,fused-window,mse,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
366,20260413_030914_fused-window-snn_grid_059_lr0_0003_bs32_hs64_ls64_mae,fused-window-snn_grid_059_lr0_0003_bs32_hs64_ls64_mae,fused-window,mae,0.0003,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
367,20260413_030915_fused-window-snn_grid_060_lr0_0003_bs32_hs128_ls32_mse,fused-window-snn_grid_060_lr0_0003_bs32_hs128_ls32_mse,fused-window,mse,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
368,20260413_030915_fused-window-snn_grid_061_lr0_0003_bs32_hs128_ls32_mae,fused-window-snn_grid_061_lr0_0003_bs32_hs128_ls32_mae,fused-window,mae,0.0003,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
369,20260413_030917_fused-window-snn_grid_062_lr0_0003_bs32_hs128_ls64_mse,fused-window-snn_grid_062_lr0_0003_bs32_hs128_ls64_mse,fused-window,mse,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
370,20260413_030917_fused-window-snn_grid_064_lr0_0005_bs4_hs64_ls32_mse,fused-window-snn_grid_064_lr0_0005_bs4_hs64_ls32_mse,fused-window,mse,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
371,20260413_030917_fused-window-snn_grid_065_lr0_0005_bs4_hs64_ls32_mae,fused-window-snn_grid_065_lr0_0005_bs4_hs64_ls32_mae,fused-window,mae,0.0005,4,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
372,20260413_030918_fused-window-snn_grid_063_lr0_0003_bs32_hs128_ls64_mae,fused-window-snn_grid_063_lr0_0003_bs32_hs128_ls64_mae,fused-window,mae,0.0003,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
373,20260413_030918_fused-window-snn_grid_066_lr0_0005_bs4_hs64_ls64_mse,fused-window-snn_grid_066_lr0_0005_bs4_hs64_ls64_mse,fused-window,mse,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
374,20260413_030918_fused-window-snn_grid_067_lr0_0005_bs4_hs64_ls64_mae,fused-window-snn_grid_067_lr0_0005_bs4_hs64_ls64_mae,fused-window,mae,0.0005,4,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
375,20260413_030919_fused-window-snn_grid_068_lr0_0005_bs4_hs128_ls32_mse,fused-window-snn_grid_068_lr0_0005_bs4_hs128_ls32_mse,fused-window,mse,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
376,20260413_030919_fused-window-snn_grid_069_lr0_0005_bs4_hs128_ls32_mae,fused-window-snn_grid_069_lr0_0005_bs4_hs128_ls32_mae,fused-window,mae,0.0005,4,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
377,20260413_030920_fused-window-snn_grid_070_lr0_0005_bs4_hs128_ls64_mse,fused-window-snn_grid_070_lr0_0005_bs4_hs128_ls64_mse,fused-window,mse,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
378,20260413_030921_fused-window-snn_grid_071_lr0_0005_bs4_hs128_ls64_mae,fused-window-snn_grid_071_lr0_0005_bs4_hs128_ls64_mae,fused-window,mae,0.0005,4,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
379,20260413_030922_fused-window-snn_grid_072_lr0_0005_bs8_hs64_ls32_mse,fused-window-snn_grid_072_lr0_0005_bs8_hs64_ls32_mse,fused-window,mse,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
380,20260413_030922_fused-window-snn_grid_073_lr0_0005_bs8_hs64_ls32_mae,fused-window-snn_grid_073_lr0_0005_bs8_hs64_ls32_mae,fused-window,mae,0.0005,8,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
381,20260413_030922_fused-window-snn_grid_074_lr0_0005_bs8_hs64_ls64_mse,fused-window-snn_grid_074_lr0_0005_bs8_hs64_ls64_mse,fused-window,mse,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
382,20260413_030922_fused-window-snn_grid_075_lr0_0005_bs8_hs64_ls64_mae,fused-window-snn_grid_075_lr0_0005_bs8_hs64_ls64_mae,fused-window,mae,0.0005,8,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
383,20260413_030922_fused-window-snn_grid_076_lr0_0005_bs8_hs128_ls32_mse,fused-window-snn_grid_076_lr0_0005_bs8_hs128_ls32_mse,fused-window,mse,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
384,20260413_030923_fused-window-snn_grid_077_lr0_0005_bs8_hs128_ls32_mae,fused-window-snn_grid_077_lr0_0005_bs8_hs128_ls32_mae,fused-window,mae,0.0005,8,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
385,20260413_030924_fused-window-snn_grid_078_lr0_0005_bs8_hs128_ls64_mse,fused-window-snn_grid_078_lr0_0005_bs8_hs128_ls64_mse,fused-window,mse,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
386,20260413_030924_fused-window-snn_grid_079_lr0_0005_bs8_hs128_ls64_mae,fused-window-snn_grid_079_lr0_0005_bs8_hs128_ls64_mae,fused-window,mae,0.0005,8,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
387,20260413_030925_fused-window-snn_grid_080_lr0_0005_bs16_hs64_ls32_mse,fused-window-snn_grid_080_lr0_0005_bs16_hs64_ls32_mse,fused-window,mse,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
388,20260413_030926_fused-window-snn_grid_081_lr0_0005_bs16_hs64_ls32_mae,fused-window-snn_grid_081_lr0_0005_bs16_hs64_ls32_mae,fused-window,mae,0.0005,16,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
389,20260413_030926_fused-window-snn_grid_082_lr0_0005_bs16_hs64_ls64_mse,fused-window-snn_grid_082_lr0_0005_bs16_hs64_ls64_mse,fused-window,mse,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
390,20260413_030927_fused-window-snn_grid_083_lr0_0005_bs16_hs64_ls64_mae,fused-window-snn_grid_083_lr0_0005_bs16_hs64_ls64_mae,fused-window,mae,0.0005,16,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
391,20260413_030927_fused-window-snn_grid_084_lr0_0005_bs16_hs128_ls32_mse,fused-window-snn_grid_084_lr0_0005_bs16_hs128_ls32_mse,fused-window,mse,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
392,20260413_030927_fused-window-snn_grid_085_lr0_0005_bs16_hs128_ls32_mae,fused-window-snn_grid_085_lr0_0005_bs16_hs128_ls32_mae,fused-window,mae,0.0005,16,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
393,20260413_030927_fused-window-snn_grid_086_lr0_0005_bs16_hs128_ls64_mse,fused-window-snn_grid_086_lr0_0005_bs16_hs128_ls64_mse,fused-window,mse,0.0005,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
394,20260413_030928_fused-window-snn_grid_087_lr0_0005_bs16_hs128_ls64_mae,fused-window-snn_grid_087_lr0_0005_bs16_hs128_ls64_mae,fused-window,mae,0.0005,16,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
395,20260413_030928_fused-window-snn_grid_088_lr0_0005_bs32_hs64_ls32_mse,fused-window-snn_grid_088_lr0_0005_bs32_hs64_ls32_mse,fused-window,mse,0.0005,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
396,20260413_030929_fused-window-snn_grid_089_lr0_0005_bs32_hs64_ls32_mae,fused-window-snn_grid_089_lr0_0005_bs32_hs64_ls32_mae,fused-window,mae,0.0005,32,64,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
397,20260413_030929_fused-window-snn_grid_090_lr0_0005_bs32_hs64_ls64_mse,fused-window-snn_grid_090_lr0_0005_bs32_hs64_ls64_mse,fused-window,mse,0.0005,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
398,20260413_030930_fused-window-snn_grid_091_lr0_0005_bs32_hs64_ls64_mae,fused-window-snn_grid_091_lr0_0005_bs32_hs64_ls64_mae,fused-window,mae,0.0005,32,64,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
399,20260413_030930_fused-window-snn_grid_092_lr0_0005_bs32_hs128_ls32_mse,fused-window-snn_grid_092_lr0_0005_bs32_hs128_ls32_mse,fused-window,mse,0.0005,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
400,20260413_030931_fused-window-snn_grid_093_lr0_0005_bs32_hs128_ls32_mae,fused-window-snn_grid_093_lr0_0005_bs32_hs128_ls32_mae,fused-window,mae,0.0005,32,128,32,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
401,20260413_030931_fused-window-snn_grid_094_lr0_0005_bs32_hs128_ls64_mse,fused-window-snn_grid_094_lr0_0005_bs32_hs128_ls64_mse,fused-window,mse,0.0005,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for mean_squared_error,2
402,20260413_030931_fused-window-snn_grid_095_lr0_0005_bs32_hs128_ls64_mae,fused-window-snn_grid_095_lr0_0005_bs32_hs128_ls64_mae,fused-window,mae,0.0005,32,128,64,N/A,N/A,N/A,N/A,0,Failed (1),Shape mismatch for subtract_inplace,2
