backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.500000,0.900000,2,43,7096950814052064792,0.054147,0.093535,-0.006768,0.000000,0.000000,0.000000,1.000000,376320.000000,17174.939453,250.345459,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.500000,0.990000,2,43,7096950814052064792,0.076114,0.114396,-0.022641,0.000000,0.000000,0.000000,0.996094,376290.000000,11560.975586,353.372803,37286,36864
xtensor,article_snn_recurrent,fsdd,lstm-ae,poisson,lstm,1,0.000000,0.000000,3,44,7096950814052064792,0.118271,0.272252,-0.043485,0.000000,0.000000,0.000000,0.000000,85238400.000000,448712.312500,1666.051270,120225,8523840
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,0.500000,0.800000,3,44,7096950814052064792,0.150359,0.195317,-0.117943,0.000000,0.000000,0.000000,0.961979,376028.000000,8570.480469,116.535645,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,0.500000,0.900000,3,44,7096950814052064792,0.176687,0.237442,-0.129251,0.000000,0.000000,0.000000,0.976172,376137.000000,11321.954102,108.278053,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,0.500000,0.990000,3,44,7096950814052064792,0.223269,0.330774,-0.195388,0.000000,0.000000,0.000000,0.858594,375234.000000,19256.703125,103.649162,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.000000,0.800000,3,44,7096950814052064792,0.081668,0.115154,-0.035456,0.000000,0.000000,0.000000,1.000000,376320.000000,11070.558594,106.076370,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.000000,0.900000,3,44,7096950814052064792,0.094638,0.132406,-0.044339,0.000000,0.000000,0.000000,0.992188,376260.000000,11822.560547,111.190384,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.000000,0.990000,3,44,7096950814052064792,0.122273,0.151137,-0.125870,0.000000,0.000000,0.000000,0.970833,376096.000000,5035.630371,101.329308,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.500000,0.800000,3,44,7096950814052064792,0.044493,0.071055,-0.009205,0.000000,0.000000,0.000000,0.996094,376290.000000,9442.016602,142.531281,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.500000,0.900000,3,44,7096950814052064792,0.052940,0.093243,-0.005937,0.000000,0.000000,0.000000,1.000000,376320.000000,15588.363281,137.032288,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,poisson,recurrent,2,1.500000,0.990000,3,44,7096950814052064792,0.075584,0.121868,-0.017059,0.000000,0.000000,0.000000,0.992188,376260.000000,14705.653320,131.294876,37286,36864
xtensor,article_snn_recurrent,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,1,42,7096950814052064792,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,612978.312500,2305.292725,120225,8523840
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.800000,1,42,7096950814052064792,0.103241,0.225018,0.586034,0.000000,0.000000,0.000000,0.919922,375705.000000,16428.699219,85.485550,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.900000,1,42,7096950814052064792,0.131381,0.259880,0.474472,0.000000,0.000000,0.000000,0.880729,375404.000000,14814.078125,88.141205,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.990000,1,42,7096950814052064792,0.105782,0.231410,0.574970,0.000000,0.000000,0.000000,0.914714,375665.000000,14465.609375,80.912636,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.800000,1,42,7096950814052064792,0.213821,0.352431,0.028693,0.000000,0.000000,0.000000,0.788021,374692.000000,15309.765625,84.924683,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.900000,1,42,7096950814052064792,0.178446,0.316734,0.239690,0.000000,0.000000,0.000000,0.827474,374995.000000,15932.910156,84.742401,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.990000,1,42,7096950814052064792,0.134237,0.263290,0.453341,0.000000,0.000000,0.000000,0.878516,375387.000000,15146.166992,85.463661,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.800000,1,42,7096950814052064792,0.185281,0.313031,-0.099749,0.000000,0.000000,0.000000,0.699870,374015.000000,14552.620117,122.017715,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.900000,1,42,7096950814052064792,0.198814,0.307779,-0.090548,0.000000,0.000000,0.000000,0.732422,374265.000000,14988.077148,109.355743,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.990000,1,42,7096950814052064792,0.181863,0.325146,0.110958,0.000000,0.000000,0.000000,0.827604,374996.000000,15072.997070,122.247925,37286,36864
xtensor,article_snn_recurrent,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,2,43,7096950814052064792,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,540466.562500,2073.520264,120225,8523840
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.800000,2,43,7096950814052064792,0.117742,0.249458,0.527890,0.000000,0.000000,0.000000,0.898438,375540.000000,20266.673828,138.554749,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.900000,2,43,7096950814052064792,0.104088,0.230201,0.583643,0.000000,0.000000,0.000000,0.910547,375633.000000,20969.669922,115.404579,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.990000,2,43,7096950814052064792,0.089785,0.202029,0.639243,0.000000,0.000000,0.000000,0.932161,375799.000000,20638.740234,103.203743,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.800000,2,43,7096950814052064792,0.204547,0.342208,0.070820,0.000000,0.000000,0.000000,0.801823,374798.000000,19546.853516,117.835144,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.900000,2,43,7096950814052064792,0.184716,0.321402,0.212975,0.000000,0.000000,0.000000,0.840104,375092.000000,19757.855469,108.824806,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.990000,2,43,7096950814052064792,0.154290,0.289347,0.371678,0.000000,0.000000,0.000000,0.856380,375217.000000,20897.976562,131.980240,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.800000,2,43,7096950814052064792,0.207734,0.271439,-0.233028,0.000000,0.000000,0.000000,0.761719,374490.000000,8800.307617,109.411491,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.900000,2,43,7096950814052064792,0.194057,0.306563,-0.064456,0.000000,0.000000,0.000000,0.757812,374460.000000,20273.386719,237.484451,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.990000,2,43,7096950814052064792,0.201283,0.337767,0.016020,0.000000,0.000000,0.000000,0.794661,374743.000000,20224.523438,228.802994,37286,36864
xtensor,article_snn_recurrent,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,3,44,7096950814052064792,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,546294.125000,1895.912109,120225,8523840
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.800000,3,44,7096950814052064792,0.121047,0.254518,0.514638,0.000000,0.000000,0.000000,0.897005,375529.000000,20264.355469,111.265968,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.900000,3,44,7096950814052064792,0.110869,0.237974,0.556520,0.000000,0.000000,0.000000,0.899089,375545.000000,20332.308594,111.422279,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,0.500000,0.990000,3,44,7096950814052064792,0.096109,0.215275,0.613836,0.000000,0.000000,0.000000,0.916927,375682.000000,19941.425781,110.355934,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.800000,3,44,7096950814052064792,0.178310,0.325878,0.190002,0.000000,0.000000,0.000000,0.833854,375044.000000,20299.400391,115.498238,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.900000,3,44,7096950814052064792,0.180661,0.324487,0.230253,0.000000,0.000000,0.000000,0.833333,375040.000000,20124.089844,193.796860,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.000000,0.990000,3,44,7096950814052064792,0.132024,0.262676,0.462353,0.000000,0.000000,0.000000,0.883464,375425.000000,20645.552734,113.599380,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.800000,3,44,7096950814052064792,0.175979,0.298006,-0.044539,0.000000,0.000000,0.000000,0.727604,374228.000000,20214.935547,105.840889,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.900000,3,44,7096950814052064792,0.193748,0.308025,-0.062759,0.000000,0.000000,0.000000,0.742057,374339.000000,19827.898438,108.576378,37286,36864
xtensor,article_snn_recurrent,fsdd,snn-ae,latency,recurrent,2,1.500000,0.990000,3,44,7096950814052064792,0.223881,0.346034,-0.094450,0.000000,0.000000,0.000000,0.755599,374443.000000,21165.337891,108.915245,37286,36864
