backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.800000,2,43,9783383050935234930,0.102720,0.211039,0.583693,0.500000,0.500000,0.500000,0.877214,375377.000000,3764.579346,2.168373,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.900000,2,43,9783383050935234930,0.116248,0.242215,0.528866,0.666667,1.000000,0.800000,0.886589,375449.000000,4022.421875,2.191630,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.990000,2,43,9783383050935234930,0.117357,0.231958,0.524372,1.000000,0.500000,0.666667,0.852604,375188.000000,4178.722656,2.175566,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.800000,2,43,9783383050935234930,0.112178,0.226990,0.545361,0.500000,0.500000,0.500000,0.875651,375365.000000,3515.799561,3.441097,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.900000,2,43,9783383050935234930,0.099653,0.209679,0.596120,0.000000,0.000000,0.000000,0.868750,375312.000000,5113.185059,7.246418,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.990000,2,43,9783383050935234930,0.102211,0.215732,0.585753,1.000000,0.500000,0.666667,0.935807,375827.000000,3548.833984,12.786466,37286,36864
xtensor,article_snn_dense,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,3,44,9783383050935234930,0.101859,0.211790,0.587181,0.000000,0.000000,0.000000,0.000000,11842560.000000,92245.726562,280.553955,122472,1184256
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.800000,3,44,9783383050935234930,0.128653,0.251805,0.478588,0.666667,1.000000,0.800000,0.885807,375443.000000,1929.820923,3.793797,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.900000,3,44,9783383050935234930,0.103838,0.218380,0.579162,1.000000,0.500000,0.666667,0.919922,375705.000000,3673.158936,2.375383,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,0.500000,0.990000,3,44,9783383050935234930,0.113426,0.233198,0.540301,1.000000,0.500000,0.666667,0.896094,375522.000000,4139.120605,2.192469,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.800000,3,44,9783383050935234930,0.105475,0.224359,0.572529,1.000000,1.000000,1.000000,0.894531,375510.000000,4423.290527,6.064838,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.900000,3,44,9783383050935234930,0.113798,0.232757,0.538795,1.000000,1.000000,1.000000,0.908984,375621.000000,2630.947754,3.865455,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.000000,0.990000,3,44,9783383050935234930,0.120776,0.247358,0.510513,0.666667,1.000000,0.800000,0.887760,375458.000000,3663.232910,2.618642,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.800000,3,44,9783383050935234930,0.107531,0.226004,0.564193,1.000000,0.500000,0.666667,0.844531,375126.000000,4991.499023,2.057954,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.900000,3,44,9783383050935234930,0.108674,0.229906,0.559564,1.000000,1.000000,1.000000,0.898568,375541.000000,4020.360596,2.180386,37286,36864
xtensor,article_snn_dense,fsdd,snn-ae,latency,dense,2,1.500000,0.990000,3,44,9783383050935234930,0.106712,0.227320,0.567514,0.666667,1.000000,0.800000,0.893750,375504.000000,2658.909424,4.877530,37286,36864
