model,encoding,architecture,v_th,alpha,run_id,seed,cv_fold,split,speaker_id,recording_id,window_id,source_window_index,mse,mae
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,194,3460,0,0.03889887,0.15116318
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,195,3474,0,0.01876133,0.11080782
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,196,3487,0,0.00848234,0.06296563
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,197,3505,0,0.04508921,0.16158888
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,198,3518,0,0.02048852,0.11038507
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,199,3533,0,0.05263249,0.17428541
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,450,7232,0,0.03991309,0.14520109
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,451,7244,0,0.02704189,0.12926574
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,452,7254,0,0.00643008,0.06321146
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,453,7266,0,0.02662934,0.11661793
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,454,7278,0,0.02044879,0.11106692
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,455,7289,0,0.03344653,0.13943198
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,456,7298,0,0.04947527,0.17409146
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,457,7308,0,0.03031927,0.13398509
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,458,7318,0,0.01968233,0.10558276
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,459,7328,0,0.01118347,0.07275791
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,460,7336,0,0.01689027,0.09294306
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,461,7346,0,0.02101933,0.10738997
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,462,7354,0,0.05154778,0.16113412
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,463,7363,0,0.00993797,0.07463948
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,464,7373,0,0.01269900,0.08793325
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,465,7383,0,0.02272909,0.11373251
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,466,7394,0,0.01946266,0.09806067
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,467,7404,0,0.01515561,0.08544583
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,468,7414,0,0.02389952,0.11576187
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,469,7425,0,0.02209710,0.11227850
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,470,7436,0,0.04420087,0.15571158
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,471,7444,0,0.01422175,0.08807334
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,472,7455,0,0.04405261,0.14512545
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,473,7465,0,0.02581667,0.11988579
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,474,7475,0,0.03396520,0.13357091
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,475,7485,0,0.02635137,0.12261169
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,476,7495,0,0.03006509,0.12900421
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,477,7506,0,0.00973211,0.07431017
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,478,7519,0,0.01042266,0.07574713
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,479,7528,0,0.01110199,0.07559652
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,480,7538,0,0.02478490,0.11572371
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,481,7549,0,0.02615276,0.11898506
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,482,7560,0,0.03670498,0.14342618
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,483,7570,0,0.01952595,0.10390569
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,484,7581,0,0.02654729,0.12269762
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,485,7591,0,0.01305898,0.08209450
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,486,7603,0,0.04415468,0.15959620
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,487,7613,0,0.02031450,0.10502337
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,488,7622,0,0.01748856,0.09953744
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,489,7632,0,0.03356906,0.14413601
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,490,7643,0,0.01829934,0.10374364
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,491,7653,0,0.04102735,0.14786692
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,492,7663,0,0.06185620,0.18874367
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,493,7671,0,0.02057214,0.11102541
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,494,7683,0,0.05547515,0.17608832
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,495,7692,0,0.02258027,0.11603314
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,496,7703,0,0.02236773,0.11958732
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,497,7713,0,0.01516839,0.09182625
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,498,7723,0,0.02591854,0.11810280
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,499,7731,0,0.03440200,0.13918343
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,750,11066,0,0.02023982,0.11163692
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,751,11078,0,0.00681457,0.05911268
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,752,11088,0,0.02444686,0.11367802
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,753,11098,0,0.01396766,0.09179710
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,754,11109,0,0.12190918,0.24543199
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,755,11118,0,0.02084728,0.11204829
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,756,11128,0,0.02069077,0.09786134
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,757,11139,0,0.02688081,0.13023770
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,758,11150,0,0.01148008,0.07629421
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,759,11161,0,0.01531192,0.09385006
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,760,11171,0,0.00916890,0.07456067
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,761,11184,0,0.07140709,0.20280181
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,762,11192,0,0.00719798,0.06765360
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,763,11204,0,0.01587342,0.09027163
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,764,11213,0,0.09291459,0.24025610
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,765,11219,0,0.04133574,0.15604728
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,766,11230,0,0.07521291,0.20775013
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,767,11236,0,0.04163273,0.14688882
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,768,11243,0,0.00724530,0.06921960
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,769,11255,0,0.04677625,0.16441685
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,770,11264,0,0.26957664,0.38329920
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,771,11272,0,0.00640449,0.06438249
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,772,11284,0,0.23228641,0.40772542
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,773,11294,0,0.19081564,0.33614093
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,774,11302,0,0.00823118,0.06505649
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,775,11311,0,0.08374277,0.21303630
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,776,11318,0,0.16852662,0.30734140
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,777,11325,0,0.14653175,0.30288020
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,778,11332,0,0.01374068,0.09130134
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,779,11342,0,0.01131303,0.08197938
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,780,11353,0,0.02261570,0.11462215
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,781,11364,0,0.10030728,0.24980880
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,782,11371,0,0.00680972,0.06467035
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,783,11382,0,0.25398821,0.41562617
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,784,11390,0,0.00797136,0.07161041
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,785,11401,0,0.02397698,0.11415973
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,786,11412,0,0.00693962,0.06413088
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,787,11424,0,0.01981733,0.10939793
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,788,11434,0,0.01140194,0.08132278
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,789,11445,0,0.02913864,0.12745757
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,790,11455,0,0.02212239,0.10267657
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,791,11464,0,0.01467271,0.09363019
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,792,11473,0,0.03807579,0.14456448
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,793,11487,0,0.00970856,0.07587174
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,794,11501,0,0.02055920,0.10453897
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,795,11513,0,0.06461121,0.19909228
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,796,11519,0,0.31793305,0.43757799
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,797,11527,0,0.03255193,0.14026678
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,798,11537,0,0.30152196,0.46322927
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,799,11545,0,0.03978701,0.15531918
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1050,14972,0,0.00730611,0.06785223
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1051,14983,0,0.00632264,0.06225904
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1052,14994,0,0.00909895,0.07341608
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1053,15005,0,0.03315007,0.13681836
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1054,15016,0,0.23220240,0.34704310
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1055,15023,0,0.18457524,0.35332292
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1056,15030,0,0.00806828,0.06845721
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1057,15040,0,0.00757785,0.06448261
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1058,15052,0,0.15055117,0.26801303
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1059,15058,0,0.07063703,0.17808959
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1060,15065,0,0.08304485,0.21286041
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1061,15072,0,0.06591700,0.19566306
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1062,15078,0,0.21201229,0.36228195
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1063,15087,0,0.01051180,0.07910431
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1064,15098,0,0.00776861,0.06114084
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1065,15107,0,0.06756964,0.20831975
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1066,15114,0,0.11386722,0.25358322
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1067,15122,0,0.09144270,0.23044331
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1068,15130,0,0.01152433,0.08007628
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1069,15141,0,0.00708944,0.06563640
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1070,15152,0,0.05625836,0.17681552
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1071,15159,0,0.04081304,0.15807651
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1072,15166,0,0.01190712,0.08086613
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1073,15176,0,0.11497007,0.24483308
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1074,15184,0,0.00641491,0.06059961
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1075,15195,0,0.01663620,0.09801164
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1076,15205,0,0.01380787,0.08925591
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1077,15215,0,0.01158510,0.08029636
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1078,15225,0,0.05521926,0.17955111
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1079,15233,0,0.01560518,0.09325229
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1080,15242,0,0.01268664,0.08009209
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1081,15250,0,0.00835614,0.06379116
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1082,15259,0,0.01048061,0.07077491
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1083,15267,0,0.17400429,0.32462189
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1084,15274,0,0.01053957,0.08039871
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1085,15286,0,0.02684475,0.11230438
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1086,15296,0,0.01136214,0.07934503
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1087,15306,0,0.01206393,0.07996362
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1088,15314,0,0.01589003,0.08590677
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1089,15322,0,0.02038405,0.10426479
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1090,15332,0,0.00914154,0.06712137
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1091,15341,0,0.01315492,0.08577085
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1092,15352,0,0.05077153,0.16196807
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1093,15362,0,0.00835710,0.06958052
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1094,15372,0,0.01195774,0.08071097
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1095,15383,0,0.01392540,0.09193210
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1096,15396,0,0.01328452,0.09035823
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1097,15407,0,0.01055311,0.07825384
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1098,15421,0,0.01364584,0.09098262
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1099,15434,0,0.12501213,0.29776859
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1350,18777,0,0.29867080,0.40708292
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1351,18787,0,0.16626553,0.27195403
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1352,18798,0,0.36680233,0.45398697
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1353,18808,0,0.61552167,0.61655116
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1354,18818,0,0.22023340,0.33526888
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1355,18827,0,0.30870277,0.40744668
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1356,18838,0,0.19666371,0.30909944
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1357,18848,0,0.27646238,0.34865046
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1358,18860,0,0.00536497,0.05433441
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1359,18875,0,0.29911295,0.36669537
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1360,18888,0,0.52784175,0.50138944
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1361,18900,0,0.30435672,0.39276102
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1362,18910,0,0.39474365,0.46626484
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1363,18920,0,0.24588498,0.35942733
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1364,18929,0,0.32324401,0.44898766
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1365,18938,0,0.43571031,0.44531327
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1366,18948,0,0.12556288,0.25024447
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1367,18958,0,0.47222653,0.54865646
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1368,18969,0,0.14124756,0.25297296
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1369,18980,0,0.11341257,0.24266133
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1370,18992,0,0.55879903,0.55887425
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1371,19003,0,0.10890535,0.22285026
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1372,19014,0,0.33951768,0.41892231
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1373,19025,0,0.22765645,0.33650410
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1374,19036,0,0.24102201,0.39010635
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1375,19044,0,0.57757086,0.58504033
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1376,19055,0,0.22029588,0.34265244
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1377,19068,0,0.07987655,0.20823853
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1378,19080,0,0.23987651,0.33687103
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1379,19091,0,0.21554425,0.35135067
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1380,19101,0,0.05226273,0.16614863
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1381,19113,0,0.47582003,0.50304282
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1382,19125,0,0.38449597,0.44093391
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1383,19136,0,0.28049433,0.39349619
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1384,19144,0,0.24381453,0.34425119
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1385,19155,0,0.06473552,0.15600067
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1386,19166,0,0.30442590,0.37960339
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1387,19177,0,0.35815173,0.41897750
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1388,19190,0,0.59548652,0.62379974
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1389,19200,0,0.10837730,0.24128780
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1390,19210,0,0.51760882,0.50667250
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1391,19221,0,0.10896977,0.19878769
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1392,19231,0,0.14809091,0.25607783
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1393,19243,0,0.62610734,0.62710780
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1394,19256,0,0.13874261,0.26286095
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1395,19266,0,0.10079422,0.20395172
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1396,19277,0,0.45987499,0.49778312
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1397,19288,0,0.21076213,0.35887599
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1398,19298,0,0.17540871,0.32276264
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1399,19307,0,0.38515425,0.47773802
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1650,22842,0,0.32235852,0.38013563
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1651,22853,0,0.25937155,0.32222229
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1652,22865,0,0.16783912,0.25534931
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1653,22877,0,0.00660937,0.06179291
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1654,22892,0,0.20666884,0.33667096
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1655,22906,0,0.21380664,0.29042438
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1656,22918,0,0.09889679,0.24263352
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1657,22932,0,0.21991479,0.33649924
lstm-ae,,lstm,0.00000000,0.00000000,1,42,2,val,3,1658,22946,0,0.02201052,0.09871785
