backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,split,cv_fold,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,13921951549467209506,val,2,0.102384,0.191737,0.897611,0.000000,0.000000,0.000000,0.000000,11842560.000000,463673.437500,1761.619507,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,13921951549467209506,test,2,1.250830,0.616782,-0.251196,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,13921951549467209506,val,2,0.105073,0.196427,0.894922,0.000000,0.000000,0.000000,0.000000,8893440.000000,280846.406250,2727.720947,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,13921951549467209506,test,2,1.119345,0.606171,-0.119575,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,13921951549467209506,val,2,0.096694,0.185418,0.903302,0.000000,0.000000,0.000000,0.000000,47554560.000000,148304.593750,483.395721,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,13921951549467209506,test,2,0.885253,0.562481,0.114442,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,1,42,13921951549467209506,val,2,0.112229,0.206330,0.887766,1.000000,0.060000,0.113208,0.133229,378872.000000,16616.345703,10.268131,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,1,42,13921951549467209506,val,2,0.102753,0.200597,0.897243,0.000000,0.000000,0.000000,0.105417,376736.000000,15751.976562,10.200105,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,1,42,13921951549467209506,val,2,0.096353,0.190495,0.903642,0.000000,0.000000,0.000000,0.081706,374915.000000,13840.616211,10.078441,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.800000,1,42,13921951549467209506,val,2,0.127086,0.222156,0.872908,1.000000,0.060000,0.113208,0.173932,381998.000000,17001.785156,10.200454,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.900000,1,42,13921951549467209506,val,2,0.112460,0.205802,0.887535,1.000000,0.020000,0.039216,0.129206,378563.000000,24979.730469,10.195216,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.990000,1,42,13921951549467209506,val,2,0.102873,0.198962,0.897122,0.000000,0.000000,0.000000,0.094245,375878.000000,20307.166016,10.714141,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.800000,1,42,13921951549467209506,val,2,0.119613,0.217963,0.880382,0.750000,0.060000,0.111111,0.168047,381546.000000,17120.285156,11.196398,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.900000,1,42,13921951549467209506,val,2,0.113224,0.209037,0.886771,1.000000,0.080000,0.148148,0.152578,380358.000000,16870.675781,10.876732,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.990000,1,42,13921951549467209506,val,2,0.096270,0.189081,0.903725,0.000000,0.000000,0.000000,0.076107,374485.000000,22462.392578,10.198359,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.800000,1,42,13921951549467209506,val,2,0.090365,0.181812,0.879598,0.000000,0.000000,0.000000,0.137461,379197.000000,15810.345703,11.189902,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.900000,1,42,13921951549467209506,val,2,0.087334,0.174456,0.883637,0.000000,0.000000,0.000000,0.134036,378934.000000,16636.955078,12.175997,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.990000,1,42,13921951549467209506,val,2,0.085262,0.178234,0.886398,0.000000,0.000000,0.000000,0.096081,376019.000000,15914.321289,29.919779,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.800000,1,42,13921951549467209506,val,2,0.142622,0.226399,0.809973,0.700000,0.140000,0.233333,0.206341,384487.000000,16773.685547,12.472336,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.900000,1,42,13921951549467209506,val,2,0.095080,0.186447,0.873316,1.000000,0.040000,0.076923,0.156927,380692.000000,18078.800781,12.328532,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.990000,1,42,13921951549467209506,val,2,0.085139,0.173422,0.886562,0.000000,0.000000,0.000000,0.107982,376933.000000,15592.745117,11.615099,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.800000,1,42,13921951549467209506,val,2,0.105110,0.200781,0.859952,0.750000,0.060000,0.111111,0.197539,383811.000000,16029.352539,12.396767,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.900000,1,42,13921951549467209506,val,2,0.110828,0.202170,0.852333,1.000000,0.040000,0.076923,0.177435,382267.000000,16253.387695,11.137311,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.990000,1,42,13921951549467209506,val,2,0.086707,0.174321,0.884472,0.000000,0.000000,0.000000,0.124505,378202.000000,21613.662109,32.057911,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.800000,1,42,13921951549467209506,val,2,0.071062,0.109760,0.367720,0.000000,0.000000,0.000000,0.562578,411846.000000,95948.148438,872.562195,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.900000,1,42,13921951549467209506,val,2,0.027956,0.059215,0.767861,0.000000,0.000000,0.000000,0.641953,417942.000000,61741.761719,788.433960,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.990000,1,42,13921951549467209506,val,2,0.019961,0.078815,0.885535,0.000000,0.000000,0.000000,0.598359,414594.000000,96069.351562,845.515442,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.800000,1,42,13921951549467209506,val,2,0.027007,0.049289,0.677390,0.000000,0.000000,0.000000,0.631979,417176.000000,72433.781250,787.208008,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.900000,1,42,13921951549467209506,val,2,0.012475,0.026341,0.872184,0.000000,0.000000,0.000000,0.585859,413634.000000,81583.703125,795.777161,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.990000,1,42,13921951549467209506,val,2,0.004283,0.018848,0.965306,0.000000,0.000000,0.000000,0.552409,411065.000000,101982.984375,758.435059,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.800000,1,42,13921951549467209506,val,2,0.012390,0.041818,0.818042,0.000000,0.000000,0.000000,0.401393,399467.000000,60831.632812,750.860535,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.900000,1,42,13921951549467209506,val,2,0.008128,0.021052,0.896081,0.000000,0.000000,0.000000,0.408724,400030.000000,75331.898438,799.098755,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.990000,1,42,13921951549467209506,val,2,0.013989,0.067396,0.852758,0.000000,0.000000,0.000000,0.554714,411242.000000,66580.375000,904.178894,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.990000,1,42,13921951549467209506,test,2,0.121853,0.134039,-0.197478,0.000000,0.000000,0.000000,0.586190,593737.000000,91987.531250,826.798889,37286,36864
