backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,split,cv_fold,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,10847152482836004592,val,4,0.008245,0.053540,0.991753,0.000000,0.000000,0.000000,0.000000,11842560.000000,354377.156250,2206.472168,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,10847152482836004592,test,4,1.286785,0.659861,-0.286771,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,10847152482836004592,val,4,0.008785,0.056585,0.991213,0.000000,0.000000,0.000000,0.000000,8893440.000000,375294.906250,3401.421631,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,10847152482836004592,test,4,1.304962,0.663355,-0.304963,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,10847152482836004592,val,4,0.007438,0.042010,0.992561,0.000000,0.000000,0.000000,0.000000,47554560.000000,99813.007812,467.719421,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,10847152482836004592,test,4,1.306647,0.659433,-0.306791,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,1,42,10847152482836004592,val,4,0.011196,0.064322,0.988802,0.000000,0.000000,0.000000,0.062917,373472.000000,10570.554688,11.480705,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,1,42,10847152482836004592,val,4,0.014152,0.081941,0.985845,0.000000,0.000000,0.000000,0.066563,373752.000000,10333.833008,11.695469,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,1,42,10847152482836004592,val,4,0.015633,0.086963,0.984364,0.000000,0.000000,0.000000,0.068828,373926.000000,10729.128906,12.278714,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.800000,1,42,10847152482836004592,val,4,0.021620,0.097927,0.978376,0.000000,0.000000,0.000000,0.102604,376520.000000,9598.060547,11.539796,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.900000,1,42,10847152482836004592,val,4,0.016598,0.079800,0.983399,0.000000,0.000000,0.000000,0.086953,375318.000000,9045.874023,11.822515,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.990000,1,42,10847152482836004592,val,4,0.012205,0.073899,0.987792,0.000000,0.000000,0.000000,0.057266,373038.000000,10216.806641,12.596498,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.800000,1,42,10847152482836004592,val,4,0.014759,0.084258,0.985238,0.000000,0.000000,0.000000,0.077266,374574.000000,9429.016602,11.781172,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.900000,1,42,10847152482836004592,val,4,0.010482,0.059586,0.989516,0.000000,0.000000,0.000000,0.053359,372738.000000,8982.784180,13.342964,37286,36864
