model,encoding,architecture,v_th,alpha,run_id,seed,cv_fold,split,speaker_id,recording_id,window_id,source_window_index,mse,mae
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,100,1815,0,0.00875213,0.04004604
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,101,1835,0,0.01128250,0.03605928
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,102,1857,0,0.00322135,0.03299277
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,103,1873,0,0.00516944,0.04124017
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,104,1890,0,0.00403573,0.03064403
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,105,1907,0,0.00596979,0.03235328
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,106,1926,0,0.00446100,0.03133006
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,107,1944,0,0.00799190,0.03683377
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,108,1964,0,0.00717957,0.03692488
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,109,1983,0,0.00808347,0.03363490
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,110,2003,0,0.00694356,0.03345570
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,111,2023,0,0.00776042,0.03472324
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,112,2043,0,0.01474929,0.03543555
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,113,2066,0,0.00871953,0.03466827
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,114,2087,0,0.00769745,0.03276082
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,115,2107,0,0.00424187,0.03010070
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,116,2125,0,0.00387518,0.03299706
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,117,2142,0,0.04166445,0.04512499
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,118,2173,0,0.00635446,0.03241786
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,119,2192,0,0.00387192,0.03131632
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,120,2209,0,0.03075183,0.04325709
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,121,2238,0,0.00593282,0.04139549
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,122,2256,0,0.00429763,0.03498304
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,123,2273,0,0.00455432,0.03235059
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,124,2291,0,0.00647870,0.04421233
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,125,2310,0,0.00378475,0.03393687
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,126,2327,0,0.00402214,0.03133782
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,127,2344,0,0.00367597,0.03108046
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,128,2361,0,0.01213859,0.04489394
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,129,2382,0,0.00628931,0.03280446
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,130,2401,0,0.01906059,0.03651615
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,131,2426,0,0.00609191,0.03287382
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,132,2445,0,0.00650188,0.03217958
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,133,2464,0,0.03347697,0.04225178
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,134,2493,0,0.00315046,0.03005235
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,135,2509,0,0.00653816,0.04627484
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,136,2527,0,0.00680844,0.05293933
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,137,2545,0,0.02316408,0.06361956
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,138,2570,0,0.00885037,0.06283832
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,139,2588,0,0.01530676,0.03703017
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,140,2612,0,0.00705794,0.06287131
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,141,2627,0,0.00876834,0.04147310
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,142,2647,0,0.00615546,0.03222889
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,143,2666,0,0.01560479,0.03524292
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,144,2690,0,0.00726727,0.03282234
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,145,2710,0,0.00650630,0.03280488
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,146,2729,0,0.00384481,0.03100186
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,147,2746,0,0.00333068,0.03086968
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,148,2763,0,0.00910138,0.03436193
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,149,2784,0,0.06787949,0.05932297
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,400,6414,0,0.00232365,0.02951596
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,401,6426,0,0.00209103,0.02732958
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,402,6439,0,0.00225815,0.02866495
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,403,6451,0,0.00222351,0.03001867
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,404,6465,0,0.00246931,0.02925154
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,405,6480,0,0.03541433,0.04261946
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,406,6510,0,0.00279842,0.03337174
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,407,6525,0,0.00209170,0.02803046
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,408,6538,0,0.02974603,0.04042461
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,409,6566,0,0.00231934,0.03197034
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,410,6580,0,0.02041625,0.05326121
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,411,6605,0,0.00310226,0.03222282
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,412,6621,0,0.00212431,0.02781776
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,413,6634,0,0.00239254,0.02962208
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,414,6646,0,0.01099950,0.03532929
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,415,6668,0,0.00231400,0.02914524
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,416,6682,0,0.00219422,0.02950298
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,417,6696,0,0.00704229,0.03281604
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,418,6716,0,0.00209462,0.02799265
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,419,6729,0,0.00238288,0.03114124
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,420,6743,0,0.06770427,0.16292940
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,421,6751,0,0.00299052,0.03114483
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,422,6762,0,0.00254599,0.03392750
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,423,6776,0,0.02035715,0.03616199
lstm-ae,,lstm,0.00000000,0.00000000,1,42,1,val,2,424,6802,0,0.00338855,0.03137823
