backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,split,cv_fold,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,15124247717091598372,val,5,0.081974,0.147722,0.918028,0.000000,0.000000,0.000000,0.000000,11842560.000000,1244665.625000,2181.769531,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,15124247717091598372,test,5,1.259381,0.621226,-0.259874,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,15124247717091598372,val,5,0.083082,0.153126,0.916921,0.000000,0.000000,0.000000,0.000000,8893440.000000,885040.625000,3534.574951,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,15124247717091598372,test,5,1.305363,0.632784,-0.305712,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,15124247717091598372,val,5,0.080868,0.146352,0.919135,0.000000,0.000000,0.000000,0.000000,47554560.000000,151240.281250,701.654907,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,15124247717091598372,test,5,1.103301,0.598872,-0.103690,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,1,42,15124247717091598372,val,5,0.130300,0.193533,0.869705,0.742857,0.520000,0.611765,0.142878,379613.000000,41584.113281,10.819465,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,1,42,15124247717091598372,val,5,0.082390,0.154809,0.917611,0.700000,0.280000,0.400000,0.081823,374924.000000,25277.541016,10.661762,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,1,42,15124247717091598372,val,5,0.079483,0.149191,0.920519,0.684211,0.260000,0.376812,0.069245,373958.000000,27736.998047,10.540796,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.800000,1,42,15124247717091598372,val,5,0.116526,0.182486,0.883478,0.700000,0.420000,0.525000,0.131615,378748.000000,25088.283203,11.372751,37286,36864
