backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,split,cv_fold,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,8220174658283660206,val,1,0.010578,0.038897,0.989422,0.000000,0.000000,0.000000,0.000000,11842560.000000,645696.687500,2251.277100,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,8220174658283660206,test,1,1.320329,0.694479,-0.320211,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,8220174658283660206,val,1,0.011480,0.042985,0.988520,0.000000,0.000000,0.000000,0.000000,8893440.000000,615239.375000,2968.905762,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,8220174658283660206,test,1,1.329882,0.695758,-0.329764,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,8220174658283660206,val,1,0.014375,0.036203,0.985626,0.000000,0.000000,0.000000,0.000000,47554560.000000,90399.250000,414.324982,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,8220174658283660206,test,1,1.338702,0.695220,-0.338583,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,1,42,8220174658283660206,val,1,0.017256,0.068774,0.982744,1.000000,0.020000,0.039216,0.061211,373341.000000,9583.763672,10.380163,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,1,42,8220174658283660206,val,1,0.016785,0.059683,0.983215,1.000000,0.020000,0.039216,0.047487,372287.000000,10347.100586,12.717836,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,1,42,8220174658283660206,val,1,0.012540,0.038383,0.987460,1.000000,0.020000,0.039216,0.047617,372297.000000,19139.173828,10.417529,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.800000,1,42,8220174658283660206,val,1,0.024660,0.093702,0.975339,1.000000,0.020000,0.039216,0.081276,374882.000000,9789.639648,10.276368,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.900000,1,42,8220174658283660206,val,1,0.012957,0.047318,0.987043,1.000000,0.020000,0.039216,0.047695,372303.000000,22745.900391,10.867366,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.990000,1,42,8220174658283660206,val,1,0.013469,0.047910,0.986531,1.000000,0.020000,0.039216,0.047174,372263.000000,9431.136719,11.621300,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.800000,1,42,8220174658283660206,val,1,0.013530,0.053471,0.986470,1.000000,0.020000,0.039216,0.050052,372484.000000,9421.731445,10.048766,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.900000,1,42,8220174658283660206,val,1,0.015918,0.065491,0.984082,1.000000,0.020000,0.039216,0.047461,372285.000000,9821.846680,10.376183,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.500000,0.990000,1,42,8220174658283660206,val,1,0.015984,0.057787,0.984016,1.000000,0.020000,0.039216,0.048464,372362.000000,9833.420898,11.551746,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.800000,1,42,8220174658283660206,val,1,0.007378,0.052511,0.990135,1.000000,0.020000,0.039216,0.075065,374405.000000,9867.909180,13.226672,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.900000,1,42,8220174658283660206,val,1,0.019424,0.093754,0.974026,1.000000,0.020000,0.039216,0.118698,377756.000000,9572.410156,12.833052,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,0.500000,0.990000,1,42,8220174658283660206,val,1,0.005643,0.043173,0.992453,1.000000,0.020000,0.039216,0.074857,374389.000000,14240.081055,12.006139,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.800000,1,42,8220174658283660206,val,1,0.006393,0.043102,0.991451,1.000000,0.020000,0.039216,0.075443,374434.000000,9988.459961,12.767687,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.900000,1,42,8220174658283660206,val,1,0.007739,0.052898,0.989651,1.000000,0.020000,0.039216,0.075156,374412.000000,9915.294922,12.409406,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.000000,0.990000,1,42,8220174658283660206,val,1,0.005637,0.041389,0.992463,1.000000,0.020000,0.039216,0.074492,374361.000000,14845.779297,59.789368,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.800000,1,42,8220174658283660206,val,1,0.006730,0.045202,0.991000,1.000000,0.040000,0.076923,0.076484,374514.000000,9841.892578,11.723713,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.900000,1,42,8220174658283660206,val,1,0.008420,0.055046,0.988740,1.000000,0.020000,0.039216,0.075286,374422.000000,10197.992188,11.841397,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,conv1d,2,1.500000,0.990000,1,42,8220174658283660206,val,1,0.006810,0.047862,0.990893,1.000000,0.020000,0.039216,0.075156,374412.000000,9925.401367,13.434402,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.800000,1,42,8220174658283660206,val,1,0.000664,0.009193,0.992733,1.000000,0.020000,0.039216,0.477174,405287.000000,122501.046875,891.273560,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.900000,1,42,8220174658283660206,val,1,0.000808,0.008326,0.992423,1.000000,0.020000,0.039216,0.532891,409566.000000,70582.906250,936.884399,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,0.500000,0.990000,1,42,8220174658283660206,val,1,0.001879,0.017235,0.989429,0.000000,0.000000,0.000000,0.594271,414280.000000,70146.226562,865.763977,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.800000,1,42,8220174658283660206,val,1,0.000236,0.004519,0.996868,0.000000,0.000000,0.000000,0.411185,400219.000000,69370.085938,838.857422,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.900000,1,42,8220174658283660206,val,1,0.000808,0.005893,0.991162,1.000000,0.020000,0.039216,0.589935,413947.000000,91405.859375,911.711609,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.000000,0.990000,1,42,8220174658283660206,val,1,0.002219,0.005189,0.982619,0.000000,0.000000,0.000000,0.559310,411595.000000,64345.390625,881.832214,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.800000,1,42,8220174658283660206,val,1,0.000217,0.007535,0.996644,0.000000,0.000000,0.000000,0.452852,403419.000000,85791.085938,891.445007,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.900000,1,42,8220174658283660206,val,1,0.000440,0.003899,0.994174,0.000000,0.000000,0.000000,0.438086,402285.000000,79294.617188,1016.474731,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.990000,1,42,8220174658283660206,val,1,0.000276,0.002768,0.997217,0.000000,0.000000,0.000000,0.537070,409887.000000,158955.078125,870.825256,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,recurrent,2,1.500000,0.800000,1,42,8220174658283660206,test,1,0.309672,0.356828,-2.564582,0.000000,0.000000,0.000000,0.532948,573292.000000,188468.343750,1058.965454,37286,36864
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,2,43,8220174658283660206,val,1,0.010578,0.038897,0.989422,0.000000,0.000000,0.000000,0.000000,11842560.000000,663165.625000,1999.068970,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,2,43,8220174658283660206,test,1,1.320329,0.694479,-0.320211,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,2,43,8220174658283660206,val,1,0.011480,0.042985,0.988520,0.000000,0.000000,0.000000,0.000000,8893440.000000,730857.875000,3215.999268,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,2,43,8220174658283660206,test,1,1.329882,0.695758,-0.329764,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,2,43,8220174658283660206,val,1,0.014375,0.036203,0.985626,0.000000,0.000000,0.000000,0.000000,47554560.000000,147029.062500,642.450928,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,2,43,8220174658283660206,test,1,1.338702,0.695220,-0.338583,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,2,43,8220174658283660206,val,1,0.015070,0.059519,0.984930,1.000000,0.020000,0.039216,0.047956,372323.000000,17302.640625,11.382042,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,2,43,8220174658283660206,val,1,0.018065,0.073449,0.981935,1.000000,0.040000,0.076923,0.052018,372635.000000,12137.867188,26.385796,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,2,43,8220174658283660206,val,1,0.014356,0.055064,0.985644,1.000000,0.020000,0.039216,0.052318,372658.000000,44831.812500,33.628525,37286,36864
