backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,split,cv_fold,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,16470453339372834741,val,0,0.163974,0.229870,0.836026,0.000000,0.000000,0.000000,0.000000,11842560.000000,511337.500000,1642.642334,122472,1184256
xtensor,meeting01_loso,fsdd,lstm-ae,direct,lstm,1,0.000000,0.000000,1,42,16470453339372834741,test,0,1.270578,0.674070,-0.270368,0.000000,0.000000,0.000000,0.000000,11842560.000000,0.000000,0.000000,122472,1184256
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,16470453339372834741,val,0,0.134305,0.203680,0.865694,0.000000,0.000000,0.000000,0.000000,8893440.000000,348460.031250,18458.609375,93032,889344
xtensor,meeting01_loso,fsdd,gru-ae,direct,gru,1,0.000000,0.000000,1,42,16470453339372834741,test,0,1.349568,0.670861,-0.349418,0.000000,0.000000,0.000000,0.000000,8893440.000000,0.000000,0.000000,93032,889344
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,16470453339372834741,val,0,0.133881,0.203484,0.866119,0.000000,0.000000,0.000000,0.000000,47554560.000000,149278.406250,861.492981,139176,4755456
xtensor,meeting01_loso,fsdd,transformer-ae,direct,transformer,1,0.000000,0.000000,1,42,16470453339372834741,test,0,1.348076,0.671650,-0.347902,0.000000,0.000000,0.000000,0.000000,47554560.000000,0.000000,0.000000,139176,4755456
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.800000,1,42,16470453339372834741,val,0,0.131764,0.211238,0.868236,0.285714,0.040000,0.070175,0.113294,377341.000000,28508.107422,12.870983,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.900000,1,42,16470453339372834741,val,0,0.124903,0.204531,0.875096,0.600000,0.180000,0.276923,0.096289,376035.000000,24866.476562,13.534618,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,0.500000,0.990000,1,42,16470453339372834741,val,0,0.126330,0.206511,0.873669,0.444444,0.080000,0.135593,0.101354,376424.000000,20193.140625,11.148268,37286,36864
xtensor,meeting01_loso,fsdd,snn-ae,direct,dense,2,1.000000,0.800000,1,42,16470453339372834741,val,0,0.139493,0.225465,0.860506,0.611111,0.220000,0.323529,0.146888,379921.000000,20248.048828,12.475540,37286,36864
