# model=snn-ae encoding=latency architecture=dense v_th=0.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.667643 0.525308
2 0.566533 0.479513
3 0.536681 0.451553
4 0.520361 0.432481
5 0.492671 0.421729
6 0.472271 0.399010
7 0.434679 0.369270
8 0.398475 0.345165
9 0.370320 0.310973
10 0.335398 0.287863
11 0.307617 0.257037
12 0.274559 0.239687
13 0.248389 0.210174
14 0.227785 0.195776
15 0.211429 0.185635
16 0.194514 0.175640
17 0.184501 0.159989
18 0.178959 0.164420
19 0.169854 0.157047
20 0.171124 0.151875
21 0.166143 0.148886
22 0.157876 0.148419
23 0.161581 0.148387
24 0.155558 0.148530
25 0.151150 0.141218
26 0.150493 0.142802
27 0.147909 0.130492
28 0.145540 0.138015
29 0.145166 0.136258
30 0.142848 0.126332
