# model=snn-ae encoding=direct architecture=recurrent v_th=1.5 alpha=0.8 run=3
epoch train_loss val_loss
1 0.175244 0.129768
2 0.156333 0.124222
3 0.147506 0.120606
4 0.144540 0.115517
5 0.137499 0.111990
6 0.143670 0.118074
7 0.134574 0.116748
8 0.140646 0.115218
9 0.131725 0.113626
10 0.133871 0.111879
11 0.131348 0.112029
12 0.131623 0.110541
13 0.131222 0.110644
14 0.128730 0.109737
15 0.129856 0.109084
16 0.125718 0.109619
17 0.133736 0.107936
18 0.128660 0.111315
19 0.129167 0.112842
20 0.125430 0.104725
21 0.128380 0.107658
22 0.129048 0.105405
23 0.124107 0.106815
24 0.125041 0.106537
25 0.127042 0.111575
