# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.8 run=1
epoch train_loss val_loss
1 0.745768 0.546399
2 0.609702 0.509190
3 0.566801 0.484982
4 0.544644 0.457497
5 0.525001 0.439273
6 0.482995 0.409529
7 0.445526 0.378643
8 0.401602 0.333329
9 0.367014 0.303225
10 0.320391 0.277457
11 0.289430 0.256650
12 0.267702 0.226817
13 0.251961 0.221290
14 0.243188 0.203610
15 0.226344 0.201105
16 0.220385 0.194615
17 0.216732 0.185531
18 0.206800 0.180805
19 0.204976 0.178495
20 0.198266 0.176846
21 0.193516 0.173204
22 0.191787 0.168352
23 0.185481 0.168519
24 0.186743 0.165036
25 0.181265 0.161900
26 0.178628 0.159875
27 0.177849 0.157633
28 0.174401 0.158580
29 0.175384 0.158622
30 0.174572 0.152930
