# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.156514 0.101674
2 0.133508 0.108861
3 0.133081 0.100765
4 0.114415 0.100688
5 0.110327 0.092908
6 0.104418 0.116492
7 0.104807 0.097674
8 0.093026 0.095560
9 0.095387 0.094058
10 0.091342 0.089185
11 0.092664 0.077664
12 0.085090 0.088908
13 0.086642 0.079136
14 0.086035 0.078500
15 0.084540 0.075177
16 0.082684 0.078268
17 0.086669 0.070403
18 0.088265 0.074692
19 0.080633 0.077042
20 0.080262 0.080094
21 0.082029 0.077031
22 0.080616 0.075255
