# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.8 run=3
epoch train_loss val_loss
1 0.477326 0.271849
2 0.246362 0.176352
3 0.193409 0.147828
4 0.166684 0.132309
5 0.150803 0.127833
6 0.144508 0.119920
7 0.137022 0.117068
8 0.133919 0.116787
9 0.130138 0.112832
10 0.126923 0.109249
11 0.128522 0.111597
12 0.125003 0.117499
13 0.126799 0.105513
14 0.125320 0.105389
15 0.123580 0.106153
16 0.119611 0.103284
17 0.119569 0.124969
18 0.118382 0.124326
19 0.115567 0.104196
20 0.116383 0.105458
21 0.119683 0.106649
