# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.9 run=2
epoch train_loss val_loss
1 0.730639 0.547610
2 0.592852 0.496671
3 0.552583 0.472567
4 0.531069 0.441796
5 0.502930 0.433889
6 0.462935 0.387890
7 0.420983 0.332814
8 0.370007 0.296880
9 0.330859 0.270589
10 0.292328 0.246155
11 0.266666 0.231700
12 0.247304 0.209908
13 0.231357 0.196075
14 0.219306 0.192249
15 0.213818 0.186284
16 0.201889 0.174116
17 0.199551 0.175658
18 0.196670 0.164999
19 0.185974 0.161666
20 0.181172 0.154652
21 0.179715 0.154320
22 0.176648 0.153539
23 0.170913 0.145900
24 0.167189 0.140445
25 0.164015 0.142136
26 0.158142 0.139018
27 0.158574 0.133631
28 0.151534 0.130412
29 0.150693 0.130658
30 0.151650 0.124911
