model encoding architecture v_th alpha mse mae r2 f1 spike_rate energy infer_ms train_ms param_count macs
lstm-ae direct lstm 0.000000 0.000000 0.9978 0.7049 0.0022 0.0000 0.0000 85238400.0000 1548.1826 452708.0312 120225.0000 8523840.0000
lstm-ae latency lstm 0.000000 0.000000 0.2348 0.4780 0.0483 0.0000 0.0000 85238400.0000 1635.5853 186682.5625 120225.0000 8523840.0000
lstm-ae poisson lstm 0.000000 0.000000 0.1179 0.2522 -0.0352 0.0000 0.0000 85238400.0000 1436.4998 158527.2448 120225.0000 8523840.0000
