model,encoding,spike_rate,energy,param_count,macs
LSTM-AE,direct,0.000000,85238400.000000,120225.000000,8523840.000000
LSTM-AE,latency,0.000000,85238400.000000,120225.000000,8523840.000000
LSTM-AE,poisson,0.000000,85238400.000000,120225.000000,8523840.000000
