# model=snn-ae encoding=direct architecture=conv1d v_th=0.5 alpha=0.9 run=3
epoch train_loss val_loss
1 0.940066 0.801425
2 0.864917 0.779464
3 0.867145 0.758682
4 0.848082 0.766840
5 0.833495 0.757607
6 0.835106 0.751127
7 0.824432 0.743292
8 0.816612 0.745859
9 0.815106 0.740497
10 0.811813 0.735762
11 0.808113 0.727912
12 0.799428 0.720240
13 0.804799 0.727387
14 0.792541 0.719905
15 0.790195 0.723839
16 0.792095 0.725956
17 0.794609 0.710659
18 0.791729 0.717802
19 0.781870 0.707177
20 0.783481 0.723709
21 0.787179 0.720116
22 0.779619 0.731943
23 0.782576 0.727358
24 0.782813 0.727896
