# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 0.177387 0.147700
2 0.147483 0.122112
3 0.124929 0.118808
4 0.121169 0.100421
5 0.112277 0.098990
6 0.111439 0.093201
7 0.106166 0.098502
8 0.106686 0.087520
9 0.100864 0.096505
10 0.099932 0.092712
11 0.099982 0.083485
12 0.097555 0.085345
13 0.097489 0.085812
14 0.099307 0.083022
15 0.096759 0.084409
16 0.094871 0.080839
17 0.093969 0.086922
18 0.095410 0.087626
19 0.094115 0.086787
20 0.098622 0.087268
21 0.096484 0.087168
