# model=snn-ae encoding=poisson architecture=dense v_th=1 alpha=0.9 run=3
epoch train_loss val_loss
1 0.286274 0.204528
2 0.245698 0.192274
3 0.228803 0.192573
4 0.224445 0.182117
5 0.208857 0.171362
6 0.211475 0.164193
7 0.204037 0.164170
8 0.204547 0.170386
9 0.203167 0.160596
10 0.207361 0.151682
11 0.202272 0.153372
12 0.191694 0.154633
13 0.194199 0.157019
14 0.194878 0.154994
15 0.194168 0.145025
16 0.189463 0.149664
17 0.186787 0.151966
18 0.186319 0.156718
19 0.185244 0.153321
20 0.189253 0.155472
