# model=snn-ae encoding=direct architecture=recurrent v_th=0.5 alpha=0.8 run=3
epoch train_loss val_loss
1 0.337034 0.263425
2 0.301379 0.246153
3 0.279278 0.245350
4 0.269327 0.237053
5 0.250720 0.226232
6 0.241879 0.216449
7 0.236625 0.209678
8 0.229368 0.205448
9 0.221653 0.206135
10 0.216871 0.201500
11 0.211460 0.194303
12 0.205884 0.196616
13 0.203219 0.194417
14 0.199861 0.188615
15 0.195161 0.188182
16 0.193305 0.183303
17 0.189140 0.184693
18 0.186866 0.186583
19 0.184574 0.183215
20 0.186379 0.188663
21 0.184397 0.182733
22 0.180265 0.182014
23 0.182823 0.178081
24 0.179960 0.177557
25 0.183837 0.177598
26 0.184021 0.179172
27 0.178135 0.180079
28 0.181428 0.182690
29 0.181062 0.178913
