# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 0.651939 0.512676
2 0.552413 0.456525
3 0.517399 0.446785
4 0.496084 0.420958
5 0.451261 0.380581
6 0.415331 0.340761
7 0.369906 0.306115
8 0.330498 0.269115
9 0.297640 0.252735
10 0.273552 0.228893
11 0.256700 0.219213
12 0.237425 0.200979
13 0.219278 0.183779
14 0.210040 0.185873
15 0.203675 0.167318
16 0.189716 0.172174
17 0.186206 0.162304
18 0.179882 0.166891
19 0.178669 0.159601
20 0.175555 0.149059
21 0.172104 0.147514
22 0.170741 0.143981
23 0.165150 0.145347
24 0.163833 0.140616
25 0.160005 0.142632
26 0.160216 0.136195
27 0.158267 0.132780
28 0.154266 0.136887
29 0.153154 0.133073
30 0.154345 0.128742
