# model=snn-ae encoding=poisson architecture=dense v_th=0.5 alpha=0.9 run=2
epoch train_loss val_loss
1 0.229815 0.170371
2 0.186010 0.161139
3 0.177575 0.151566
4 0.171713 0.149247
5 0.163166 0.143407
6 0.153334 0.153905
7 0.154697 0.136667
8 0.145356 0.135956
9 0.143926 0.142920
10 0.146512 0.137882
11 0.142527 0.140654
12 0.139408 0.132322
13 0.136467 0.138370
14 0.137502 0.123094
15 0.137422 0.127813
16 0.134995 0.138374
17 0.134485 0.122417
18 0.134418 0.132760
19 0.130241 0.119171
20 0.138732 0.167901
21 0.139683 0.135288
22 0.135458 0.125649
23 0.129954 0.142032
24 0.130566 0.124352
