# model=snn-ae encoding=poisson architecture=dense v_th=0.5 alpha=0.8 run=2
epoch train_loss val_loss
1 0.220326 0.172645
2 0.192373 0.168094
3 0.183333 0.150513
4 0.172017 0.160659
5 0.176921 0.163722
6 0.161652 0.178416
7 0.160787 0.152729
8 0.152614 0.146620
9 0.148045 0.163253
10 0.148276 0.142475
11 0.141795 0.153326
12 0.139302 0.152406
13 0.142909 0.142599
14 0.138310 0.141809
15 0.138124 0.128349
16 0.136799 0.138096
17 0.136361 0.137533
18 0.136017 0.134168
19 0.134846 0.133398
20 0.134784 0.154437
