# model=snn-ae encoding=poisson architecture=recurrent v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.226702 0.142187
2 0.176985 0.137252
3 0.177333 0.144426
4 0.161975 0.148034
5 0.163029 0.141109
6 0.147792 0.141059
7 0.149983 0.135437
8 0.143164 0.131483
9 0.140670 0.141780
10 0.137902 0.127844
11 0.135029 0.130957
12 0.133292 0.130686
13 0.134470 0.125708
14 0.132925 0.121840
15 0.139552 0.121402
16 0.133895 0.125555
17 0.128844 0.121382
18 0.131727 0.117394
19 0.126104 0.118894
20 0.127045 0.131577
21 0.131596 0.128222
22 0.134677 0.114290
23 0.130339 0.138348
24 0.133575 0.116487
25 0.129993 0.119769
26 0.128377 0.129801
27 0.127615 0.110969
28 0.133721 0.118564
29 0.130944 0.138154
30 0.128805 0.122208
