# model=snn-ae encoding=latency architecture=conv1d v_th=1.5 alpha=0.8 run=1
epoch train_loss val_loss
1 0.642882 0.481188
2 0.545306 0.450514
3 0.522808 0.432895
4 0.508245 0.430484
5 0.497144 0.428589
6 0.481831 0.398224
7 0.448421 0.363931
8 0.400241 0.327454
9 0.356368 0.288688
10 0.315906 0.251681
11 0.276376 0.219897
12 0.249840 0.199059
13 0.228680 0.179601
14 0.204403 0.167810
15 0.199280 0.154399
16 0.187142 0.151042
17 0.178633 0.142076
18 0.175040 0.137385
19 0.170370 0.133879
20 0.165840 0.131137
21 0.159857 0.132375
22 0.157435 0.122383
23 0.153050 0.130209
24 0.152600 0.109465
25 0.145195 0.116723
26 0.143550 0.113902
27 0.139383 0.112292
28 0.137540 0.105407
29 0.133776 0.101975
30 0.133937 0.102493
