# model=snn-ae encoding=poisson architecture=recurrent v_th=1.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.201213 0.104160
2 0.158443 0.100529
3 0.137296 0.098647
4 0.130015 0.091434
5 0.125835 0.088608
6 0.123981 0.087142
7 0.121093 0.083687
8 0.121075 0.086464
9 0.114776 0.084392
10 0.116910 0.083259
11 0.115247 0.084954
12 0.113533 0.082210
13 0.111928 0.083098
14 0.114040 0.080903
15 0.111525 0.086660
16 0.111014 0.082828
17 0.113127 0.080737
18 0.109017 0.081333
19 0.111021 0.079871
20 0.111525 0.080736
21 0.112332 0.080744
22 0.112556 0.080732
23 0.109133 0.084611
24 0.111417 0.084207
