# model=snn-ae encoding=latency architecture=recurrent v_th=1.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.389285 0.288693
2 0.309406 0.262124
3 0.268279 0.217163
4 0.240072 0.193685
5 0.224133 0.194934
6 0.209982 0.175133
7 0.199374 0.176699
8 0.192542 0.164805
9 0.184983 0.165157
10 0.180407 0.155513
11 0.173922 0.152132
12 0.170965 0.150471
13 0.166911 0.146688
14 0.162631 0.146058
15 0.160127 0.144703
16 0.160797 0.142493
17 0.154307 0.145749
18 0.156021 0.143584
19 0.153278 0.138364
20 0.153137 0.137707
21 0.151804 0.137573
22 0.151056 0.136478
23 0.149644 0.135158
24 0.147563 0.136937
25 0.145630 0.141104
26 0.151651 0.138238
27 0.147350 0.139519
28 0.143596 0.135793
