# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 1.172261 1.196840
2 1.141852 1.145554
3 1.115832 1.153674
4 1.112946 1.125457
5 1.091560 1.116977
6 1.085374 1.101157
7 1.083534 1.092204
8 1.067709 1.097472
9 1.065303 1.083283
10 1.048329 1.074603
11 1.055398 1.075214
12 1.054483 1.064384
13 1.053984 1.066368
14 1.057705 1.072747
15 1.039205 1.060071
16 1.032375 1.062412
17 1.038837 1.070018
18 1.037077 1.070623
19 1.032673 1.064899
20 1.034485 1.064001
