# model=snn-ae encoding=direct architecture=conv1d v_th=1.5 alpha=0.99 run=1
epoch train_loss val_loss
1 0.924773 0.745748
2 0.841984 0.748677
3 0.836362 0.737546
4 0.830473 0.728603
5 0.831018 0.722914
6 0.820230 0.720747
7 0.814523 0.712561
8 0.811849 0.713146
9 0.809383 0.710809
10 0.807346 0.707836
11 0.804100 0.703570
12 0.801741 0.706352
13 0.799934 0.707607
14 0.793791 0.703285
15 0.796629 0.698876
16 0.796850 0.703595
17 0.796033 0.699507
18 0.800961 0.705543
19 0.795024 0.708132
20 0.798413 0.708762
