# model=snn-ae encoding=poisson architecture=conv1d v_th=1.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.163470 0.099716
2 0.130807 0.091566
3 0.120577 0.081270
4 0.112653 0.096265
5 0.110770 0.081981
6 0.100088 0.089806
7 0.100417 0.073571
8 0.092768 0.074367
9 0.089598 0.078070
10 0.090303 0.077216
11 0.089290 0.068289
12 0.087874 0.084328
13 0.085882 0.064869
14 0.090503 0.066178
15 0.087406 0.066836
16 0.086929 0.068307
17 0.082553 0.063285
18 0.088991 0.064603
19 0.080477 0.063595
20 0.085331 0.074719
21 0.088705 0.063196
22 0.086471 0.066278
23 0.081453 0.080573
24 0.083434 0.065701
25 0.089708 0.073767
26 0.081853 0.072184
