# Batch convergence for: model=snn-ae encoding=poisson architecture=recurrent v_th=1 alpha=0.99 run=1
batch_num epoch batch_loss
0 1 0.082031
1 1 0.140578
2 1 0.288329
3 1 0.226942
4 1 0.941740
5 1 0.406098
6 1 0.279018
7 1 0.164918
8 1 0.174212
9 1 0.328574
10 1 0.215679
11 1 0.370816
12 1 0.206536
13 1 0.184194
14 1 0.194136
15 1 0.179227
16 1 0.207159
17 1 0.280732
18 1 0.236760
19 1 0.162536
20 1 0.157687
21 1 0.019578
22 1 0.199064
23 1 0.158102
24 1 0.172234
25 1 0.341113
26 1 0.282822
27 1 0.254386
28 1 0.145058
29 1 0.293735
30 1 0.251697
31 1 0.138842
32 1 0.240251
33 1 0.129274
34 1 0.204128
35 1 0.181858
36 1 0.115120
37 1 0.155497
38 1 0.136764
39 1 0.207624
40 1 0.237502
41 1 0.350688
42 1 0.083933
43 1 0.095323
44 1 0.240425
45 1 0.076085
46 1 0.154919
47 1 0.166116
48 1 0.227078
49 1 0.275344
50 1 0.111753
51 1 0.366146
52 1 0.208100
53 1 0.059748
54 1 1.077207
55 1 0.156302
56 1 0.227849
57 1 0.117252
58 1 0.144512
59 1 0.196505
60 1 0.193018
61 1 0.249608
62 1 0.326608
63 1 0.159704
64 1 0.181142
65 1 0.098121
66 1 0.019145
67 1 0.679651
68 1 0.090908
69 1 0.068159
70 1 0.186390
71 1 0.046337
72 1 0.030454
73 1 0.179643
74 1 0.179641
75 1 0.182585
76 1 0.165643
77 1 0.194649
78 1 0.101825
79 1 0.150619
80 1 0.964384
81 1 0.188763
82 1 0.219653
83 1 0.169991
84 1 0.178772
85 1 0.246230
86 1 0.107310
87 1 0.209267
88 1 0.262302
89 1 0.203670
90 1 0.041116
91 1 0.219326
92 1 0.041445
93 1 0.117733
94 1 0.125587
95 1 0.187914
96 1 0.168390
97 1 0.114094
98 1 0.129256
99 1 0.114402
100 2 0.092044
101 2 0.103020
102 2 0.224935
103 2 0.134372
104 2 0.216592
105 2 0.298110
106 2 0.164620
107 2 0.133107
108 2 0.122791
109 2 0.146904
110 2 0.155207
111 2 0.051359
112 2 0.120762
113 2 0.945713
