# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.99 run=1
epoch train_loss val_loss
1 0.164832 0.102896
2 0.135285 0.099944
3 0.129289 0.082167
4 0.113133 0.103261
5 0.109041 0.085047
6 0.096946 0.089491
7 0.098460 0.081665
8 0.091454 0.085953
9 0.090927 0.078461
10 0.085497 0.076753
11 0.087381 0.074447
12 0.084032 0.078104
13 0.084859 0.074337
14 0.093403 0.068739
15 0.093035 0.069747
16 0.087187 0.079409
17 0.087482 0.066463
18 0.089129 0.068128
19 0.083327 0.068153
20 0.084560 0.080646
21 0.092580 0.084013
22 0.090632 0.064777
23 0.084493 0.073264
24 0.084350 0.067093
25 0.094137 0.073467
26 0.084788 0.078353
27 0.089881 0.069421
