# model=snn-ae encoding=latency architecture=dense v_th=0.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.653098 0.510336
2 0.566601 0.485202
3 0.532539 0.451892
4 0.498700 0.412753
5 0.453127 0.378092
6 0.404196 0.335106
7 0.350721 0.300172
8 0.308297 0.256406
9 0.268367 0.223504
10 0.241026 0.199757
11 0.220940 0.185508
12 0.203793 0.173289
13 0.192192 0.173304
14 0.186582 0.165978
15 0.180646 0.157229
16 0.176388 0.157149
17 0.170527 0.144185
18 0.165319 0.151681
19 0.164061 0.146751
20 0.160608 0.143802
21 0.157596 0.135996
22 0.153843 0.139173
23 0.155104 0.147307
24 0.155610 0.144318
25 0.150233 0.143138
26 0.150884 0.139048
