# model=snn-ae encoding=direct architecture=conv1d v_th=0.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.880713 0.741928
2 0.835270 0.747034
3 0.830211 0.745508
4 0.827633 0.731776
5 0.830582 0.727039
6 0.818883 0.725227
7 0.818467 0.726739
8 0.818902 0.730935
9 0.812332 0.722602
10 0.808774 0.721045
11 0.812714 0.720945
12 0.804850 0.718568
13 0.807893 0.716020
14 0.805503 0.713672
15 0.801909 0.712116
16 0.799444 0.715012
17 0.803232 0.713996
18 0.801269 0.708774
19 0.799559 0.713063
20 0.794166 0.711076
21 0.792616 0.723331
22 0.801104 0.713573
23 0.802498 0.711129
