# model=snn-ae encoding=latency architecture=conv1d v_th=1.5 alpha=0.99 run=1
epoch train_loss val_loss
1 0.694284 0.525631
2 0.562437 0.455756
3 0.514204 0.424565
4 0.472865 0.381986
5 0.433261 0.352576
6 0.391680 0.308093
7 0.345895 0.267455
8 0.299361 0.244654
9 0.265174 0.208006
10 0.234206 0.185124
11 0.209847 0.172998
12 0.193636 0.150619
13 0.178991 0.143660
14 0.166679 0.131521
15 0.160504 0.132734
16 0.151799 0.118878
17 0.148074 0.121150
18 0.144302 0.115343
19 0.138481 0.112236
20 0.136384 0.111770
21 0.132091 0.103415
22 0.130109 0.106240
23 0.125498 0.108158
24 0.125330 0.102568
25 0.122902 0.101913
26 0.121177 0.100001
27 0.119667 0.097087
28 0.120427 0.093917
29 0.116901 0.097450
30 0.114608 0.096102
