# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 0.724379 0.538912
2 0.599740 0.490764
3 0.568963 0.470803
4 0.548691 0.465188
5 0.527341 0.450617
6 0.489366 0.408532
7 0.442086 0.368150
8 0.388363 0.326455
9 0.353472 0.285020
10 0.310862 0.257772
11 0.288014 0.247794
12 0.271707 0.224627
13 0.255096 0.212448
14 0.243294 0.208647
15 0.232357 0.207711
16 0.227207 0.194530
17 0.219700 0.191849
18 0.215270 0.198104
19 0.211388 0.188429
20 0.206095 0.190417
21 0.199530 0.179975
22 0.199460 0.181491
23 0.192519 0.179713
24 0.189277 0.172552
25 0.183375 0.167876
26 0.184302 0.164397
27 0.179639 0.162043
28 0.176863 0.162999
29 0.174249 0.162097
30 0.176153 0.164413
