# model=snn-ae encoding=direct architecture=conv1d v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.930759 0.809093
2 0.873161 0.758078
3 0.859533 0.766537
4 0.846762 0.784200
5 0.849188 0.768467
6 0.846045 0.744895
7 0.823760 0.740263
8 0.815849 0.733962
9 0.814883 0.709537
10 0.803574 0.719011
11 0.799319 0.706591
12 0.794214 0.707619
13 0.787913 0.703634
14 0.776100 0.704341
15 0.769217 0.708762
16 0.774717 0.686606
17 0.769932 0.679719
18 0.765557 0.675386
19 0.763789 0.677372
20 0.757828 0.700187
21 0.754488 0.692335
22 0.752036 0.680074
23 0.754201 0.692212
