# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 1.068147 1.077175
2 1.026690 1.018877
3 1.009715 1.013860
4 1.002822 1.010614
5 0.999138 1.011411
6 1.007070 1.005979
7 0.998425 1.015415
8 0.997866 1.003680
9 0.988410 0.997097
10 0.991632 1.004069
11 0.990951 0.994591
12 0.979023 1.008592
13 0.976340 0.992795
14 0.978226 0.993949
15 0.982228 0.974812
16 0.975860 0.974555
17 0.974622 0.976017
18 0.977927 0.982170
19 0.971465 1.002468
20 0.975570 0.973354
21 0.970056 0.989118
22 0.967263 0.999753
23 0.964496 1.007550
24 0.978143 0.975861
25 0.957623 1.009398
