# model=snn-ae encoding=latency architecture=recurrent v_th=0.5 alpha=0.8 run=2
epoch train_loss val_loss
1 0.699094 0.585281
2 0.627253 0.541943
3 0.589414 0.511824
4 0.556682 0.470852
5 0.511482 0.429936
6 0.465341 0.376191
7 0.407780 0.339248
8 0.364026 0.303419
9 0.331537 0.273484
10 0.304724 0.247864
11 0.278518 0.230346
12 0.262972 0.228212
13 0.251239 0.208157
14 0.236252 0.198837
15 0.227975 0.195271
16 0.221067 0.194313
17 0.216590 0.186748
18 0.212124 0.185225
19 0.211544 0.174738
20 0.202576 0.168596
21 0.197944 0.163668
22 0.198496 0.165141
23 0.190659 0.152815
24 0.185627 0.155075
25 0.182064 0.152522
26 0.182091 0.145406
27 0.173745 0.142462
28 0.176373 0.142995
29 0.168248 0.138522
30 0.166664 0.135371
