# model=snn-ae encoding=latency architecture=conv1d v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.700740 0.498335
2 0.549805 0.452775
3 0.502602 0.418165
4 0.457941 0.379813
5 0.419789 0.343243
6 0.376110 0.290959
7 0.324270 0.262470
8 0.290878 0.237694
9 0.254864 0.216032
10 0.231621 0.185939
11 0.217178 0.169937
12 0.200056 0.166124
13 0.187088 0.149920
14 0.175051 0.142868
15 0.171669 0.138697
16 0.166907 0.130228
17 0.157266 0.125141
18 0.151987 0.125619
19 0.145515 0.121940
20 0.143696 0.116084
21 0.139934 0.113328
22 0.135754 0.112516
23 0.136334 0.111941
24 0.132174 0.110629
25 0.130689 0.105817
26 0.131212 0.102862
27 0.126232 0.104019
28 0.126919 0.100598
29 0.123770 0.098011
30 0.123188 0.099285
