# model=snn-ae encoding=direct architecture=dense v_th=0.5 alpha=0.99 run=2
epoch train_loss val_loss
1 1.068013 1.022389
2 1.013093 1.014406
3 1.011366 1.001013
4 1.003507 1.001709
5 1.000202 1.001852
6 0.996905 1.001334
7 0.994209 0.998727
8 0.991121 0.994700
9 0.986018 0.988571
10 0.987050 0.991626
11 0.985715 0.994624
12 0.980518 0.994166
13 0.973097 0.998207
14 0.975370 0.978395
15 0.967173 0.989140
16 0.974356 0.977846
17 0.975449 0.975984
18 0.973854 0.976475
19 0.969899 1.002663
20 0.970885 0.983834
21 0.973300 0.984125
22 0.971243 0.978429
