# model=snn-ae encoding=poisson architecture=dense v_th=1.5 alpha=0.99 run=1
epoch train_loss val_loss
1 0.232943 0.179679
2 0.185995 0.146450
3 0.179329 0.136898
4 0.170228 0.149805
5 0.171684 0.154116
6 0.155694 0.151762
7 0.158618 0.147048
8 0.147151 0.134403
9 0.141018 0.147793
10 0.141151 0.142664
11 0.141145 0.126527
12 0.136267 0.138191
13 0.137282 0.140344
14 0.139146 0.128468
15 0.143311 0.117839
16 0.138345 0.131329
17 0.130990 0.136169
18 0.129190 0.128512
19 0.130993 0.133305
20 0.131186 0.148642
