# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.051739 0.012359
2 0.003846 0.010664
3 0.003893 0.010490
4 0.003515 0.010571
5 0.003525 0.009474
6 0.003151 0.009432
7 0.003152 0.008950
8 0.003016 0.008901
9 0.002993 0.008984
10 0.002961 0.010103
11 0.002844 0.010362
12 0.002784 0.010252
13 0.002813 0.008708
14 0.002778 0.011737
15 0.002804 0.010031
16 0.002735 0.009443
17 0.002736 0.011710
18 0.002756 0.009422
