# model=snn-ae encoding=poisson architecture=conv1d v_th=0.5 alpha=0.8 run=1
epoch train_loss val_loss
1 0.184129 0.120253
2 0.143726 0.108939
3 0.137142 0.102042
4 0.126719 0.106763
5 0.122568 0.100093
6 0.108759 0.115038
7 0.112039 0.095502
8 0.099947 0.092574
9 0.097408 0.092043
10 0.093125 0.089851
11 0.095239 0.083693
12 0.092701 0.085352
13 0.090319 0.076510
14 0.091164 0.073481
15 0.086265 0.070312
16 0.087892 0.081268
17 0.085751 0.068384
18 0.083910 0.078047
19 0.083939 0.073664
20 0.085046 0.079706
21 0.083648 0.078854
22 0.082153 0.072435
