# model=snn-ae encoding=poisson architecture=dense v_th=1 alpha=0.8 run=3
epoch train_loss val_loss
1 0.210186 0.155587
2 0.180935 0.148873
3 0.177071 0.154799
4 0.163805 0.160029
5 0.164401 0.150018
6 0.152703 0.159193
7 0.152036 0.145800
8 0.145946 0.140904
9 0.141081 0.142352
10 0.140597 0.134372
11 0.140791 0.134589
12 0.136753 0.141355
13 0.135552 0.135718
14 0.138738 0.135121
15 0.137561 0.130761
16 0.136405 0.136694
17 0.133873 0.128206
18 0.135088 0.127621
19 0.131681 0.132912
20 0.132921 0.139465
21 0.132454 0.129492
22 0.129222 0.131949
23 0.125300 0.136985
