# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.8 run=2
epoch train_loss val_loss
1 0.437823 0.319235
2 0.316998 0.248982
3 0.261824 0.217137
4 0.234315 0.191107
5 0.212996 0.177390
6 0.200454 0.174762
7 0.196600 0.169325
8 0.189507 0.171026
9 0.185152 0.166902
10 0.183897 0.167156
11 0.181951 0.159991
12 0.171316 0.161133
13 0.172232 0.150456
14 0.168664 0.157117
15 0.163126 0.150291
16 0.159518 0.148749
17 0.152777 0.149060
18 0.152202 0.144676
19 0.146250 0.142664
20 0.146235 0.147441
21 0.141675 0.146344
22 0.141841 0.149374
23 0.138151 0.139448
24 0.136859 0.138428
25 0.136692 0.135647
26 0.133308 0.131160
27 0.133668 0.142036
28 0.131334 0.139183
29 0.130026 0.135726
30 0.127137 0.131127
