# model=snn-ae encoding=latency architecture=conv1d v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 0.697875 0.521707
2 0.579916 0.471176
3 0.538816 0.451632
4 0.526916 0.433575
5 0.502039 0.419853
6 0.480922 0.401227
7 0.445384 0.368572
8 0.411643 0.323231
9 0.366355 0.299230
10 0.324594 0.260877
11 0.289286 0.240713
12 0.260603 0.210374
13 0.233628 0.185971
14 0.213992 0.177538
15 0.201365 0.167574
16 0.191235 0.163404
17 0.185443 0.151361
18 0.175811 0.148790
19 0.172926 0.148492
20 0.165081 0.147970
21 0.160422 0.137785
22 0.156304 0.127435
23 0.153025 0.130670
24 0.148616 0.125383
25 0.143795 0.126492
26 0.146411 0.124107
27 0.138260 0.130137
28 0.138453 0.117931
29 0.137004 0.119416
30 0.131950 0.113102
