# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.99 run=2
epoch train_loss val_loss
1 0.696835 0.515182
2 0.566404 0.474342
3 0.536225 0.461185
4 0.516300 0.429626
5 0.486865 0.418588
6 0.456315 0.380756
7 0.408904 0.337053
8 0.362801 0.297779
9 0.316334 0.264648
10 0.274934 0.223105
11 0.242509 0.201122
12 0.218192 0.179788
13 0.198226 0.160091
14 0.181437 0.151727
15 0.170782 0.143141
16 0.162578 0.135660
17 0.157558 0.132254
18 0.150522 0.128737
19 0.146976 0.128188
20 0.146086 0.125190
21 0.141353 0.123643
22 0.139233 0.118924
23 0.138451 0.116435
24 0.134298 0.120988
25 0.136796 0.117344
26 0.131990 0.114279
27 0.131855 0.123497
28 0.131466 0.112845
29 0.128661 0.115912
30 0.130266 0.112297
